"Step","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward__MIN","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward__MAX"
"17915","12744.275390625","12744.275390625","12744.275390625"
"17944","13619.1630859375","13619.1630859375","13619.1630859375"
"17949","13115.5625","13115.5625","13115.5625"
"17952","12479.2939453125","12479.2939453125","12479.2939453125"
"17953","13924.8046875","13924.8046875","13924.8046875"
"17961","13591.64453125","13591.64453125","13591.64453125"
"17965","12665.09375","12665.09375","12665.09375"
"17974","13974.2529296875","13974.2529296875","13974.2529296875"
"17985","13887.509765625","13887.509765625","13887.509765625"
"17994","13404.62890625","13404.62890625","13404.62890625"
"18006","13255.654296875","13255.654296875","13255.654296875"
"18022","13599.744140625","13599.744140625","13599.744140625"
"18033","13437.8916015625","13437.8916015625","13437.8916015625"
"18045","13633.451171875","13633.451171875","13633.451171875"
"18085","13804.890625","13804.890625","13804.890625"
"18090","13403.5556640625","13403.5556640625","13403.5556640625"
"18108","13271.55078125","13271.55078125","13271.55078125"
"18116","13405.3671875","13405.3671875","13405.3671875"
"18121","13569.765625","13569.765625","13569.765625"
"18144","12652.4921875","12652.4921875","12652.4921875"
"18160","13547.197265625","13547.197265625","13547.197265625"
"18170","12939.994140625","12939.994140625","12939.994140625"
"18172","12722.9599609375","12722.9599609375","12722.9599609375"
"18180","13684.26953125","13684.26953125","13684.26953125"
"18184","13223.91015625","13223.91015625","13223.91015625"
"18191","12941.6376953125","12941.6376953125","12941.6376953125"
"18202","12919.4697265625","12919.4697265625","12919.4697265625"
"18204","13299.03515625","13299.03515625","13299.03515625"
"18235","12802.6015625","12802.6015625","12802.6015625"
"18253","13891.138671875","13891.138671875","13891.138671875"
"18261","13448","13448","13448"
"18264","13650.44140625","13650.44140625","13650.44140625"
"18276","12490.140625","12490.140625","12490.140625"
"18307","12553.79296875","12553.79296875","12553.79296875"
"18318","13346.8798828125","13346.8798828125","13346.8798828125"
"18329","12691.064453125","12691.064453125","12691.064453125"
"18331","13819.34375","13819.34375","13819.34375"
"18333","13744.9013671875","13744.9013671875","13744.9013671875"
"18346","13802.330078125","13802.330078125","13802.330078125"
"18362","13323.228515625","13323.228515625","13323.228515625"
"18363","13228.740234375","13228.740234375","13228.740234375"
"18369","13716.53515625","13716.53515625","13716.53515625"
"18404","13935.48046875","13935.48046875","13935.48046875"
"18415","13095.921875","13095.921875","13095.921875"
"18430","13320.9267578125","13320.9267578125","13320.9267578125"
"18431","13720.1484375","13720.1484375","13720.1484375"
"18435","13874.37109375","13874.37109375","13874.37109375"
"18436","13388.546875","13388.546875","13388.546875"
"18449","13198.9990234375","13198.9990234375","13198.9990234375"
"18451","13516.955078125","13516.955078125","13516.955078125"
"18455","13055.857421875","13055.857421875","13055.857421875"
"18470","13123.59765625","13123.59765625","13123.59765625"
"18478","13603.373046875","13603.373046875","13603.373046875"
"18486","12831.7021484375","12831.7021484375","12831.7021484375"
"18499","12484.8369140625","12484.8369140625","12484.8369140625"
"18521","12676.298828125","12676.298828125","12676.298828125"
"18532","13135.91796875","13135.91796875","13135.91796875"
"18549","13515.7216796875","13515.7216796875","13515.7216796875"
"18550","12886.443359375","12886.443359375","12886.443359375"
"18570","13373.4140625","13373.4140625","13373.4140625"
"18576","13387.4638671875","13387.4638671875","13387.4638671875"
"18580","13992.0029296875","13992.0029296875","13992.0029296875"
"18583","13653.19140625","13653.19140625","13653.19140625"
"18589","13936.72265625","13936.72265625","13936.72265625"
"18593","13865.87890625","13865.87890625","13865.87890625"
"18619","13093.32421875","13093.32421875","13093.32421875"
"18634","13009.9599609375","13009.9599609375","13009.9599609375"
"18650","13077.15625","13077.15625","13077.15625"
"18663","13295.466796875","13295.466796875","13295.466796875"
"18666","13646.224609375","13646.224609375","13646.224609375"
"18667","13410.982421875","13410.982421875","13410.982421875"
"18671","12914.513671875","12914.513671875","12914.513671875"
"18684","14304.88671875","14304.88671875","14304.88671875"
"18688","13446.673828125","13446.673828125","13446.673828125"
"18691","13479.138671875","13479.138671875","13479.138671875"
"18704","13744.73046875","13744.73046875","13744.73046875"
"18710","13097.384765625","13097.384765625","13097.384765625"
"18721","12617.8193359375","12617.8193359375","12617.8193359375"
"18739","14259.6171875","14259.6171875","14259.6171875"
"18775","13493.611328125","13493.611328125","13493.611328125"
"18779","13745.486328125","13745.486328125","13745.486328125"
"18780","13920.072265625","13920.072265625","13920.072265625"
"18799","14061.5732421875","14061.5732421875","14061.5732421875"
"18802","12991.599609375","12991.599609375","12991.599609375"
"18817","13149.7421875","13149.7421875","13149.7421875"
"18819","13071.9296875","13071.9296875","13071.9296875"
"18820","13517.9931640625","13517.9931640625","13517.9931640625"
"18825","14118.248046875","14118.248046875","14118.248046875"
"18843","13657.015625","13657.015625","13657.015625"
"18863","14093.7763671875","14093.7763671875","14093.7763671875"
"18869","13201.470703125","13201.470703125","13201.470703125"
"18871","13760.404296875","13760.404296875","13760.404296875"
"18873","13211.130859375","13211.130859375","13211.130859375"
"18878","13638.86328125","13638.86328125","13638.86328125"
"18890","13620.59375","13620.59375","13620.59375"
"18893","12817.80078125","12817.80078125","12817.80078125"
"18912","13067.513671875","13067.513671875","13067.513671875"
"18924","13364.291015625","13364.291015625","13364.291015625"
"18933","13192.03515625","13192.03515625","13192.03515625"
"18934","12974.490234375","12974.490234375","12974.490234375"
"18945","13785.548828125","13785.548828125","13785.548828125"
"18974","13924.494140625","13924.494140625","13924.494140625"
"18975","13323.5908203125","13323.5908203125","13323.5908203125"
"18986","13700.44921875","13700.44921875","13700.44921875"
"18989","13349.9326171875","13349.9326171875","13349.9326171875"
"18995","14133.220703125","14133.220703125","14133.220703125"
"19002","13498.9580078125","13498.9580078125","13498.9580078125"
"19009","12768.318359375","12768.318359375","12768.318359375"
"19031","13228.2744140625","13228.2744140625","13228.2744140625"
"19039","13180.62109375","13180.62109375","13180.62109375"
"19041","13104.4287109375","13104.4287109375","13104.4287109375"
"19072","13952.103515625","13952.103515625","13952.103515625"
"19075","13373.955078125","13373.955078125","13373.955078125"
"19092","13664.359375","13664.359375","13664.359375"
"19094","13701.61328125","13701.61328125","13701.61328125"
"19125","13681.564453125","13681.564453125","13681.564453125"
"19166","13795.857421875","13795.857421875","13795.857421875"
"19167","13605.220703125","13605.220703125","13605.220703125"
"19176","13225.03125","13225.03125","13225.03125"
"19179","13706.33984375","13706.33984375","13706.33984375"
"19196","13856.634765625","13856.634765625","13856.634765625"
"19209","13593.271484375","13593.271484375","13593.271484375"
"19235","13377.166015625","13377.166015625","13377.166015625"
"19250","13766.533203125","13766.533203125","13766.533203125"
"19257","13720.5634765625","13720.5634765625","13720.5634765625"
"19260","13702.14453125","13702.14453125","13702.14453125"
"19265","14243.1171875","14243.1171875","14243.1171875"
"19280","13339.4580078125","13339.4580078125","13339.4580078125"
"19289","13099.7353515625","13099.7353515625","13099.7353515625"
"19295","13725.015625","13725.015625","13725.015625"
"19296","13855.7509765625","13855.7509765625","13855.7509765625"
"19325","13758.5390625","13758.5390625","13758.5390625"
"19358","13517.56640625","13517.56640625","13517.56640625"
"19380","13066.11328125","13066.11328125","13066.11328125"
"19387","13681.595703125","13681.595703125","13681.595703125"
"19388","14095.478515625","14095.478515625","14095.478515625"
"19395","13620.79296875","13620.79296875","13620.79296875"
"19413","13504.6640625","13504.6640625","13504.6640625"
"19415","13192.58984375","13192.58984375","13192.58984375"
"19449","13413.19921875","13413.19921875","13413.19921875"
"19470","13531.107421875","13531.107421875","13531.107421875"
"19477","13434.67578125","13434.67578125","13434.67578125"
"19480","13735.046875","13735.046875","13735.046875"
"19488","13923.5859375","13923.5859375","13923.5859375"
"19493","13663.650390625","13663.650390625","13663.650390625"
"19506","13876.7421875","13876.7421875","13876.7421875"
"19510","14077.83984375","14077.83984375","14077.83984375"
"19524","13848.421875","13848.421875","13848.421875"
"19528","14260.5712890625","14260.5712890625","14260.5712890625"
"19533","13712.8564453125","13712.8564453125","13712.8564453125"
"19545","13436.33203125","13436.33203125","13436.33203125"
"19547","13506.125","13506.125","13506.125"
"19569","13576.291015625","13576.291015625","13576.291015625"
"19580","13171.1806640625","13171.1806640625","13171.1806640625"
"19581","12751.45703125","12751.45703125","12751.45703125"
"19584","14232.619140625","14232.619140625","14232.619140625"
"19591","13022.4970703125","13022.4970703125","13022.4970703125"
"19594","13229.904296875","13229.904296875","13229.904296875"
"19603","14092.541015625","14092.541015625","14092.541015625"
"19617","14245.90234375","14245.90234375","14245.90234375"
"19652","13541.75","13541.75","13541.75"
"19658","13563.30078125","13563.30078125","13563.30078125"
"19659","13242.9677734375","13242.9677734375","13242.9677734375"
"19672","13456.9453125","13456.9453125","13456.9453125"
"19675","13257.130859375","13257.130859375","13257.130859375"
"19694","12859.626953125","12859.626953125","12859.626953125"
"19703","13502.734375","13502.734375","13502.734375"
"19708","13405.791015625","13405.791015625","13405.791015625"
"19710","13570.4609375","13570.4609375","13570.4609375"
"19711","13722.587890625","13722.587890625","13722.587890625"
"19724","12921.197265625","12921.197265625","12921.197265625"
"19760","13587.37890625","13587.37890625","13587.37890625"
"19776","13589.599609375","13589.599609375","13589.599609375"
"19786","13345.85546875","13345.85546875","13345.85546875"
"19804","13623.47265625","13623.47265625","13623.47265625"
"19840","14060.001953125","14060.001953125","14060.001953125"
"19842","13923.060546875","13923.060546875","13923.060546875"
"19863","13176.02734375","13176.02734375","13176.02734375"
"19877","14070.841796875","14070.841796875","14070.841796875"
"19882","13515.39453125","13515.39453125","13515.39453125"
"19898","14055.431640625","14055.431640625","14055.431640625"
"19899","13510.880859375","13510.880859375","13510.880859375"
"19905","13573.7373046875","13573.7373046875","13573.7373046875"
"19910","13697.169921875","13697.169921875","13697.169921875"
"19915","13764.125","13764.125","13764.125"
"19917","13222.56640625","13222.56640625","13222.56640625"
"19923","13384.255859375","13384.255859375","13384.255859375"
"19928","14003.888671875","14003.888671875","14003.888671875"
"19930","14176.625","14176.625","14176.625"
"19934","13579.6748046875","13579.6748046875","13579.6748046875"
"19936","13397.958984375","13397.958984375","13397.958984375"
"19937","13171.71484375","13171.71484375","13171.71484375"
"19938","13443.154296875","13443.154296875","13443.154296875"
"19945","13727.306640625","13727.306640625","13727.306640625"
"19980","14202.08984375","14202.08984375","14202.08984375"
"19991","14277.328125","14277.328125","14277.328125"
"20000","13919.759765625","13919.759765625","13919.759765625"
"20010","13844.904296875","13844.904296875","13844.904296875"
"20025","13542.6845703125","13542.6845703125","13542.6845703125"
"20032","13828.9130859375","13828.9130859375","13828.9130859375"
"20042","13325.408203125","13325.408203125","13325.408203125"
"20053","13265.6484375","13265.6484375","13265.6484375"
"20068","13641.435546875","13641.435546875","13641.435546875"
"20071","13173.494140625","13173.494140625","13173.494140625"
"20091","13482.841796875","13482.841796875","13482.841796875"
"20117","13602.318359375","13602.318359375","13602.318359375"
"20119","13035.462890625","13035.462890625","13035.462890625"
"20129","13750.05078125","13750.05078125","13750.05078125"
"20136","14004.21484375","14004.21484375","14004.21484375"
"20155","13415.15625","13415.15625","13415.15625"
"20169","13846.2431640625","13846.2431640625","13846.2431640625"
"20177","13562.5751953125","13562.5751953125","13562.5751953125"
"20183","14162.404296875","14162.404296875","14162.404296875"
"20191","13727.91796875","13727.91796875","13727.91796875"
"20207","13770.931640625","13770.931640625","13770.931640625"
"20208","14353.0546875","14353.0546875","14353.0546875"
"20231","13678.408203125","13678.408203125","13678.408203125"
"20240","13697.404296875","13697.404296875","13697.404296875"
"20248","13607.4765625","13607.4765625","13607.4765625"
"20265","14046.5400390625","14046.5400390625","14046.5400390625"
"20276","13683.9609375","13683.9609375","13683.9609375"
"20284","13604.2919921875","13604.2919921875","13604.2919921875"
"20289","13739.060546875","13739.060546875","13739.060546875"
"20296","13146.5224609375","13146.5224609375","13146.5224609375"
"20314","14131.4619140625","14131.4619140625","14131.4619140625"
"20336","13822.216796875","13822.216796875","13822.216796875"
"20337","13284.21484375","13284.21484375","13284.21484375"
"20344","13797.8984375","13797.8984375","13797.8984375"
"20371","14043.677734375","14043.677734375","14043.677734375"
"20385","13859.55078125","13859.55078125","13859.55078125"
"20389","14271.3984375","14271.3984375","14271.3984375"
"20396","13968.1484375","13968.1484375","13968.1484375"
"20400","13356.572265625","13356.572265625","13356.572265625"
"20406","13254.701171875","13254.701171875","13254.701171875"
"20420","13627.41015625","13627.41015625","13627.41015625"
"20422","13778.544921875","13778.544921875","13778.544921875"
"20424","13091.2607421875","13091.2607421875","13091.2607421875"
"20433","13357.478515625","13357.478515625","13357.478515625"
"20434","13489.556640625","13489.556640625","13489.556640625"
"20436","13968.896484375","13968.896484375","13968.896484375"
"20441","13795.037109375","13795.037109375","13795.037109375"
"20461","13631.576171875","13631.576171875","13631.576171875"
"20462","13833.9736328125","13833.9736328125","13833.9736328125"
"20483","13628.4765625","13628.4765625","13628.4765625"
"20493","13771.041015625","13771.041015625","13771.041015625"
"20534","14088.53515625","14088.53515625","14088.53515625"
"20547","13605.66015625","13605.66015625","13605.66015625"
"20567","13952.71484375","13952.71484375","13952.71484375"
"20576","14067.998046875","14067.998046875","14067.998046875"
"20578","13596.94140625","13596.94140625","13596.94140625"
"20586","13862.2138671875","13862.2138671875","13862.2138671875"
"20587","12880.525390625","12880.525390625","12880.525390625"
"20606","13612.267578125","13612.267578125","13612.267578125"
"20620","13194.3916015625","13194.3916015625","13194.3916015625"
"20632","13348.75","13348.75","13348.75"
"20654","13748.583984375","13748.583984375","13748.583984375"
"20658","13472.8642578125","13472.8642578125","13472.8642578125"
"20666","14261.93359375","14261.93359375","14261.93359375"
"20694","13780.4111328125","13780.4111328125","13780.4111328125"
"20705","12941.9541015625","12941.9541015625","12941.9541015625"
"20712","13967.3251953125","13967.3251953125","13967.3251953125"
"20720","14449.9375","14449.9375","14449.9375"
"20724","13538.28515625","13538.28515625","13538.28515625"
"20730","13573.3125","13573.3125","13573.3125"
"20755","13945.806640625","13945.806640625","13945.806640625"
"20762","13791.7373046875","13791.7373046875","13791.7373046875"
"20765","13387.3662109375","13387.3662109375","13387.3662109375"
"20771","14108.552734375","14108.552734375","14108.552734375"
"20794","13781.685546875","13781.685546875","13781.685546875"
"20796","14423.943359375","14423.943359375","14423.943359375"
"20819","13309.15234375","13309.15234375","13309.15234375"
"20827","13501.1943359375","13501.1943359375","13501.1943359375"
"20832","14039.44140625","14039.44140625","14039.44140625"
"20834","14036.3408203125","14036.3408203125","14036.3408203125"
"20850","14293.5830078125","14293.5830078125","14293.5830078125"
"20853","14510.37890625","14510.37890625","14510.37890625"
"20867","14289.19140625","14289.19140625","14289.19140625"
"20871","13835.654296875","13835.654296875","13835.654296875"
"20894","13970.998046875","13970.998046875","13970.998046875"
"20925","13895.876953125","13895.876953125","13895.876953125"
"20970","14126.658203125","14126.658203125","14126.658203125"
"20972","13489.525390625","13489.525390625","13489.525390625"
"20977","14434.6591796875","14434.6591796875","14434.6591796875"
"20981","13924.50390625","13924.50390625","13924.50390625"
"20992","13983.16015625","13983.16015625","13983.16015625"
"21046","14031.478515625","14031.478515625","14031.478515625"
"21047","13885.697265625","13885.697265625","13885.697265625"
"21050","13618.189453125","13618.189453125","13618.189453125"
"21055","13993.5673828125","13993.5673828125","13993.5673828125"
"21068","13221.40234375","13221.40234375","13221.40234375"
"21074","14194.072265625","14194.072265625","14194.072265625"
"21078","13996.5703125","13996.5703125","13996.5703125"
"21083","13665.9580078125","13665.9580078125","13665.9580078125"
"21088","14102.25","14102.25","14102.25"
"21091","13136.1259765625","13136.1259765625","13136.1259765625"
"21092","14197.18359375","14197.18359375","14197.18359375"
"21097","14006.701171875","14006.701171875","14006.701171875"
"21101","13485.8779296875","13485.8779296875","13485.8779296875"
"21114","13429.78515625","13429.78515625","13429.78515625"
"21117","13946.55859375","13946.55859375","13946.55859375"
"21127","14142.095703125","14142.095703125","14142.095703125"
"21143","14401.986328125","14401.986328125","14401.986328125"
"21148","14124.720703125","14124.720703125","14124.720703125"
"21159","13336.021484375","13336.021484375","13336.021484375"
"21163","14312.4453125","14312.4453125","14312.4453125"
"21193","13940.1015625","13940.1015625","13940.1015625"
"21253","14430.62890625","14430.62890625","14430.62890625"
"21275","14024.671875","14024.671875","14024.671875"
"21283","14352.15625","14352.15625","14352.15625"
"21313","14869.212890625","14869.212890625","14869.212890625"
"21323","13364.6015625","13364.6015625","13364.6015625"
"21337","14272.6484375","14272.6484375","14272.6484375"
"21340","13623.990234375","13623.990234375","13623.990234375"
"21355","14011.7265625","14011.7265625","14011.7265625"
"21356","14176.328125","14176.328125","14176.328125"
"21381","13802.103515625","13802.103515625","13802.103515625"
"21391","13420.7216796875","13420.7216796875","13420.7216796875"
"21409","14056.724609375","14056.724609375","14056.724609375"
"21448","14005.46484375","14005.46484375","14005.46484375"
"21458","13865.693359375","13865.693359375","13865.693359375"
"21471","14433.517578125","14433.517578125","14433.517578125"
"21473","14336.28515625","14336.28515625","14336.28515625"
"21490","14136.095703125","14136.095703125","14136.095703125"
"21492","14180.83203125","14180.83203125","14180.83203125"
"21494","13270.888671875","13270.888671875","13270.888671875"
"21499","13050.392578125","13050.392578125","13050.392578125"
"21504","14170.728515625","14170.728515625","14170.728515625"
"21512","14165.5732421875","14165.5732421875","14165.5732421875"
"21529","14045.4189453125","14045.4189453125","14045.4189453125"
"21546","13744.271484375","13744.271484375","13744.271484375"
"21572","13983.3203125","13983.3203125","13983.3203125"
"21573","14208.68359375","14208.68359375","14208.68359375"
"21586","13773.47265625","13773.47265625","13773.47265625"
"21587","14264.8701171875","14264.8701171875","14264.8701171875"
"21589","14518.78125","14518.78125","14518.78125"
"21593","13909.876953125","13909.876953125","13909.876953125"
"21596","14145.5546875","14145.5546875","14145.5546875"
"21597","14436.9921875","14436.9921875","14436.9921875"
"21602","14061.6220703125","14061.6220703125","14061.6220703125"
"21621","13769.8779296875","13769.8779296875","13769.8779296875"
"21624","14829.72265625","14829.72265625","14829.72265625"
"21638","14157.001953125","14157.001953125","14157.001953125"
"21656","13971.7734375","13971.7734375","13971.7734375"
"21665","14108.0068359375","14108.0068359375","14108.0068359375"
"21666","13653.748046875","13653.748046875","13653.748046875"
"21683","14321.998046875","14321.998046875","14321.998046875"
"21692","14055.724609375","14055.724609375","14055.724609375"
"21702","13316.650390625","13316.650390625","13316.650390625"
"21707","13556.9560546875","13556.9560546875","13556.9560546875"
"21713","14329.9375","14329.9375","14329.9375"
"21715","14170.4228515625","14170.4228515625","14170.4228515625"
"21729","13841.578125","13841.578125","13841.578125"
"21739","14197.7099609375","14197.7099609375","14197.7099609375"
"21746","14243.595703125","14243.595703125","14243.595703125"
"21787","14216.5859375","14216.5859375","14216.5859375"
"21805","13449.919921875","13449.919921875","13449.919921875"
"21855","14897.7861328125","14897.7861328125","14897.7861328125"
"21865","14319.669921875","14319.669921875","14319.669921875"
"21875","14593.931640625","14593.931640625","14593.931640625"
"21889","14095.732421875","14095.732421875","14095.732421875"
"21891","13655.5654296875","13655.5654296875","13655.5654296875"
"21892","14222.048828125","14222.048828125","14222.048828125"
"21897","13698.88671875","13698.88671875","13698.88671875"
"21906","13724.61328125","13724.61328125","13724.61328125"
"21914","14287.0595703125","14287.0595703125","14287.0595703125"
"21919","14232.142578125","14232.142578125","14232.142578125"
"21946","13783.9501953125","13783.9501953125","13783.9501953125"
"21952","13552.6328125","13552.6328125","13552.6328125"
"21954","14145.9921875","14145.9921875","14145.9921875"
"21984","13448.6572265625","13448.6572265625","13448.6572265625"
"21985","14025.16796875","14025.16796875","14025.16796875"
"21987","13535.40234375","13535.40234375","13535.40234375"
"22021","13858.083984375","13858.083984375","13858.083984375"
"22023","14502.05078125","14502.05078125","14502.05078125"
"22027","13854.869140625","13854.869140625","13854.869140625"
"22032","13860.609375","13860.609375","13860.609375"
"22064","14055.53125","14055.53125","14055.53125"
"22075","13814.595703125","13814.595703125","13814.595703125"
"22086","14333.787109375","14333.787109375","14333.787109375"
"22087","14250.2919921875","14250.2919921875","14250.2919921875"
"22105","14152.78125","14152.78125","14152.78125"
"22133","14023.2861328125","14023.2861328125","14023.2861328125"
"22140","13472.7734375","13472.7734375","13472.7734375"
"22172","13775.9775390625","13775.9775390625","13775.9775390625"
"22196","13937.142578125","13937.142578125","13937.142578125"
"22227","13682.9609375","13682.9609375","13682.9609375"
"22228","14529.76171875","14529.76171875","14529.76171875"
"22244","14275.466796875","14275.466796875","14275.466796875"
"22271","13807.5146484375","13807.5146484375","13807.5146484375"
"22283","14325.982421875","14325.982421875","14325.982421875"
"22284","13175.294921875","13175.294921875","13175.294921875"
"22287","13755.3935546875","13755.3935546875","13755.3935546875"
"22308","13967.755859375","13967.755859375","13967.755859375"
"22311","13884.8359375","13884.8359375","13884.8359375"
"22316","14377.1142578125","14377.1142578125","14377.1142578125"
"22317","13777.45703125","13777.45703125","13777.45703125"
"22336","13682.419921875","13682.419921875","13682.419921875"
"22344","14311.1171875","14311.1171875","14311.1171875"
"22357","14449.36328125","14449.36328125","14449.36328125"
"22360","14205.7734375","14205.7734375","14205.7734375"
"22364","14095.7744140625","14095.7744140625","14095.7744140625"
"22374","13374.240234375","13374.240234375","13374.240234375"
"22378","14215.0703125","14215.0703125","14215.0703125"
"22386","13519.7890625","13519.7890625","13519.7890625"
"22391","14324.314453125","14324.314453125","14324.314453125"
"22405","13838.466796875","13838.466796875","13838.466796875"
"22426","14273.7890625","14273.7890625","14273.7890625"
"22451","14219.9560546875","14219.9560546875","14219.9560546875"
"22466","13666.517578125","13666.517578125","13666.517578125"
"22485","13711.9716796875","13711.9716796875","13711.9716796875"
"22486","14823.89453125","14823.89453125","14823.89453125"
"22492","14527.609375","14527.609375","14527.609375"
"22501","13842.0546875","13842.0546875","13842.0546875"
"22526","14163.54296875","14163.54296875","14163.54296875"
"22534","14020.4921875","14020.4921875","14020.4921875"
"22535","13952.62109375","13952.62109375","13952.62109375"
"22543","14751.0703125","14751.0703125","14751.0703125"
"22551","13040.734375","13040.734375","13040.734375"
"22565","14883.75","14883.75","14883.75"
"22577","13441.39453125","13441.39453125","13441.39453125"
"22599","14437.232421875","14437.232421875","14437.232421875"
"22614","14627.837890625","14627.837890625","14627.837890625"
"22631","13475.857421875","13475.857421875","13475.857421875"
"22634","14450.2138671875","14450.2138671875","14450.2138671875"
"22643","13778.974609375","13778.974609375","13778.974609375"
"22650","14255.318359375","14255.318359375","14255.318359375"
"22669","14015.8125","14015.8125","14015.8125"
"22688","14263.869140625","14263.869140625","14263.869140625"
"22704","14791.072265625","14791.072265625","14791.072265625"
"22713","14637.34765625","14637.34765625","14637.34765625"
"22715","14793.259765625","14793.259765625","14793.259765625"
"22717","14280.216796875","14280.216796875","14280.216796875"
"22729","13788.171875","13788.171875","13788.171875"
"22735","14122.830078125","14122.830078125","14122.830078125"
"22746","14655.462890625","14655.462890625","14655.462890625"
"22758","14333.349609375","14333.349609375","14333.349609375"
"22780","14436.109375","14436.109375","14436.109375"
"22789","14133.462890625","14133.462890625","14133.462890625"
"22806","14387.35546875","14387.35546875","14387.35546875"
"22813","13566.369140625","13566.369140625","13566.369140625"
"22819","14021.8759765625","14021.8759765625","14021.8759765625"
"22832","14368.623046875","14368.623046875","14368.623046875"
"22835","14514.328125","14514.328125","14514.328125"
"22837","13695.58203125","13695.58203125","13695.58203125"
"22843","14218.361328125","14218.361328125","14218.361328125"
"22846","14020.1630859375","14020.1630859375","14020.1630859375"
"22848","14734.8740234375","14734.8740234375","14734.8740234375"
"22861","13854.130859375","13854.130859375","13854.130859375"
"22866","14199.892578125","14199.892578125","14199.892578125"
"22869","14497.7412109375","14497.7412109375","14497.7412109375"
"22892","14802.05859375","14802.05859375","14802.05859375"
"22900","13783.3779296875","13783.3779296875","13783.3779296875"
"22916","14061.0888671875","14061.0888671875","14061.0888671875"
"22923","14331.6171875","14331.6171875","14331.6171875"
"22930","14346.6904296875","14346.6904296875","14346.6904296875"
"22956","13854.248046875","13854.248046875","13854.248046875"
"22958","13732.978515625","13732.978515625","13732.978515625"
"22960","14680.001953125","14680.001953125","14680.001953125"
"22965","14553.384765625","14553.384765625","14553.384765625"
"22966","14107.685546875","14107.685546875","14107.685546875"
"22975","14395.2373046875","14395.2373046875","14395.2373046875"
"22977","14183.12890625","14183.12890625","14183.12890625"
"23000","14409.421875","14409.421875","14409.421875"
"23009","14323.140625","14323.140625","14323.140625"
"23011","13632.81640625","13632.81640625","13632.81640625"
"23017","14535.607421875","14535.607421875","14535.607421875"
"23020","14398.51953125","14398.51953125","14398.51953125"
"23035","13777.353515625","13777.353515625","13777.353515625"
"23047","14074.880859375","14074.880859375","14074.880859375"
"23055","13457.4453125","13457.4453125","13457.4453125"
"23083","13876.412109375","13876.412109375","13876.412109375"
"23090","13285.333984375","13285.333984375","13285.333984375"
"23119","14560.376953125","14560.376953125","14560.376953125"
"23124","14398.97265625","14398.97265625","14398.97265625"
"23131","14387.3515625","14387.3515625","14387.3515625"
"23135","14288.7734375","14288.7734375","14288.7734375"
"23142","13954.068359375","13954.068359375","13954.068359375"
"23158","13550.251953125","13550.251953125","13550.251953125"
"23162","14808.89453125","14808.89453125","14808.89453125"
"23164","14044.029296875","14044.029296875","14044.029296875"
"23178","14509.533203125","14509.533203125","14509.533203125"
"23181","14020.748046875","14020.748046875","14020.748046875"
"23223","13699.8984375","13699.8984375","13699.8984375"
"23225","13953.6904296875","13953.6904296875","13953.6904296875"
"23226","14411.99609375","14411.99609375","14411.99609375"
"23245","14508.248046875","14508.248046875","14508.248046875"
"23276","14394.837890625","14394.837890625","14394.837890625"
"23277","13884.41015625","13884.41015625","13884.41015625"
"23284","14319.0859375","14319.0859375","14319.0859375"
"23285","14810.677734375","14810.677734375","14810.677734375"
"23294","15107.0517578125","15107.0517578125","15107.0517578125"
"23303","13869.841796875","13869.841796875","13869.841796875"
"23322","13757.9091796875","13757.9091796875","13757.9091796875"
"23331","14071.228515625","14071.228515625","14071.228515625"
"23334","14431.0390625","14431.0390625","14431.0390625"
"23345","14499.0302734375","14499.0302734375","14499.0302734375"
"23363","14139.9287109375","14139.9287109375","14139.9287109375"
"23384","14410.1171875","14410.1171875","14410.1171875"
"23409","13983.974609375","13983.974609375","13983.974609375"
"23410","14105.6875","14105.6875","14105.6875"
"23418","14183.4921875","14183.4921875","14183.4921875"
"23429","14211.330078125","14211.330078125","14211.330078125"
"23434","13627.8388671875","13627.8388671875","13627.8388671875"
"23441","13972.4609375","13972.4609375","13972.4609375"
"23442","13684.962890625","13684.962890625","13684.962890625"
"23454","14020.1513671875","14020.1513671875","14020.1513671875"
"23461","13921.30859375","13921.30859375","13921.30859375"
"23462","14097.1962890625","14097.1962890625","14097.1962890625"
"23467","14803.140625","14803.140625","14803.140625"
"23476","14203.6337890625","14203.6337890625","14203.6337890625"
"23508","14152.4775390625","14152.4775390625","14152.4775390625"
"23513","14250.5302734375","14250.5302734375","14250.5302734375"
"23520","14118.95703125","14118.95703125","14118.95703125"
"23526","13711.458984375","13711.458984375","13711.458984375"
"23532","14496.248046875","14496.248046875","14496.248046875"
"23542","13541.484375","13541.484375","13541.484375"
"23553","13945.732421875","13945.732421875","13945.732421875"
"23560","14090.619140625","14090.619140625","14090.619140625"
"23579","13664.537109375","13664.537109375","13664.537109375"
"23585","13799.521484375","13799.521484375","13799.521484375"
"23596","14417.703125","14417.703125","14417.703125"
"23597","14234.685546875","14234.685546875","14234.685546875"
"23605","14526.703125","14526.703125","14526.703125"
"23609","14549.1484375","14549.1484375","14549.1484375"
"23610","13759.091796875","13759.091796875","13759.091796875"
"23616","14157.482421875","14157.482421875","14157.482421875"
"23618","14116.95703125","14116.95703125","14116.95703125"
"23619","14081.62890625","14081.62890625","14081.62890625"
"23635","13938.18359375","13938.18359375","13938.18359375"
