"Step","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward__MIN","dual_agent_nyc_man_south_v2_mode2 - combined/total_reward__MAX"
"1216","4233.5634765625","4233.5634765625","4233.5634765625"
"1224","3412.078369140625","3412.078369140625","3412.078369140625"
"1232","5086.0947265625","5086.0947265625","5086.0947265625"
"1238","3355.69677734375","3355.69677734375","3355.69677734375"
"1252","4577.5966796875","4577.5966796875","4577.5966796875"
"1268","5124.689453125","5124.689453125","5124.689453125"
"1271","3949.114501953125","3949.114501953125","3949.114501953125"
"1273","3986.330810546875","3986.330810546875","3986.330810546875"
"1301","5035.0888671875","5035.0888671875","5035.0888671875"
"1325","4482.419921875","4482.419921875","4482.419921875"
"1326","4402.5546875","4402.5546875","4402.5546875"
"1350","3447.12353515625","3447.12353515625","3447.12353515625"
"1351","5021.5966796875","5021.5966796875","5021.5966796875"
"1362","5379.78125","5379.78125","5379.78125"
"1364","4485.3994140625","4485.3994140625","4485.3994140625"
"1366","5179.68310546875","5179.68310546875","5179.68310546875"
"1373","4049.097412109375","4049.097412109375","4049.097412109375"
"1403","3985.462646484375","3985.462646484375","3985.462646484375"
"1408","3806.82568359375","3806.82568359375","3806.82568359375"
"1424","3084.55712890625","3084.55712890625","3084.55712890625"
"1428","3355.2646484375","3355.2646484375","3355.2646484375"
"1446","5991.3525390625","5991.3525390625","5991.3525390625"
"1447","4629.861328125","4629.861328125","4629.861328125"
"1448","4425.697265625","4425.697265625","4425.697265625"
"1464","6152.013671875","6152.013671875","6152.013671875"
"1465","4854.05078125","4854.05078125","4854.05078125"
"1470","6388.7646484375","6388.7646484375","6388.7646484375"
"1472","4303.08251953125","4303.08251953125","4303.08251953125"
"1486","5408.3095703125","5408.3095703125","5408.3095703125"
"1487","4645.95849609375","4645.95849609375","4645.95849609375"
"1494","3992.63671875","3992.63671875","3992.63671875"
"1501","5328.4208984375","5328.4208984375","5328.4208984375"
"1507","5078.36865234375","5078.36865234375","5078.36865234375"
"1511","5115.443359375","5115.443359375","5115.443359375"
"1512","4994.8330078125","4994.8330078125","4994.8330078125"
"1531","5880.8896484375","5880.8896484375","5880.8896484375"
"1540","4462.89208984375","4462.89208984375","4462.89208984375"
"1541","5212.98046875","5212.98046875","5212.98046875"
"1551","5081.76611328125","5081.76611328125","5081.76611328125"
"1574","5153.79931640625","5153.79931640625","5153.79931640625"
"1576","4464.3896484375","4464.3896484375","4464.3896484375"
"1589","3030.675048828125","3030.675048828125","3030.675048828125"
"1598","4073.03369140625","4073.03369140625","4073.03369140625"
"1600","4866.25244140625","4866.25244140625","4866.25244140625"
"1613","5351.5","5351.5","5351.5"
"1650","4524.2939453125","4524.2939453125","4524.2939453125"
"1657","4683.52099609375","4683.52099609375","4683.52099609375"
"1665","4784.173828125","4784.173828125","4784.173828125"
"1686","4721.6123046875","4721.6123046875","4721.6123046875"
"1700","4522.1962890625","4522.1962890625","4522.1962890625"
"1702","4947.357421875","4947.357421875","4947.357421875"
"1709","5417.3623046875","5417.3623046875","5417.3623046875"
"1714","4907.67919921875","4907.67919921875","4907.67919921875"
"1716","4618.25","4618.25","4618.25"
"1718","5119.74609375","5119.74609375","5119.74609375"
"1732","5614.412109375","5614.412109375","5614.412109375"
"1741","4951.5703125","4951.5703125","4951.5703125"
"1752","4907.9638671875","4907.9638671875","4907.9638671875"
"1760","6904.5283203125","6904.5283203125","6904.5283203125"
"1773","4094.94580078125","4094.94580078125","4094.94580078125"
"1782","5448.1376953125","5448.1376953125","5448.1376953125"
"1792","5323.294921875","5323.294921875","5323.294921875"
"1796","5851.1630859375","5851.1630859375","5851.1630859375"
"1800","5898.4501953125","5898.4501953125","5898.4501953125"
"1803","4709.6533203125","4709.6533203125","4709.6533203125"
"1810","5208.21875","5208.21875","5208.21875"
"1814","4223.0302734375","4223.0302734375","4223.0302734375"
"1821","3623.8359375","3623.8359375","3623.8359375"
"1822","5444.46142578125","5444.46142578125","5444.46142578125"
"1828","5578.93212890625","5578.93212890625","5578.93212890625"
"1830","6888.30859375","6888.30859375","6888.30859375"
"1832","6384.77978515625","6384.77978515625","6384.77978515625"
"1833","5666.98828125","5666.98828125","5666.98828125"
"1836","4704","4704","4704"
"1843","4114.259765625","4114.259765625","4114.259765625"
"1846","6403.83984375","6403.83984375","6403.83984375"
"1859","4547.984375","4547.984375","4547.984375"
"1861","5879.16162109375","5879.16162109375","5879.16162109375"
"1878","4672.7685546875","4672.7685546875","4672.7685546875"
"1893","5897.5556640625","5897.5556640625","5897.5556640625"
"1897","5429.98388671875","5429.98388671875","5429.98388671875"
"1933","4497.1279296875","4497.1279296875","4497.1279296875"
"1944","5258.0517578125","5258.0517578125","5258.0517578125"
"1951","6286.8232421875","6286.8232421875","6286.8232421875"
"1956","5648.92138671875","5648.92138671875","5648.92138671875"
"1959","4908.34765625","4908.34765625","4908.34765625"
"1985","4948.0810546875","4948.0810546875","4948.0810546875"
"1991","6471.4619140625","6471.4619140625","6471.4619140625"
"2006","5994.0927734375","5994.0927734375","5994.0927734375"
"2014","5490.39453125","5490.39453125","5490.39453125"
"2016","6352.099609375","6352.099609375","6352.099609375"
"2028","5681.83349609375","5681.83349609375","5681.83349609375"
"2034","7434.68359375","7434.68359375","7434.68359375"
"2039","6548.9814453125","6548.9814453125","6548.9814453125"
"2049","5983.931640625","5983.931640625","5983.931640625"
"2067","5126.9462890625","5126.9462890625","5126.9462890625"
"2068","5673.671875","5673.671875","5673.671875"
"2090","5538.8310546875","5538.8310546875","5538.8310546875"
"2098","4839.2216796875","4839.2216796875","4839.2216796875"
"2105","4763.86181640625","4763.86181640625","4763.86181640625"
"2110","6965.1865234375","6965.1865234375","6965.1865234375"
"2131","6446.3837890625","6446.3837890625","6446.3837890625"
"2135","5342.4580078125","5342.4580078125","5342.4580078125"
"2141","5412.55419921875","5412.55419921875","5412.55419921875"
"2143","4104.49951171875","4104.49951171875","4104.49951171875"
"2152","6190.5947265625","6190.5947265625","6190.5947265625"
"2164","6583.154296875","6583.154296875","6583.154296875"
"2171","5823.8388671875","5823.8388671875","5823.8388671875"
"2184","5647.48876953125","5647.48876953125","5647.48876953125"
"2187","5877.2763671875","5877.2763671875","5877.2763671875"
"2189","6795.6103515625","6795.6103515625","6795.6103515625"
"2192","6889.99951171875","6889.99951171875","6889.99951171875"
"2201","5840.2021484375","5840.2021484375","5840.2021484375"
"2203","5841.423828125","5841.423828125","5841.423828125"
"2209","6901.337890625","6901.337890625","6901.337890625"
"2213","6442.701171875","6442.701171875","6442.701171875"
"2247","6017.916015625","6017.916015625","6017.916015625"
"2263","5882.7392578125","5882.7392578125","5882.7392578125"
"2271","5778.73095703125","5778.73095703125","5778.73095703125"
"2272","6738.33984375","6738.33984375","6738.33984375"
"2283","7134.03271484375","7134.03271484375","7134.03271484375"
"2295","5226.4931640625","5226.4931640625","5226.4931640625"
"2302","6409.5986328125","6409.5986328125","6409.5986328125"
"2321","6788.5087890625","6788.5087890625","6788.5087890625"
"2328","7140.533203125","7140.533203125","7140.533203125"
"2334","5239.4814453125","5239.4814453125","5239.4814453125"
"2343","5597.23193359375","5597.23193359375","5597.23193359375"
"2352","5912.8544921875","5912.8544921875","5912.8544921875"
"2356","5398.3740234375","5398.3740234375","5398.3740234375"
"2378","7467.6708984375","7467.6708984375","7467.6708984375"
"2382","6446.54443359375","6446.54443359375","6446.54443359375"
"2400","6216.2626953125","6216.2626953125","6216.2626953125"
"2406","6690.4130859375","6690.4130859375","6690.4130859375"
"2410","5883.19384765625","5883.19384765625","5883.19384765625"
"2419","5668.18017578125","5668.18017578125","5668.18017578125"
"2422","4913.4482421875","4913.4482421875","4913.4482421875"
"2428","4447.28173828125","4447.28173828125","4447.28173828125"
"2429","6101.798828125","6101.798828125","6101.798828125"
"2454","6613.4462890625","6613.4462890625","6613.4462890625"
"2459","4966.3173828125","4966.3173828125","4966.3173828125"
"2533","6314.1279296875","6314.1279296875","6314.1279296875"
"2537","6075.7822265625","6075.7822265625","6075.7822265625"
"2542","5537.20849609375","5537.20849609375","5537.20849609375"
"2549","6235.583984375","6235.583984375","6235.583984375"
"2551","6184.826171875","6184.826171875","6184.826171875"
"2563","6297.2744140625","6297.2744140625","6297.2744140625"
"2573","5658.2685546875","5658.2685546875","5658.2685546875"
"2578","6688.1962890625","6688.1962890625","6688.1962890625"
"2590","6611.546875","6611.546875","6611.546875"
"2599","5619.5205078125","5619.5205078125","5619.5205078125"
"2612","5714.33837890625","5714.33837890625","5714.33837890625"
"2624","5223.5947265625","5223.5947265625","5223.5947265625"
"2662","5525.23193359375","5525.23193359375","5525.23193359375"
"2663","5660.50927734375","5660.50927734375","5660.50927734375"
"2672","6869.2724609375","6869.2724609375","6869.2724609375"
"2700","5548.66259765625","5548.66259765625","5548.66259765625"
"2707","5628.50830078125","5628.50830078125","5628.50830078125"
"2732","5869.42919921875","5869.42919921875","5869.42919921875"
"2738","6576.0771484375","6576.0771484375","6576.0771484375"
"2752","6286.69775390625","6286.69775390625","6286.69775390625"
"2773","6462.552734375","6462.552734375","6462.552734375"
"2798","6527.47216796875","6527.47216796875","6527.47216796875"
"2815","5927.7861328125","5927.7861328125","5927.7861328125"
"2821","6502.064453125","6502.064453125","6502.064453125"
"2833","6757.267578125","6757.267578125","6757.267578125"
"2836","7483.77734375","7483.77734375","7483.77734375"
"2839","6662.0166015625","6662.0166015625","6662.0166015625"
"2860","5496.6650390625","5496.6650390625","5496.6650390625"
"2863","7097.54345703125","7097.54345703125","7097.54345703125"
"2865","6749.63671875","6749.63671875","6749.63671875"
"2871","5688.11669921875","5688.11669921875","5688.11669921875"
"2874","7018.541015625","7018.541015625","7018.541015625"
"2884","6389.7236328125","6389.7236328125","6389.7236328125"
"2902","6138.5224609375","6138.5224609375","6138.5224609375"
"2909","6789.35791015625","6789.35791015625","6789.35791015625"
"2911","5742.1171875","5742.1171875","5742.1171875"
"2938","7388.6416015625","7388.6416015625","7388.6416015625"
"2941","6649.23193359375","6649.23193359375","6649.23193359375"
"2946","6645.86572265625","6645.86572265625","6645.86572265625"
"2958","6275.89404296875","6275.89404296875","6275.89404296875"
"2975","6037.017578125","6037.017578125","6037.017578125"
"2977","5568.404296875","5568.404296875","5568.404296875"
"2992","7411.95361328125","7411.95361328125","7411.95361328125"
"3003","6778.0751953125","6778.0751953125","6778.0751953125"
"3029","7110.51806640625","7110.51806640625","7110.51806640625"
"3030","6779.89990234375","6779.89990234375","6779.89990234375"
"3052","7236.041015625","7236.041015625","7236.041015625"
"3066","6507.9912109375","6507.9912109375","6507.9912109375"
"3068","6215.8662109375","6215.8662109375","6215.8662109375"
"3069","6175.69921875","6175.69921875","6175.69921875"
"3070","8011.44677734375","8011.44677734375","8011.44677734375"
"3073","5734.833984375","5734.833984375","5734.833984375"
"3091","6312.4462890625","6312.4462890625","6312.4462890625"
"3096","5741.908203125","5741.908203125","5741.908203125"
"3111","6418.0830078125","6418.0830078125","6418.0830078125"
"3117","7586.98046875","7586.98046875","7586.98046875"
"3121","6669.42626953125","6669.42626953125","6669.42626953125"
"3124","6627.05615234375","6627.05615234375","6627.05615234375"
"3163","7266.8134765625","7266.8134765625","7266.8134765625"
"3167","7015.30859375","7015.30859375","7015.30859375"
"3176","7395.7080078125","7395.7080078125","7395.7080078125"
"3214","7325.31201171875","7325.31201171875","7325.31201171875"
"3215","7161.33154296875","7161.33154296875","7161.33154296875"
"3224","6820.6904296875","6820.6904296875","6820.6904296875"
"3238","7375.5888671875","7375.5888671875","7375.5888671875"
"3263","7620.076171875","7620.076171875","7620.076171875"
"3273","6566.1259765625","6566.1259765625","6566.1259765625"
"3274","6753.15380859375","6753.15380859375","6753.15380859375"
"3296","6631.67578125","6631.67578125","6631.67578125"
"3304","7044.123046875","7044.123046875","7044.123046875"
"3306","7474.287109375","7474.287109375","7474.287109375"
"3316","6622.20849609375","6622.20849609375","6622.20849609375"
"3318","5700.470703125","5700.470703125","5700.470703125"
"3335","5794.9130859375","5794.9130859375","5794.9130859375"
"3341","8031.37109375","8031.37109375","8031.37109375"
"3353","7566.47998046875","7566.47998046875","7566.47998046875"
"3356","6240.0712890625","6240.0712890625","6240.0712890625"
"3365","7072.880859375","7072.880859375","7072.880859375"
"3367","6958.1220703125","6958.1220703125","6958.1220703125"
"3372","7328.359375","7328.359375","7328.359375"
"3398","6085.7783203125","6085.7783203125","6085.7783203125"
"3417","6129.080078125","6129.080078125","6129.080078125"
"3419","7141.60888671875","7141.60888671875","7141.60888671875"
"3444","6655.77978515625","6655.77978515625","6655.77978515625"
"3485","6748.544921875","6748.544921875","6748.544921875"
"3494","8054.5341796875","8054.5341796875","8054.5341796875"
"3506","7115.611328125","7115.611328125","7115.611328125"
"3515","7457.39453125","7457.39453125","7457.39453125"
"3528","8019.3232421875","8019.3232421875","8019.3232421875"
"3536","7786.716796875","7786.716796875","7786.716796875"
"3543","7181.0244140625","7181.0244140625","7181.0244140625"
"3557","7548.61572265625","7548.61572265625","7548.61572265625"
"3563","7369.47119140625","7369.47119140625","7369.47119140625"
"3566","8256.25","8256.25","8256.25"
"3571","7485.56396484375","7485.56396484375","7485.56396484375"
"3577","7467.958984375","7467.958984375","7467.958984375"
"3588","8135.67236328125","8135.67236328125","8135.67236328125"
"3595","7118.25390625","7118.25390625","7118.25390625"
"3599","6654.56640625","6654.56640625","6654.56640625"
"3601","8257.75390625","8257.75390625","8257.75390625"
"3602","8252.095703125","8252.095703125","8252.095703125"
"3608","8358.125","8358.125","8358.125"
"3610","8009.5986328125","8009.5986328125","8009.5986328125"
"3629","8083.5498046875","8083.5498046875","8083.5498046875"
"3633","8501.72265625","8501.72265625","8501.72265625"
"3648","7776.97900390625","7776.97900390625","7776.97900390625"
"3656","8005.2470703125","8005.2470703125","8005.2470703125"
"3667","6676.17822265625","6676.17822265625","6676.17822265625"
"3673","7038.46484375","7038.46484375","7038.46484375"
"3678","8001.9951171875","8001.9951171875","8001.9951171875"
"3679","7424.34912109375","7424.34912109375","7424.34912109375"
"3740","6672.9345703125","6672.9345703125","6672.9345703125"
"3749","7679.28857421875","7679.28857421875","7679.28857421875"
"3750","8132.26171875","8132.26171875","8132.26171875"
"3758","8324.01171875","8324.01171875","8324.01171875"
"3765","7843.568359375","7843.568359375","7843.568359375"
"3767","8662.33984375","8662.33984375","8662.33984375"
"3789","7739.46728515625","7739.46728515625","7739.46728515625"
"3794","7445.22265625","7445.22265625","7445.22265625"
"3803","7831.9755859375","7831.9755859375","7831.9755859375"
"3815","8341.9541015625","8341.9541015625","8341.9541015625"
"3818","7411.955078125","7411.955078125","7411.955078125"
"3836","7983.3603515625","7983.3603515625","7983.3603515625"
"3838","7693.4375","7693.4375","7693.4375"
"3849","7789.8671875","7789.8671875","7789.8671875"
"3857","8120.904296875","8120.904296875","8120.904296875"
"3871","6881.572265625","6881.572265625","6881.572265625"
"3878","8422.5009765625","8422.5009765625","8422.5009765625"
"3883","7523.13671875","7523.13671875","7523.13671875"
"3887","7514.701171875","7514.701171875","7514.701171875"
"3889","7411.19970703125","7411.19970703125","7411.19970703125"
"3892","8996.1630859375","8996.1630859375","8996.1630859375"
"3910","8561.884765625","8561.884765625","8561.884765625"
"3921","8215.171875","8215.171875","8215.171875"
"3923","7942.0078125","7942.0078125","7942.0078125"
"3931","9107.5263671875","9107.5263671875","9107.5263671875"
"3951","6755.5634765625","6755.5634765625","6755.5634765625"
"3958","8459.6318359375","8459.6318359375","8459.6318359375"
"3961","8439.05859375","8439.05859375","8439.05859375"
"3974","8078.8125","8078.8125","8078.8125"
"3993","8292.6611328125","8292.6611328125","8292.6611328125"
"4009","8905.3740234375","8905.3740234375","8905.3740234375"
"4012","8728.7412109375","8728.7412109375","8728.7412109375"
"4016","8602.4267578125","8602.4267578125","8602.4267578125"
"4021","8412.4150390625","8412.4150390625","8412.4150390625"
"4032","8886.75390625","8886.75390625","8886.75390625"
"4040","7853.4296875","7853.4296875","7853.4296875"
"4054","7913.19580078125","7913.19580078125","7913.19580078125"
"4066","8816.8857421875","8816.8857421875","8816.8857421875"
"4074","7970.95458984375","7970.95458984375","7970.95458984375"
"4091","8559.1982421875","8559.1982421875","8559.1982421875"
"4101","8207.6298828125","8207.6298828125","8207.6298828125"
"4104","8521.60546875","8521.60546875","8521.60546875"
"4114","8775.921875","8775.921875","8775.921875"
"4131","9135.8212890625","9135.8212890625","9135.8212890625"
"4140","8401.1787109375","8401.1787109375","8401.1787109375"
"4148","7862.2568359375","7862.2568359375","7862.2568359375"
"4162","7889.2578125","7889.2578125","7889.2578125"
"4163","8154.25927734375","8154.25927734375","8154.25927734375"
"4175","8934.896484375","8934.896484375","8934.896484375"
"4181","7211.158203125","7211.158203125","7211.158203125"
"4184","7368.84326171875","7368.84326171875","7368.84326171875"
"4212","8462.880859375","8462.880859375","8462.880859375"
"4213","8354.908203125","8354.908203125","8354.908203125"
"4229","8819.97265625","8819.97265625","8819.97265625"
"4247","8931.619140625","8931.619140625","8931.619140625"
"4281","8532.5029296875","8532.5029296875","8532.5029296875"
"4295","8570.5234375","8570.5234375","8570.5234375"
"4318","8842.83203125","8842.83203125","8842.83203125"
"4321","8483.62109375","8483.62109375","8483.62109375"
"4337","8878.533203125","8878.533203125","8878.533203125"
"4341","7539.9921875","7539.9921875","7539.9921875"
"4349","8159.33642578125","8159.33642578125","8159.33642578125"
"4358","8381.728515625","8381.728515625","8381.728515625"
"4359","8289.40234375","8289.40234375","8289.40234375"
"4369","7800.181640625","7800.181640625","7800.181640625"
"4377","8540.548828125","8540.548828125","8540.548828125"
"4379","7742.97412109375","7742.97412109375","7742.97412109375"
"4392","8074.2001953125","8074.2001953125","8074.2001953125"
"4402","8112.744140625","8112.744140625","8112.744140625"
"4413","9349.55078125","9349.55078125","9349.55078125"
"4415","8606.5927734375","8606.5927734375","8606.5927734375"
"4420","8430.7646484375","8430.7646484375","8430.7646484375"
"4424","9945.40234375","9945.40234375","9945.40234375"
"4425","9151.26171875","9151.26171875","9151.26171875"
"4429","8474.9384765625","8474.9384765625","8474.9384765625"
"4443","8196.86328125","8196.86328125","8196.86328125"
"4445","8238.7578125","8238.7578125","8238.7578125"
"4447","9349.28125","9349.28125","9349.28125"
"4453","8975.9296875","8975.9296875","8975.9296875"
"4465","8185.796875","8185.796875","8185.796875"
"4478","6886.2373046875","6886.2373046875","6886.2373046875"
"4481","8119.1259765625","8119.1259765625","8119.1259765625"
"4487","8667.369140625","8667.369140625","8667.369140625"
"4489","8288.4453125","8288.4453125","8288.4453125"
"4491","6577.68408203125","6577.68408203125","6577.68408203125"
"4494","9039.5908203125","9039.5908203125","9039.5908203125"
"4502","8735.3828125","8735.3828125","8735.3828125"
"4505","8412.9697265625","8412.9697265625","8412.9697265625"
"4510","8913.740234375","8913.740234375","8913.740234375"
"4526","8737.65625","8737.65625","8737.65625"
"4527","9492.015625","9492.015625","9492.015625"
"4553","9025.142578125","9025.142578125","9025.142578125"
"4579","7974.59228515625","7974.59228515625","7974.59228515625"
"4609","9169.490234375","9169.490234375","9169.490234375"
"4618","8300.6572265625","8300.6572265625","8300.6572265625"
"4631","8350.4892578125","8350.4892578125","8350.4892578125"
"4637","8703.8046875","8703.8046875","8703.8046875"
"4648","8706.078125","8706.078125","8706.078125"
"4650","8461.08203125","8461.08203125","8461.08203125"
"4651","8771.763671875","8771.763671875","8771.763671875"
"4658","7510.36181640625","7510.36181640625","7510.36181640625"
"4659","6887.2529296875","6887.2529296875","6887.2529296875"
"4666","8328.734375","8328.734375","8328.734375"
"4672","8389.5078125","8389.5078125","8389.5078125"
"4689","9905.755859375","9905.755859375","9905.755859375"
"4694","8221.24609375","8221.24609375","8221.24609375"
"4729","9397.203125","9397.203125","9397.203125"
"4735","9102.3671875","9102.3671875","9102.3671875"
"4756","8625.8515625","8625.8515625","8625.8515625"
"4762","9319.396484375","9319.396484375","9319.396484375"
"4774","8582.9365234375","8582.9365234375","8582.9365234375"
"4799","8572.2509765625","8572.2509765625","8572.2509765625"
"4860","8367.69921875","8367.69921875","8367.69921875"
"4890","8762.87890625","8762.87890625","8762.87890625"
"4911","8209.310546875","8209.310546875","8209.310546875"
"4919","9413.4541015625","9413.4541015625","9413.4541015625"
"4923","8190.626953125","8190.626953125","8190.626953125"
"4935","7455.525390625","7455.525390625","7455.525390625"
"4937","8117.55419921875","8117.55419921875","8117.55419921875"
"4942","8589.9248046875","8589.9248046875","8589.9248046875"
"4950","8866.548828125","8866.548828125","8866.548828125"
"4951","8197.9697265625","8197.9697265625","8197.9697265625"
"4967","9540.7666015625","9540.7666015625","9540.7666015625"
"4968","9371.126953125","9371.126953125","9371.126953125"
"4979","9348.958984375","9348.958984375","9348.958984375"
"5004","8719.009765625","8719.009765625","8719.009765625"
"5015","8852.8125","8852.8125","8852.8125"
"5019","7313.00390625","7313.00390625","7313.00390625"
"5035","9324.4140625","9324.4140625","9324.4140625"
"5038","9382.046875","9382.046875","9382.046875"
"5041","7592.0146484375","7592.0146484375","7592.0146484375"
"5056","9131.705078125","9131.705078125","9131.705078125"
"5062","9433.50390625","9433.50390625","9433.50390625"
"5065","8370.33203125","8370.33203125","8370.33203125"
