"Step","dual_nyc_man_south_paper_v2_mode1 - combined/total_reward","dual_nyc_man_south_paper_v2_mode1 - combined/total_reward__MIN","dual_nyc_man_south_paper_v2_mode1 - combined/total_reward__MAX"
"1741","9070.046875","9070.046875","9070.046875"
"1760","8646.865234375","8646.865234375","8646.865234375"
"1773","9218.9453125","9218.9453125","9218.9453125"
"1782","9125.79296875","9125.79296875","9125.79296875"
"1792","9762.15625","9762.15625","9762.15625"
"1796","9403.4609375","9403.4609375","9403.4609375"
"1800","9586.1328125","9586.1328125","9586.1328125"
"1810","9954.0390625","9954.0390625","9954.0390625"
"1814","9286.091796875","9286.091796875","9286.091796875"
"1821","9456.8046875","9456.8046875","9456.8046875"
"1828","9051.40234375","9051.40234375","9051.40234375"
"1830","8516.8310546875","8516.8310546875","8516.8310546875"
"1832","9196.4931640625","9196.4931640625","9196.4931640625"
"1833","9429.783203125","9429.783203125","9429.783203125"
"1836","10066.908203125","10066.908203125","10066.908203125"
"1846","9606.92578125","9606.92578125","9606.92578125"
"1878","8554.5087890625","8554.5087890625","8554.5087890625"
"1897","8839.310546875","8839.310546875","8839.310546875"
"1933","9497.5234375","9497.5234375","9497.5234375"
"1944","8158.9306640625","8158.9306640625","8158.9306640625"
"1951","8995.146484375","8995.146484375","8995.146484375"
"1956","9467.5244140625","9467.5244140625","9467.5244140625"
"1959","8559.42578125","8559.42578125","8559.42578125"
"1985","10273.9990234375","10273.9990234375","10273.9990234375"
"1991","9707.482421875","9707.482421875","9707.482421875"
"2014","10059.240234375","10059.240234375","10059.240234375"
"2016","10302.083984375","10302.083984375","10302.083984375"
"2028","9454.69921875","9454.69921875","9454.69921875"
"2034","9645.615234375","9645.615234375","9645.615234375"
"2049","9599.587890625","9599.587890625","9599.587890625"
"2068","7915.716796875","7915.716796875","7915.716796875"
"2090","8616.171875","8616.171875","8616.171875"
"2098","9524.8984375","9524.8984375","9524.8984375"
"2105","9486.1494140625","9486.1494140625","9486.1494140625"
"2110","9293.421875","9293.421875","9293.421875"
"2135","9367.0283203125","9367.0283203125","9367.0283203125"
"2141","9185.2939453125","9185.2939453125","9185.2939453125"
"2143","9858.876953125","9858.876953125","9858.876953125"
"2152","8612.7451171875","8612.7451171875","8612.7451171875"
"2164","9992.515625","9992.515625","9992.515625"
"2171","8533.810546875","8533.810546875","8533.810546875"
"2184","8571.544921875","8571.544921875","8571.544921875"
"2187","9841.31640625","9841.31640625","9841.31640625"
"2189","9096.515625","9096.515625","9096.515625"
"2201","8292.3017578125","8292.3017578125","8292.3017578125"
"2203","9787.1435546875","9787.1435546875","9787.1435546875"
"2213","10407.625","10407.625","10407.625"
"2247","9532.6826171875","9532.6826171875","9532.6826171875"
"2263","8873.080078125","8873.080078125","8873.080078125"
"2272","8511.60546875","8511.60546875","8511.60546875"
"2283","9833.287109375","9833.287109375","9833.287109375"
"2295","9202.1953125","9202.1953125","9202.1953125"
"2302","10095.72265625","10095.72265625","10095.72265625"
"2328","10685.408203125","10685.408203125","10685.408203125"
"2352","10196.6357421875","10196.6357421875","10196.6357421875"
"2378","11001.796875","11001.796875","11001.796875"
"2382","9969.4384765625","9969.4384765625","9969.4384765625"
"2400","10576.751953125","10576.751953125","10576.751953125"
"2419","10074.3125","10074.3125","10074.3125"
"2422","9681.056640625","9681.056640625","9681.056640625"
"2428","9461.28515625","9461.28515625","9461.28515625"
"2429","9403.0146484375","9403.0146484375","9403.0146484375"
"2459","9471.1376953125","9471.1376953125","9471.1376953125"
"2533","9454.896484375","9454.896484375","9454.896484375"
"2537","10596.64453125","10596.64453125","10596.64453125"
"2542","9024.7578125","9024.7578125","9024.7578125"
"2549","10960.4052734375","10960.4052734375","10960.4052734375"
"2563","10332.84375","10332.84375","10332.84375"
"2573","9192.515625","9192.515625","9192.515625"
"2590","10144.251953125","10144.251953125","10144.251953125"
"2612","10395.072265625","10395.072265625","10395.072265625"
"2624","9284.0986328125","9284.0986328125","9284.0986328125"
"2662","10069.8134765625","10069.8134765625","10069.8134765625"
"2672","10910.001953125","10910.001953125","10910.001953125"
"2700","10358.4013671875","10358.4013671875","10358.4013671875"
"2707","8915.287109375","8915.287109375","8915.287109375"
"2732","10451.31640625","10451.31640625","10451.31640625"
"2738","9813.875","9813.875","9813.875"
"2752","10311.01171875","10311.01171875","10311.01171875"
"2773","10633.162109375","10633.162109375","10633.162109375"
"2815","11188.865234375","11188.865234375","11188.865234375"
"2821","9750.8076171875","9750.8076171875","9750.8076171875"
"2833","10725.4228515625","10725.4228515625","10725.4228515625"
"2836","10636.916015625","10636.916015625","10636.916015625"
"2863","9591.8359375","9591.8359375","9591.8359375"
"2874","10404.55859375","10404.55859375","10404.55859375"
"2902","10058.517578125","10058.517578125","10058.517578125"
"2911","9791.4853515625","9791.4853515625","9791.4853515625"
"2941","10874.470703125","10874.470703125","10874.470703125"
"2958","9621.701171875","9621.701171875","9621.701171875"
"2975","10166.134765625","10166.134765625","10166.134765625"
"2977","9939.7109375","9939.7109375","9939.7109375"
"2992","10687.537109375","10687.537109375","10687.537109375"
"3003","10697.998046875","10697.998046875","10697.998046875"
"3029","10411.95703125","10411.95703125","10411.95703125"
"3030","10220.2890625","10220.2890625","10220.2890625"
"3052","10724.330078125","10724.330078125","10724.330078125"
"3066","10475.87109375","10475.87109375","10475.87109375"
"3068","10113.78125","10113.78125","10113.78125"
"3070","9523.955078125","9523.955078125","9523.955078125"
"3073","10581.9287109375","10581.9287109375","10581.9287109375"
"3091","10212.43359375","10212.43359375","10212.43359375"
"3096","9973.97265625","9973.97265625","9973.97265625"
"3117","10060.1171875","10060.1171875","10060.1171875"
"3121","10491.1279296875","10491.1279296875","10491.1279296875"
"3124","10025.857421875","10025.857421875","10025.857421875"
"3163","10641.609375","10641.609375","10641.609375"
"3167","10613.4609375","10613.4609375","10613.4609375"
"3214","10605.197265625","10605.197265625","10605.197265625"
"3215","10898.072265625","10898.072265625","10898.072265625"
"3224","11032.037109375","11032.037109375","11032.037109375"
"3263","9833.6875","9833.6875","9833.6875"
"3273","10263.5146484375","10263.5146484375","10263.5146484375"
"3274","10295.478515625","10295.478515625","10295.478515625"
"3296","9509.9345703125","9509.9345703125","9509.9345703125"
"3306","11350.41796875","11350.41796875","11350.41796875"
"3316","10374.4765625","10374.4765625","10374.4765625"
"3318","11029.0419921875","11029.0419921875","11029.0419921875"
"3335","10098.392578125","10098.392578125","10098.392578125"
"3341","10858.517578125","10858.517578125","10858.517578125"
"3353","11187.7099609375","11187.7099609375","11187.7099609375"
"3356","10569.939453125","10569.939453125","10569.939453125"
"3365","11462.10546875","11462.10546875","11462.10546875"
"3367","10661.341796875","10661.341796875","10661.341796875"
"3372","10393.583984375","10393.583984375","10393.583984375"
"3417","9647.6376953125","9647.6376953125","9647.6376953125"
"3444","11204.32421875","11204.32421875","11204.32421875"
"3494","10816.5751953125","10816.5751953125","10816.5751953125"
"3506","11138.28515625","11138.28515625","11138.28515625"
"3528","11210.943359375","11210.943359375","11210.943359375"
"3557","11261.83203125","11261.83203125","11261.83203125"
"3563","11850","11850","11850"
"3577","11112.326171875","11112.326171875","11112.326171875"
"3595","11407.4765625","11407.4765625","11407.4765625"
"3599","11161.310546875","11161.310546875","11161.310546875"
"3602","10710.2421875","10710.2421875","10710.2421875"
"3608","11451.126953125","11451.126953125","11451.126953125"
"3610","11664.85546875","11664.85546875","11664.85546875"
"3629","9839.439453125","9839.439453125","9839.439453125"
"3656","10706.56640625","10706.56640625","10706.56640625"
"3673","10435.5439453125","10435.5439453125","10435.5439453125"
"3678","10368.568359375","10368.568359375","10368.568359375"
"3740","10588.4990234375","10588.4990234375","10588.4990234375"
"3749","10845.6103515625","10845.6103515625","10845.6103515625"
"3758","11475.623046875","11475.623046875","11475.623046875"
"3765","10453.0107421875","10453.0107421875","10453.0107421875"
"3767","10675.9833984375","10675.9833984375","10675.9833984375"
"3794","11077.1171875","11077.1171875","11077.1171875"
"3803","10401.318359375","10401.318359375","10401.318359375"
"3818","10325.0068359375","10325.0068359375","10325.0068359375"
"3836","11790.494140625","11790.494140625","11790.494140625"
"3838","11868.42578125","11868.42578125","11868.42578125"
"3849","10418.4453125","10418.4453125","10418.4453125"
"3857","10218.564453125","10218.564453125","10218.564453125"
"3871","9555.1015625","9555.1015625","9555.1015625"
"3878","11570.685546875","11570.685546875","11570.685546875"
"3887","11689.689453125","11689.689453125","11689.689453125"
"3889","11203.779296875","11203.779296875","11203.779296875"
"3892","11131.5751953125","11131.5751953125","11131.5751953125"
"3910","10695.6669921875","10695.6669921875","10695.6669921875"
"3921","10545.25","10545.25","10545.25"
"3923","11561.4765625","11561.4765625","11561.4765625"
"3931","10769.638671875","10769.638671875","10769.638671875"
"3951","12192.568359375","12192.568359375","12192.568359375"
"3958","11516.306640625","11516.306640625","11516.306640625"
"3974","10454.95703125","10454.95703125","10454.95703125"
"3993","11412.865234375","11412.865234375","11412.865234375"
"4009","11339.3837890625","11339.3837890625","11339.3837890625"
"4012","11472.537109375","11472.537109375","11472.537109375"
"4016","11510.13671875","11510.13671875","11510.13671875"
"4021","11253.966796875","11253.966796875","11253.966796875"
"4032","11212.642578125","11212.642578125","11212.642578125"
"4054","10579.046875","10579.046875","10579.046875"
"4066","11601.390625","11601.390625","11601.390625"
"4101","10024.63671875","10024.63671875","10024.63671875"
"4114","10955.986328125","10955.986328125","10955.986328125"
"4131","11720.126953125","11720.126953125","11720.126953125"
"4140","10756.97265625","10756.97265625","10756.97265625"
"4148","12134.171875","12134.171875","12134.171875"
"4162","10407.8701171875","10407.8701171875","10407.8701171875"
"4163","11433.3671875","11433.3671875","11433.3671875"
"4175","10949.13671875","10949.13671875","10949.13671875"
"4181","10687.076171875","10687.076171875","10687.076171875"
"4184","11329.68359375","11329.68359375","11329.68359375"
"4212","11542.111328125","11542.111328125","11542.111328125"
"4213","10942.2412109375","10942.2412109375","10942.2412109375"
"4281","11483.07421875","11483.07421875","11483.07421875"
"4321","12282.4697265625","12282.4697265625","12282.4697265625"
"4337","10782.1328125","10782.1328125","10782.1328125"
"4341","10811.0625","10811.0625","10811.0625"
"4349","10252.619140625","10252.619140625","10252.619140625"
"4369","11246.689453125","11246.689453125","11246.689453125"
"4379","11363.98046875","11363.98046875","11363.98046875"
"4392","11469.9609375","11469.9609375","11469.9609375"
"4402","11301.259765625","11301.259765625","11301.259765625"
"4413","11259.291015625","11259.291015625","11259.291015625"
"4420","11501.912109375","11501.912109375","11501.912109375"
"4424","10680.828125","10680.828125","10680.828125"
"4425","11597.298828125","11597.298828125","11597.298828125"
"4429","11305.8076171875","11305.8076171875","11305.8076171875"
"4443","11186.27734375","11186.27734375","11186.27734375"
"4447","12127.4453125","12127.4453125","12127.4453125"
"4453","10935.29296875","10935.29296875","10935.29296875"
"4478","11984.599609375","11984.599609375","11984.599609375"
"4481","11311.4658203125","11311.4658203125","11311.4658203125"
"4487","11633.029296875","11633.029296875","11633.029296875"
"4489","12742.90625","12742.90625","12742.90625"
"4494","11210.54296875","11210.54296875","11210.54296875"
"4502","11805.283203125","11805.283203125","11805.283203125"
"4505","10487.529296875","10487.529296875","10487.529296875"
"4526","10508.4345703125","10508.4345703125","10508.4345703125"
"4527","11415.9267578125","11415.9267578125","11415.9267578125"
"4579","10801.818359375","10801.818359375","10801.818359375"
"4609","11443.87890625","11443.87890625","11443.87890625"
"4631","11225.9453125","11225.9453125","11225.9453125"
"4637","11663.6953125","11663.6953125","11663.6953125"
"4648","11746.943359375","11746.943359375","11746.943359375"
"4650","10383.49609375","10383.49609375","10383.49609375"
"4651","11739.3896484375","11739.3896484375","11739.3896484375"
"4658","11456.138671875","11456.138671875","11456.138671875"
"4659","11228.181640625","11228.181640625","11228.181640625"
"4666","10725.263671875","10725.263671875","10725.263671875"
"4672","11839.333984375","11839.333984375","11839.333984375"
"4689","11604.2666015625","11604.2666015625","11604.2666015625"
"4694","10708.7880859375","10708.7880859375","10708.7880859375"
"4735","11440.130859375","11440.130859375","11440.130859375"
"4756","10974.279296875","10974.279296875","10974.279296875"
"4774","11303.4736328125","11303.4736328125","11303.4736328125"
"4799","11348.224609375","11348.224609375","11348.224609375"
"4890","11686.390625","11686.390625","11686.390625"
"4911","11218.328125","11218.328125","11218.328125"
"4935","11608.5087890625","11608.5087890625","11608.5087890625"
"4937","11827.671875","11827.671875","11827.671875"
"4950","12113.7578125","12113.7578125","12113.7578125"
"4968","11365.24609375","11365.24609375","11365.24609375"
"4979","11124.0556640625","11124.0556640625","11124.0556640625"
"5004","11710.7392578125","11710.7392578125","11710.7392578125"
"5019","11267.05078125","11267.05078125","11267.05078125"
"5035","11289.05859375","11289.05859375","11289.05859375"
"5038","12022.5546875","12022.5546875","12022.5546875"
"5041","10801.50390625","10801.50390625","10801.50390625"
"5056","12301.8251953125","12301.8251953125","12301.8251953125"
"5065","12623.2470703125","12623.2470703125","12623.2470703125"
"5076","11225.533203125","11225.533203125","11225.533203125"
"5140","11725.224609375","11725.224609375","11725.224609375"
"5158","11731.462890625","11731.462890625","11731.462890625"
"5164","12185.6328125","12185.6328125","12185.6328125"
"5168","11384.33984375","11384.33984375","11384.33984375"
"5210","11864.259765625","11864.259765625","11864.259765625"
"5218","11428.94140625","11428.94140625","11428.94140625"
"5233","11566.734375","11566.734375","11566.734375"
"5240","11705.8125","11705.8125","11705.8125"
"5242","12411.63671875","12411.63671875","12411.63671875"
"5248","12288.5576171875","12288.5576171875","12288.5576171875"
"5266","12192.328125","12192.328125","12192.328125"
"5294","11677.029296875","11677.029296875","11677.029296875"
"5313","11537.654296875","11537.654296875","11537.654296875"
"5327","11498.48828125","11498.48828125","11498.48828125"
"5335","12294.8408203125","12294.8408203125","12294.8408203125"
"5336","11813.234375","11813.234375","11813.234375"
"5342","11894.78515625","11894.78515625","11894.78515625"
"5346","11157.662109375","11157.662109375","11157.662109375"
"5348","11679.591796875","11679.591796875","11679.591796875"
"5360","12114.39453125","12114.39453125","12114.39453125"
"5369","10975.748046875","10975.748046875","10975.748046875"
"5388","12282.16015625","12282.16015625","12282.16015625"
"5390","11805.453125","11805.453125","11805.453125"
"5396","11591.572265625","11591.572265625","11591.572265625"
"5419","11660.41015625","11660.41015625","11660.41015625"
"5438","12499.9296875","12499.9296875","12499.9296875"
"5473","11985.263671875","11985.263671875","11985.263671875"
"5483","11577.728515625","11577.728515625","11577.728515625"
"5520","12777.9248046875","12777.9248046875","12777.9248046875"
"5535","12042.30078125","12042.30078125","12042.30078125"
"5544","12408.689453125","12408.689453125","12408.689453125"
"5570","11591.5390625","11591.5390625","11591.5390625"
"5581","11251.921875","11251.921875","11251.921875"
"5593","12738.876953125","12738.876953125","12738.876953125"
"5596","11943.1103515625","11943.1103515625","11943.1103515625"
"5604","11262.9462890625","11262.9462890625","11262.9462890625"
"5613","12717.306640625","12717.306640625","12717.306640625"
"5644","11554.0625","11554.0625","11554.0625"
"5653","12047.025390625","12047.025390625","12047.025390625"
"5661","11562.3671875","11562.3671875","11562.3671875"
"5714","12172.798828125","12172.798828125","12172.798828125"
"5741","12501.919921875","12501.919921875","12501.919921875"
"5755","11923.357421875","11923.357421875","11923.357421875"
"5769","12302.439453125","12302.439453125","12302.439453125"
"5773","12484.6953125","12484.6953125","12484.6953125"
"5778","13075.6591796875","13075.6591796875","13075.6591796875"
"5817","12204.0126953125","12204.0126953125","12204.0126953125"
"5824","12789.97265625","12789.97265625","12789.97265625"
"5847","13279.486328125","13279.486328125","13279.486328125"
"5901","12685.7509765625","12685.7509765625","12685.7509765625"
"5904","12641.076171875","12641.076171875","12641.076171875"
"5909","12124.49609375","12124.49609375","12124.49609375"
"5937","11951.435546875","11951.435546875","11951.435546875"
"5947","11579.486328125","11579.486328125","11579.486328125"
"5956","13007.796875","13007.796875","13007.796875"
"5972","12105.181640625","12105.181640625","12105.181640625"
"6007","12021.4267578125","12021.4267578125","12021.4267578125"
"6023","12313.720703125","12313.720703125","12313.720703125"
"6026","12917.26953125","12917.26953125","12917.26953125"
"6032","12375.87109375","12375.87109375","12375.87109375"
"6054","12017.412109375","12017.412109375","12017.412109375"
"6076","12124.384765625","12124.384765625","12124.384765625"
"6087","12018.396484375","12018.396484375","12018.396484375"
"6089","11371.25","11371.25","11371.25"
"6103","11467.87109375","11467.87109375","11467.87109375"
"6125","11501.37109375","11501.37109375","11501.37109375"
"6137","11938.025390625","11938.025390625","11938.025390625"
"6139","11837.93359375","11837.93359375","11837.93359375"
"6152","12714.8642578125","12714.8642578125","12714.8642578125"
"6196","12548.076171875","12548.076171875","12548.076171875"
"6205","13225.740234375","13225.740234375","13225.740234375"
"6208","12061.833984375","12061.833984375","12061.833984375"
"6221","11858.5537109375","11858.5537109375","11858.5537109375"
"6232","12458.8837890625","12458.8837890625","12458.8837890625"
"6243","11873.619140625","11873.619140625","11873.619140625"
"6261","12367.9140625","12367.9140625","12367.9140625"
"6269","12267.736328125","12267.736328125","12267.736328125"
"6293","12018.875","12018.875","12018.875"
"6297","11426.6083984375","11426.6083984375","11426.6083984375"
"6312","12524.171875","12524.171875","12524.171875"
"6318","11915.08984375","11915.08984375","11915.08984375"
"6322","12300.6669921875","12300.6669921875","12300.6669921875"
"6334","11409.04296875","11409.04296875","11409.04296875"
"6351","12387.001953125","12387.001953125","12387.001953125"
"6357","12309.9794921875","12309.9794921875","12309.9794921875"
"6370","12585.125","12585.125","12585.125"
"6382","12037.880859375","12037.880859375","12037.880859375"
"6387","12197.28515625","12197.28515625","12197.28515625"
"6440","12725.4755859375","12725.4755859375","12725.4755859375"
"6442","11952.0419921875","11952.0419921875","11952.0419921875"
"6447","12730.119140625","12730.119140625","12730.119140625"
"6455","12030.205078125","12030.205078125","12030.205078125"
"6459","12228.4609375","12228.4609375","12228.4609375"
"6484","11863.8154296875","11863.8154296875","11863.8154296875"
"6495","12046.58203125","12046.58203125","12046.58203125"
"6534","12418.974609375","12418.974609375","12418.974609375"
"6551","11819.0966796875","11819.0966796875","11819.0966796875"
"6552","12302.927734375","12302.927734375","12302.927734375"
"6565","12557.6982421875","12557.6982421875","12557.6982421875"
"6579","12110.142578125","12110.142578125","12110.142578125"
"6603","12797.697265625","12797.697265625","12797.697265625"
"6627","12727.8310546875","12727.8310546875","12727.8310546875"
"6630","12898.556640625","12898.556640625","12898.556640625"
"6643","11933.58203125","11933.58203125","11933.58203125"
"6644","12339.080078125","12339.080078125","12339.080078125"
"6659","12650.794921875","12650.794921875","12650.794921875"
"6673","13134.29296875","13134.29296875","13134.29296875"
"6676","11861.3046875","11861.3046875","11861.3046875"
"6678","11890.01953125","11890.01953125","11890.01953125"
"6685","11017.6787109375","11017.6787109375","11017.6787109375"
"6691","12070.25390625","12070.25390625","12070.25390625"
"6692","12879.587890625","12879.587890625","12879.587890625"
"6695","11956.12109375","11956.12109375","11956.12109375"
"6700","11841.6279296875","11841.6279296875","11841.6279296875"
"6736","13138.369140625","13138.369140625","13138.369140625"
"6742","11594.5947265625","11594.5947265625","11594.5947265625"
"6749","12915.44140625","12915.44140625","12915.44140625"
"6759","12495.7412109375","12495.7412109375","12495.7412109375"
"6763","13236.009765625","13236.009765625","13236.009765625"
"6782","12380.04296875","12380.04296875","12380.04296875"
"6826","12222.3759765625","12222.3759765625","12222.3759765625"
"6828","12082.0849609375","12082.0849609375","12082.0849609375"
"6886","11785.28515625","11785.28515625","11785.28515625"
"6944","12460.263671875","12460.263671875","12460.263671875"
"6955","12434.173828125","12434.173828125","12434.173828125"
"6973","12427.068359375","12427.068359375","12427.068359375"
"7004","12149.4091796875","12149.4091796875","12149.4091796875"
"7007","11846.58984375","11846.58984375","11846.58984375"
"7010","12206.6328125","12206.6328125","12206.6328125"
"7018","12590.13671875","12590.13671875","12590.13671875"
"7051","12553.32421875","12553.32421875","12553.32421875"
"7056","11937.1884765625","11937.1884765625","11937.1884765625"
"7061","12541.796875","12541.796875","12541.796875"
"7064","13418.646484375","13418.646484375","13418.646484375"
"7077","11632.912109375","11632.912109375","11632.912109375"
"7112","12642.431640625","12642.431640625","12642.431640625"
"7114","13158.9296875","13158.9296875","13158.9296875"
"7149","13084.845703125","13084.845703125","13084.845703125"
"7162","12146.765625","12146.765625","12146.765625"
"7200","13020.740234375","13020.740234375","13020.740234375"
"7212","12519.33984375","12519.33984375","12519.33984375"
"7238","13068.1953125","13068.1953125","13068.1953125"
"7239","12195.171875","12195.171875","12195.171875"
"7248","11409.912109375","11409.912109375","11409.912109375"
"7260","12589.46484375","12589.46484375","12589.46484375"
"7275","12089.166015625","12089.166015625","12089.166015625"
"7299","12312.9853515625","12312.9853515625","12312.9853515625"
"7301","12045.7099609375","12045.7099609375","12045.7099609375"
"7329","12385.9306640625","12385.9306640625","12385.9306640625"
"7330","11708.142578125","11708.142578125","11708.142578125"
"7344","13071.1650390625","13071.1650390625","13071.1650390625"
"7349","12313.17578125","12313.17578125","12313.17578125"
"7357","12547.3583984375","12547.3583984375","12547.3583984375"
"7373","12360.8349609375","12360.8349609375","12360.8349609375"
"7389","12735.599609375","12735.599609375","12735.599609375"
"7390","12026.62109375","12026.62109375","12026.62109375"
"7431","11818.048828125","11818.048828125","11818.048828125"
"7441","12318.349609375","12318.349609375","12318.349609375"
"7454","12900.7236328125","12900.7236328125","12900.7236328125"
