"Step","dual_nyc_man_south_no_info_paper_v2_mode0 - combined/total_reward","dual_nyc_man_south_no_info_paper_v2_mode0 - combined/total_reward__MIN","dual_nyc_man_south_no_info_paper_v2_mode0 - combined/total_reward__MAX"
"806","16812.867352064604","16812.867352064604","16812.867352064604"
"812","16535.471401820403","16535.471401820403","16535.471401820403"
"839","16635.73876667777","16635.73876667777","16635.73876667777"
"881","16314.074988622491","16314.074988622491","16314.074988622491"
"884","17573.085882256637","17573.085882256637","17573.085882256637"
"913","16494.77311055611","16494.77311055611","16494.77311055611"
"921","16462.687663114666","16462.687663114666","16462.687663114666"
"947","16917.075932678432","16917.075932678432","16917.075932678432"
"961","16820.8660997336","16820.8660997336","16820.8660997336"
"962","16244.480497974251","16244.480497974251","16244.480497974251"
"964","16403.682100510603","16403.682100510603","16403.682100510603"
"975","16299.868630813631","16299.868630813631","16299.868630813631"
"990","17313.150198912197","17313.150198912197","17313.150198912197"
"996","16614.17846650572","16614.17846650572","16614.17846650572"
"997","16087.19520754246","16087.19520754246","16087.19520754246"
"1010","17224.86195548896","17224.86195548896","17224.86195548896"
"1020","16383.676612637366","16383.676612637366","16383.676612637366"
"1025","16902.593861083362","16902.593861083362","16902.593861083362"
"1049","16341.463836136089","16341.463836136089","16341.463836136089"
"1066","17086.207897796652","17086.207897796652","17086.207897796652"
"1074","16970.933786380287","16970.933786380287","16970.933786380287"
"1084","17223.213508408262","17223.213508408262","17223.213508408262"
"1103","16805.30496656122","16805.30496656122","16805.30496656122"
"1112","16289.44706757132","16289.44706757132","16289.44706757132"
"1128","16808.27448834499","16808.27448834499","16808.27448834499"
"1130","16786.46604662005","16786.46604662005","16786.46604662005"
"1136","17076.42308963259","17076.42308963259","17076.42308963259"
"1163","17208.21172546898","17208.21172546898","17208.21172546898"
"1164","17366.546474358976","17366.546474358976","17366.546474358976"
"1167","17648.952563048064","17648.952563048064","17648.952563048064"
"1182","16968.528397768903","16968.528397768903","16968.528397768903"
"1216","16093.634166971919","16093.634166971919","16093.634166971919"
"1232","15753.52101637252","15753.52101637252","15753.52101637252"
"1238","17893.4250496448","17893.4250496448","17893.4250496448"
"1252","17208.62675699301","17208.62675699301","17208.62675699301"
"1268","17512.298665695416","17512.298665695416","17512.298665695416"
"1271","16953.122390082142","16953.122390082142","16953.122390082142"
"1301","17861.85522630148","17861.85522630148","17861.85522630148"
"1350","17110.877289460543","17110.877289460543","17110.877289460543"
"1351","17177.759207986463","17177.759207986463","17177.759207986463"
"1362","17200.82790781441","17200.82790781441","17200.82790781441"
"1366","17039.30772957598","17039.30772957598","17039.30772957598"
"1373","17069.715321539574","17069.715321539574","17069.715321539574"
"1403","17860.727543068046","17860.727543068046","17860.727543068046"
"1408","16411.63673637474","16411.63673637474","16411.63673637474"
"1428","17028.300414529913","17028.300414529913","17028.300414529913"
"1446","18206.72440478966","18206.72440478966","18206.72440478966"
"1447","16162.670086330336","16162.670086330336","16162.670086330336"
"1448","16348.693669996672","16348.693669996672","16348.693669996672"
"1470","16839.634626207127","16839.634626207127","16839.634626207127"
"1501","17260.52119175269","17260.52119175269","17260.52119175269"
"1507","17222.175085914085","17222.175085914085","17222.175085914085"
"1511","16605.240485042734","16605.240485042734","16605.240485042734"
"1531","16829.392725413476","16829.392725413476","16829.392725413476"
"1551","16956.5389967255","16956.5389967255","16956.5389967255"
"1574","17385.174003885004","17385.174003885004","17385.174003885004"
"1576","16855.12318573094","16855.12318573094","16855.12318573094"
"1589","16673.102071123325","16673.102071123325","16673.102071123325"
"1598","15991.89436793762","15991.89436793762","15991.89436793762"
"1600","16815.206434176936","16815.206434176936","16815.206434176936"
"1650","17006.880498667997","17006.880498667997","17006.880498667997"
"1686","17477.451773726276","17477.451773726276","17477.451773726276"
"1702","17151.152454517705","17151.152454517705","17151.152454517705"
"1718","17279.061776085025","17279.061776085025","17279.061776085025"
"1741","17404.294763486512","17404.294763486512","17404.294763486512"
"1760","17050.94639280165","17050.94639280165","17050.94639280165"
"1773","17262.50349675325","17262.50349675325","17262.50349675325"
"1782","17342.477132450884","17342.477132450884","17342.477132450884"
"1792","17572.633191197696","17572.633191197696","17572.633191197696"
"1796","17518.73990551116","17518.73990551116","17518.73990551116"
"1800","17354.389452491952","17354.389452491952","17354.389452491952"
"1810","17428.263709457213","17428.263709457213","17428.263709457213"
"1814","16727.808360556115","16727.808360556115","16727.808360556115"
"1821","17921.238027195028","17921.238027195028","17921.238027195028"
"1828","17578.98522857698","17578.98522857698","17578.98522857698"
"1830","17370.883770868022","17370.883770868022","17370.883770868022"
"1832","17077.273815157067","17077.273815157067","17077.273815157067"
"1833","16803.74010717061","16803.74010717061","16803.74010717061"
"1836","16946.736093434345","16946.736093434345","16946.736093434345"
"1846","16678.170974830726","16678.170974830726","16678.170974830726"
"1878","17564.516496697746","17564.516496697746","17564.516496697746"
"1897","16502.309857004107","16502.309857004107","16502.309857004107"
"1933","17915.98700652126","17915.98700652126","17915.98700652126"
"1944","17754.68989002664","17754.68989002664","17754.68989002664"
"1951","17175.85695781996","17175.85695781996","17175.85695781996"
"1956","17166.446123515376","17166.446123515376","17166.446123515376"
"1959","16706.932839799094","16706.932839799094","16706.932839799094"
"1985","17799.91960950161","17799.91960950161","17799.91960950161"
"1991","17784.211720390726","17784.211720390726","17784.211720390726"
"2014","17093.80508591409","17093.80508591409","17093.80508591409"
"2016","17038.72675876901","17038.72675876901","17038.72675876901"
"2028","17539.12652244977","17539.12652244977","17539.12652244977"
"2034","17123.2424945055","17123.2424945055","17123.2424945055"
"2049","17754.94981607282","17754.94981607282","17754.94981607282"
"2068","17422.22547788323","17422.22547788323","17422.22547788323"
"2090","17337.778835581088","17337.778835581088","17337.778835581088"
"2098","16826.982470418472","16826.982470418472","16826.982470418472"
"2105","16468.782728438233","16468.782728438233","16468.782728438233"
"2110","16830.27112365413","16830.27112365413","16830.27112365413"
"2135","17673.62059854035","17673.62059854035","17673.62059854035"
"2141","17455.779657509163","17455.779657509163","17455.779657509163"
"2143","16877.537956349206","16877.537956349206","16877.537956349206"
"2152","17111.27901640027","17111.27901640027","17111.27901640027"
"2164","17467.36500241426","17467.36500241426","17467.36500241426"
"2171","17426.73784576535","17426.73784576535","17426.73784576535"
"2184","17104.704114746368","17104.704114746368","17104.704114746368"
"2187","17826.318004884008","17826.318004884008","17826.318004884008"
"2189","17225.0618491786","17225.0618491786","17225.0618491786"
"2201","17120.42263863914","17120.42263863914","17120.42263863914"
"2203","17309.35448812299","17309.35448812299","17309.35448812299"
"2213","16941.376201770458","16941.376201770458","16941.376201770458"
"2247","16834.752016788767","16834.752016788767","16834.752016788767"
"2263","17180.977340548343","17180.977340548343","17180.977340548343"
"2272","17664.11673001998","17664.11673001998","17664.11673001998"
"2283","17054.75119003219","17054.75119003219","17054.75119003219"
"2295","16912.505872016874","16912.505872016874","16912.505872016874"
"2302","17149.9996438284","17149.9996438284","17149.9996438284"
"2328","17731.254094877346","17731.254094877346","17731.254094877346"
"2352","17239.09940651016","17239.09940651016","17239.09940651016"
"2378","16919.42777933178","16919.42777933178","16919.42777933178"
"2382","17379.88310739261","17379.88310739261","17379.88310739261"
"2400","16666.759452575203","16666.759452575203","16666.759452575203"
"2419","17028.083655372408","17028.083655372408","17028.083655372408"
"2422","16903.42785600511","16903.42785600511","16903.42785600511"
"2428","17148.2383016983","17148.2383016983","17148.2383016983"
"2429","17333.139526862025","17333.139526862025","17333.139526862025"
"2459","17714.38075960151","17714.38075960151","17714.38075960151"
"2533","16922.962699300704","16922.962699300704","16922.962699300704"
"2537","17117.204397907648","17117.204397907648","17117.204397907648"
"2542","16321.255821095572","16321.255821095572","16321.255821095572"
"2549","17341.254283050286","17341.254283050286","17341.254283050286"
"2563","16894.784566378068","16894.784566378068","16894.784566378068"
"2573","18009.366961427462","18009.366961427462","18009.366961427462"
"2590","18021.65388974914","18021.65388974914","18021.65388974914"
"2612","17073.56551900877","17073.56551900877","17073.56551900877"
"2624","17228.488510350766","17228.488510350766","17228.488510350766"
"2662","17434.267738428243","17434.267738428243","17434.267738428243"
"2672","17634.67995396271","17634.67995396271","17634.67995396271"
"2700","16994.891973665224","16994.891973665224","16994.891973665224"
"2707","17603.356366411368","17603.356366411368","17603.356366411368"
"2732","17673.83984046509","17673.83984046509","17673.83984046509"
"2738","17533.8700974581","17533.8700974581","17533.8700974581"
"2752","17878.2838001443","17878.2838001443","17878.2838001443"
"2773","17422.488042707293","17422.488042707293","17422.488042707293"
"2815","16843.168851703856","16843.168851703856","16843.168851703856"
"2821","17839.779135170385","17839.779135170385","17839.779135170385"
"2833","17810.5953966589","17810.5953966589","17810.5953966589"
"2836","17749.294626207127","17749.294626207127","17749.294626207127"
"2863","17257.427916222667","17257.427916222667","17257.427916222667"
"2874","17936.327960428458","17936.327960428458","17936.327960428458"
"2902","17631.746543956047","17631.746543956047","17631.746543956047"
"2911","17063.60394721945","17063.60394721945","17063.60394721945"
"2941","16998.459458319463","16998.459458319463","16998.459458319463"
"2958","17832.718476523478","17832.718476523478","17832.718476523478"
"2975","16985.02893781219","16985.02893781219","16985.02893781219"
"2977","17394.132271978022","17394.132271978022","17394.132271978022"
"2992","17547.748356310356","17547.748356310356","17547.748356310356"
"3003","17320.29961480187","17320.29961480187","17320.29961480187"
"3029","17310.47499111999","17310.47499111999","17310.47499111999"
"3030","17562.498971139976","17562.498971139976","17562.498971139976"
"3052","17542.971607253858","17542.971607253858","17542.971607253858"
"3066","16563.256063325563","16563.256063325563","16563.256063325563"
"3068","17436.42051023976","17436.42051023976","17436.42051023976"
"3070","17809.44879140304","17809.44879140304","17809.44879140304"
"3073","17649.13701395826","17649.13701395826","17649.13701395826"
"3091","17714.164893634144","17714.164893634144","17714.164893634144"
"3096","17481.53402555778","17481.53402555778","17481.53402555778"
"3117","17286.004988899993","17286.004988899993","17286.004988899993"
"3121","17901.875184287936","17901.875184287936","17901.875184287936"
"3124","16884.99929445554","16884.99929445554","16884.99929445554"
"3163","17468.770300421806","17468.770300421806","17468.770300421806"
"3167","17912.44583011433","17912.44583011433","17912.44583011433"
"3214","17581.774212315468","17581.774212315468","17581.774212315468"
"3215","17323.050775668777","17323.050775668777","17323.050775668777"
"3224","17932.92116319792","17932.92116319792","17932.92116319792"
"3263","17122.412348984348","17122.412348984348","17122.412348984348"
"3273","17311.458313464318","17311.458313464318","17311.458313464318"
"3274","17158.20172677323","17158.20172677323","17158.20172677323"
"3296","17679.557447524698","17679.557447524698","17679.557447524698"
"3306","17624.78914718615","17624.78914718615","17624.78914718615"
"3316","17341.270651764902","17341.270651764902","17341.270651764902"
"3318","17530.708285991786","17530.708285991786","17530.708285991786"
"3335","17290.698421717174","17290.698421717174","17290.698421717174"
"3341","17174.651622016878","17174.651622016878","17174.651622016878"
"3353","17856.303671661673","17856.303671661673","17856.303671661673"
"3356","16875.305876373626","16875.305876373626","16875.305876373626"
"3365","17874.130375846376","17874.130375846376","17874.130375846376"
"3367","17558.24348096348","17558.24348096348","17558.24348096348"
"3372","17023.694896409146","17023.694896409146","17023.694896409146"
"3417","17685.98365714841","17685.98365714841","17685.98365714841"
"3444","17474.94945698746","17474.94945698746","17474.94945698746"
"3494","16936.58476637252","16936.58476637252","16936.58476637252"
"3506","17184.079385586636","17184.079385586636","17184.079385586636"
"3528","17045.533266927523","17045.533266927523","17045.533266927523"
"3557","17693.56729184704","17693.56729184704","17693.56729184704"
"3563","17682.62647477523","17682.62647477523","17682.62647477523"
"3577","17910.725967365972","17910.725967365972","17910.725967365972"
"3595","18004.206888611392","18004.206888611392","18004.206888611392"
"3599","17227.274041652796","17227.274041652796","17227.274041652796"
"3602","16619.87438927739","16619.87438927739","16619.87438927739"
"3608","17504.403379648134","17504.403379648134","17504.403379648134"
"3610","18443.36285603285","18443.36285603285","18443.36285603285"
"3629","16838.012803640806","16838.012803640806","16838.012803640806"
"3656","17521.199541625043","17521.199541625043","17521.199541625043"
"3673","17328.98767693418","17328.98767693418","17328.98767693418"
"3678","16963.211892857147","16963.211892857147","16963.211892857147"
"3740","16967.326715506722","16967.326715506722","16967.326715506722"
"3749","18182.929659507157","18182.929659507157","18182.929659507157"
"3758","17742.39614857365","17742.39614857365","17742.39614857365"
"3765","17367.442875513378","17367.442875513378","17367.442875513378"
"3767","17715.86527020202","17715.86527020202","17715.86527020202"
"3794","17705.641433372184","17705.641433372184","17705.641433372184"
"3803","17295.688351814853","17295.688351814853","17295.688351814853"
"3818","17791.69666736042","17791.69666736042","17791.69666736042"
"3836","17242.97770621046","17242.97770621046","17242.97770621046"
"3838","17286.516096292595","17286.516096292595","17286.516096292595"
"3849","16790.77637001887","16790.77637001887","16790.77637001887"
"3857","17029.942638250643","17029.942638250643","17029.942638250643"
"3871","17124.15818306694","17124.15818306694","17124.15818306694"
"3878","17593.858371406375","17593.858371406375","17593.858371406375"
"3887","17661.71410822511","17661.71410822511","17661.71410822511"
"3889","17223.042986180488","17223.042986180488","17223.042986180488"
"3892","16862.719679736932","16862.719679736932","16862.719679736932"
"3910","17517.466362554114","17517.466362554114","17517.466362554114"
"3921","18074.2021426629","18074.2021426629","18074.2021426629"
"3923","17972.300932095684","17972.300932095684","17972.300932095684"
"3931","18058.371256604507","18058.371256604507","18058.371256604507"
"3951","17346.86882581308","17346.86882581308","17346.86882581308"
"3958","17539.122883560885","17539.122883560885","17539.122883560885"
"3974","17579.41543703519","17579.41543703519","17579.41543703519"
"3993","17703.94207439783","17703.94207439783","17703.94207439783"
"4009","17529.582889388388","17529.582889388388","17529.582889388388"
"4012","17547.917673409924","17547.917673409924","17547.917673409924"
"4016","17051.710909201913","17051.710909201913","17051.710909201913"
"4021","17409.891751776006","17409.891751776006","17409.891751776006"
"4032","17708.264363469865","17708.264363469865","17708.264363469865"
"4054","17034.625227383724","17034.625227383724","17034.625227383724"
"4066","17780.497513431015","17780.497513431015","17780.497513431015"
"4101","17644.805573287827","17644.805573287827","17644.805573287827"
"4114","18006.94999936175","18006.94999936175","18006.94999936175"
"4131","17139.918700271955","17139.918700271955","17139.918700271955"
"4140","16559.173817377072","16559.173817377072","16559.173817377072"
"4148","17297.380467088467","17297.380467088467","17297.380467088467"
"4162","17079.45133336108","17079.45133336108","17079.45133336108"
"4163","17153.533372960377","17153.533372960377","17153.533372960377"
"4175","17072.27108952159","17072.27108952159","17072.27108952159"
"4181","17606.138090048848","17606.138090048848","17606.138090048848"
"4184","17169.176990786993","17169.176990786993","17169.176990786993"
"4212","17104.649652208904","17104.649652208904","17104.649652208904"
"4213","17414.602430819185","17414.602430819185","17414.602430819185"
"4281","17561.760115689867","17561.760115689867","17561.760115689867"
"4321","17753.699647019646","17753.699647019646","17753.699647019646"
"4337","17876.204497114","17876.204497114","17876.204497114"
"4341","17760.494064768565","17760.494064768565","17760.494064768565"
"4349","17710.474444222447","17710.474444222447","17710.474444222447"
"4369","17109.51836297036","17109.51836297036","17109.51836297036"
"4379","17287.245394383397","17287.245394383397","17287.245394383397"
"4392","17291.20463686314","17291.20463686314","17291.20463686314"
"4402","17436.701473110224","17436.701473110224","17436.701473110224"
"4413","16733.900718281722","16733.900718281722","16733.900718281722"
"4420","17633.57332586858","17633.57332586858","17633.57332586858"
"4424","17770.049256077258","17770.049256077258","17770.049256077258"
"4425","17642.4113482906","17642.4113482906","17642.4113482906"
"4429","17228.608595987345","17228.608595987345","17228.608595987345"
"4443","17847.209753052502","17847.209753052502","17847.209753052502"
"4447","18081.47023268399","18081.47023268399","18081.47023268399"
"4453","17465.90083608059","17465.90083608059","17465.90083608059"
"4478","17199.58691855367","17199.58691855367","17199.58691855367"
"4481","16654.768692779446","16654.768692779446","16654.768692779446"
"4487","17607.2880528638","17607.2880528638","17607.2880528638"
"4489","17751.941711899213","17751.941711899213","17751.941711899213"
"4494","17839.83864818515","17839.83864818515","17839.83864818515"
"4502","17443.266751248753","17443.266751248753","17443.266751248753"
"4505","17526.514305194803","17526.514305194803","17526.514305194803"
"4526","17283.99233644134","17283.99233644134","17283.99233644134"
"4527","16968.809212953718","16968.809212953718","16968.809212953718"
"4579","16799.393941031194","16799.393941031194","16799.393941031194"
"4609","17748.144345820845","17748.144345820845","17748.144345820845"
"4631","18005.234087717836","18005.234087717836","18005.234087717836"
"4637","17632.062317071817","17632.062317071817","17632.062317071817"
"4648","17356.402682345433","17356.402682345433","17356.402682345433"
"4650","17579.15003010878","17579.15003010878","17579.15003010878"
"4651","17478.283307248308","17478.283307248308","17478.283307248308"
"4658","18026.720893550897","18026.720893550897","18026.720893550897"
"4659","17739.68758413809","17739.68758413809","17739.68758413809"
"4666","17495.871705905207","17495.871705905207","17495.871705905207"
"4672","17439.841061799314","17439.841061799314","17439.841061799314"
"4689","17859.80638339439","17859.80638339439","17859.80638339439"
"4694","17159.315034548785","17159.315034548785","17159.315034548785"
"4735","18476.744750333004","18476.744750333004","18476.744750333004"
"4756","17783.584402958153","17783.584402958153","17783.584402958153"
"4774","17170.11736605062","17170.11736605062","17170.11736605062"
"4799","16715.559481213233","16715.559481213233","16715.559481213233"
"4890","17110.87077938728","17110.87077938728","17110.87077938728"
"4911","16862.532084443337","16862.532084443337","16862.532084443337"
"4935","17656.96534279609","17656.96534279609","17656.96534279609"
"4937","18052.08669075369","18052.08669075369","18052.08669075369"
"4950","17526.42985603286","17526.42985603286","17526.42985603286"
"4968","16916.57953996004","16916.57953996004","16916.57953996004"
"4979","18087.619522144523","18087.619522144523","18087.619522144523"
"5004","18056.83026026751","18056.83026026751","18056.83026026751"
"5019","17278.523660866915","17278.523660866915","17278.523660866915"
"5035","17966.696570485074","17966.696570485074","17966.696570485074"
"5038","17824.589569763575","17824.589569763575","17824.589569763575"
"5041","17218.569122599623","17218.569122599623","17218.569122599623"
"5056","17505.908038739042","17505.908038739042","17505.908038739042"
"5065","17834.366980741484","17834.366980741484","17834.366980741484"
"5076","17378.457354256854","17378.457354256854","17378.457354256854"
"5140","17586.259836496836","17586.259836496836","17586.259836496836"
"5158","17356.258425435677","17356.258425435677","17356.258425435677"
"5164","17951.68045726496","17951.68045726496","17951.68045726496"
"5168","16996.56828124653","16996.56828124653","16996.56828124653"
"5210","17816.751590714844","17816.751590714844","17816.751590714844"
"5218","17476.793683732933","17476.793683732933","17476.793683732933"
"5233","17886.334747641245","17886.334747641245","17886.334747641245"
"5240","17426.667043262292","17426.667043262292","17426.667043262292"
"5242","17545.13266896992","17545.13266896992","17545.13266896992"
"5248","17789.737904567657","17789.737904567657","17789.737904567657"
"5266","17625.111590853594","17625.111590853594","17625.111590853594"
"5294","17889.572701187702","17889.572701187702","17889.572701187702"
"5313","17714.07261879787","17714.07261879787","17714.07261879787"
"5327","18348.82202120102","18348.82202120102","18348.82202120102"
"5335","17393.071178848928","17393.071178848928","17393.071178848928"
"5336","18135.830303196803","18135.830303196803","18135.830303196803"
"5342","17913.644507742254","17913.644507742254","17913.644507742254"
"5346","17733.980883699638","17733.980883699638","17733.980883699638"
"5348","17602.07265700966","17602.07265700966","17602.07265700966"
"5360","17145.50053657454","17145.50053657454","17145.50053657454"
"5369","17455.40153557554","17455.40153557554","17455.40153557554"
"5388","17876.197209235208","17876.197209235208","17876.197209235208"
"5390","17687.609389416146","17687.609389416146","17687.609389416146"
"5396","17819.774293456543","17819.774293456543","17819.774293456543"
"5419","17689.47789929515","17689.47789929515","17689.47789929515"
"5438","17451.209411532913","17451.209411532913","17451.209411532913"
"5473","17938.9752008547","17938.9752008547","17938.9752008547"
"5483","17854.672787962038","17854.672787962038","17854.672787962038"
"5520","17055.272969280726","17055.272969280726","17055.272969280726"
"5535","17956.80644599845","17956.80644599845","17956.80644599845"
"5544","17645.83800679876","17645.83800679876","17645.83800679876"
"5570","18018.159314102566","18018.159314102566","18018.159314102566"
"5581","17800.908988039744","17800.908988039744","17800.908988039744"
"5593","17800.158200771446","17800.158200771446","17800.158200771446"
"5596","17224.711574786328","17224.711574786328","17224.711574786328"
"5604","17573.2402477245","17573.2402477245","17573.2402477245"
"5613","18308.402701104453","18308.402701104453","18308.402701104453"
"5644","18028.208357670108","18028.208357670108","18028.208357670108"
"5653","17295.281672827172","17295.281672827172","17295.281672827172"
"5661","17507.47005796981","17507.47005796981","17507.47005796981"
"5714","18091.436080031075","18091.436080031075","18091.436080031075"
"5741","17092.13817834943","17092.13817834943","17092.13817834943"
"5755","17758.373632256633","17758.373632256633","17758.373632256633"
"5769","17719.812102841603","17719.812102841603","17719.812102841603"
"5773","17350.470034077036","17350.470034077036","17350.470034077036"
"5778","17904.193872932625","17904.193872932625","17904.193872932625"
"5817","17572.45621914197","17572.45621914197","17572.45621914197"
"5824","17738.742869075373","17738.742869075373","17738.742869075373"
"5847","17694.90237132312","17694.90237132312","17694.90237132312"
"5901","17803.308227661233","17803.308227661233","17803.308227661233"
"5904","17359.511581279832","17359.511581279832","17359.511581279832"
"5909","17682.907637640143","17682.907637640143","17682.907637640143"
"5937","17743.24068881119","17743.24068881119","17743.24068881119"
"5947","17576.09881543457","17576.09881543457","17576.09881543457"
"5956","18242.82075621601","18242.82075621601","18242.82075621601"
"5972","17716.059830586084","17716.059830586084","17716.059830586084"
"6007","17432.70708136308","17432.70708136308","17432.70708136308"
"6023","17643.653336524585","17643.653336524585","17643.653336524585"
"6026","17840.337494893996","17840.337494893996","17840.337494893996"
"6032","17690.165443917194","17690.165443917194","17690.165443917194"
"6054","16946.51900943501","16946.51900943501","16946.51900943501"
"6076","17884.52220909646","17884.52220909646","17884.52220909646"
"6087","17763.389828532585","17763.389828532585","17763.389828532585"
"6089","17485.107732822733","17485.107732822733","17485.107732822733"
"6103","17428.391375124877","17428.391375124877","17428.391375124877"
"6125","17692.32518598069","17692.32518598069","17692.32518598069"
"6137","17303.124690920195","17303.124690920195","17303.124690920195"
"6139","17608.990380286385","17608.990380286385","17608.990380286385"
"6152","17837.420663669665","17837.420663669665","17837.420663669665"
"6196","18013.171053169055","18013.171053169055","18013.171053169055"
"6205","17673.013825646573","17673.013825646573","17673.013825646573"
"6208","18042.628979936733","18042.628979936733","18042.628979936733"
"6221","17106.789409618163","17106.789409618163","17106.789409618163"
"6232","18061.19426001776","18061.19426001776","18061.19426001776"
"6243","17522.711598762347","17522.711598762347","17522.711598762347"
"6261","17361.19194275169","17361.19194275169","17361.19194275169"
"6269","17509.501707653464","17509.501707653464","17509.501707653464"
"6293","17605.79332622933","17605.79332622933","17605.79332622933"
"6297","17238.32350518926","17238.32350518926","17238.32350518926"
"6312","17605.617154123658","17605.617154123658","17605.617154123658"
"6318","17507.74408918859","17507.74408918859","17507.74408918859"
"6322","17197.352428210677","17197.352428210677","17197.352428210677"
"6334","17992.674723110224","17992.674723110224","17992.674723110224"
"6351","18176.71656457432","18176.71656457432","18176.71656457432"
"6357","17849.616969419472","17849.616969419472","17849.616969419472"
"6370","17461.3021496559","17461.3021496559","17461.3021496559"
"6382","17361.008469391723","17361.008469391723","17361.008469391723"
"6387","17031.164930347433","17031.164930347433","17031.164930347433"
"6440","17429.803719863474","17429.803719863474","17429.803719863474"
"6442","17777.14148509824","17777.14148509824","17777.14148509824"
"6447","17769.885257825514","17769.885257825514","17769.885257825514"
"6455","17718.158550033302","17718.158550033302","17718.158550033302"
"6459","17054.48627813853","17054.48627813853","17054.48627813853"
"6484","17730.771702353202","17730.771702353202","17730.771702353202"
"6495","17553.074616328115","17553.074616328115","17553.074616328115"
"6534","17892.959305805307","17892.959305805307","17892.959305805307"
"6551","17682.597746781","17682.597746781","17682.597746781"
"6552","17721.403251831503","17721.403251831503","17721.403251831503"
"6565","17261.026839271843","17261.026839271843","17261.026839271843"
"6579","17805.264772838273","17805.264772838273","17805.264772838273"
"6603","17410.536130730383","17410.536130730383","17410.536130730383"
"6627","17436.997387806638","17436.997387806638","17436.997387806638"
"6630","18286.302793706294","18286.302793706294","18286.302793706294"
"6643","17091.92237959263","17091.92237959263","17091.92237959263"
"6644","17295.29948698524","17295.29948698524","17295.29948698524"
"6659","17247.361582806087","17247.361582806087","17247.361582806087"
"6673","17460.751805222557","17460.751805222557","17460.751805222557"
"6676","17606.157214812967","17606.157214812967","17606.157214812967"
"6678","17323.342013514266","17323.342013514266","17323.342013514266"
"6685","17891.448846986343","17891.448846986343","17891.448846986343"
"6691","17813.253621628373","17813.253621628373","17813.253621628373"
"6692","17715.957663003668","17715.957663003668","17715.957663003668"
"6695","17371.60479109779","17371.60479109779","17371.60479109779"
"6700","17370.557776029527","17370.557776029527","17370.557776029527"
"6736","17574.113427322678","17574.113427322678","17574.113427322678"
"6742","17596.94448018648","17596.94448018648","17596.94448018648"
"6749","17140.9031969697","17140.9031969697","17140.9031969697"
"6759","17182.859515429016","17182.859515429016","17182.859515429016"
"6763","17235.688456543463","17235.688456543463","17235.688456543463"
