"Step","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward__MIN","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward__MAX"
"23698","13625.185546875","13625.185546875","13625.185546875"
"23724","13689.5439453125","13689.5439453125","13689.5439453125"
"23726","14478.1328125","14478.1328125","14478.1328125"
"23743","14100.416015625","14100.416015625","14100.416015625"
"23747","13920.66015625","13920.66015625","13920.66015625"
"23754","14335.32421875","14335.32421875","14335.32421875"
"23763","14360.13671875","14360.13671875","14360.13671875"
"23765","14594.234375","14594.234375","14594.234375"
"23796","14704.935546875","14704.935546875","14704.935546875"
"23813","14305.7412109375","14305.7412109375","14305.7412109375"
"23814","14464.33984375","14464.33984375","14464.33984375"
"23818","14723.7685546875","14723.7685546875","14723.7685546875"
"23843","14102.796875","14102.796875","14102.796875"
"23849","14187.703125","14187.703125","14187.703125"
"23856","14276.28125","14276.28125","14276.28125"
"23864","14119.248046875","14119.248046875","14119.248046875"
"23872","14265.078125","14265.078125","14265.078125"
"23875","14316.17578125","14316.17578125","14316.17578125"
"23876","14043.189453125","14043.189453125","14043.189453125"
"23879","14335.595703125","14335.595703125","14335.595703125"
"23882","14188.7548828125","14188.7548828125","14188.7548828125"
"23894","14230.537109375","14230.537109375","14230.537109375"
"23909","13424.2373046875","13424.2373046875","13424.2373046875"
"23912","14009.564453125","14009.564453125","14009.564453125"
"23918","13819.005859375","13819.005859375","13819.005859375"
"23921","14584.724609375","14584.724609375","14584.724609375"
"23935","14092.1640625","14092.1640625","14092.1640625"
"23944","14711.94140625","14711.94140625","14711.94140625"
"23945","13355.0126953125","13355.0126953125","13355.0126953125"
"23951","14668.814453125","14668.814453125","14668.814453125"
"23962","13814.796875","13814.796875","13814.796875"
"23984","14488.896484375","14488.896484375","14488.896484375"
"24031","14278.1474609375","14278.1474609375","14278.1474609375"
"24036","13972.455078125","13972.455078125","13972.455078125"
"24044","14146.248046875","14146.248046875","14146.248046875"
"24046","13924.41015625","13924.41015625","13924.41015625"
"24054","14045.71875","14045.71875","14045.71875"
"24081","14382.9912109375","14382.9912109375","14382.9912109375"
"24095","13947.5830078125","13947.5830078125","13947.5830078125"
"24099","14334.3017578125","14334.3017578125","14334.3017578125"
"24118","14650.009765625","14650.009765625","14650.009765625"
"24119","14588.720703125","14588.720703125","14588.720703125"
"24128","13831.2421875","13831.2421875","13831.2421875"
"24129","14037.72265625","14037.72265625","14037.72265625"
"24138","13884.75","13884.75","13884.75"
"24164","13981.2529296875","13981.2529296875","13981.2529296875"
"24165","14122.61328125","14122.61328125","14122.61328125"
"24166","14024.5","14024.5","14024.5"
"24179","14553.646484375","14553.646484375","14553.646484375"
"24180","14098.4638671875","14098.4638671875","14098.4638671875"
"24189","13281.197265625","13281.197265625","13281.197265625"
"24208","13884.30078125","13884.30078125","13884.30078125"
"24230","13948.0703125","13948.0703125","13948.0703125"
"24254","14452.03125","14452.03125","14452.03125"
"24266","13999.734375","13999.734375","13999.734375"
"24274","13622.6171875","13622.6171875","13622.6171875"
"24283","14223.0322265625","14223.0322265625","14223.0322265625"
"24290","14313.759765625","14313.759765625","14313.759765625"
"24297","14256.6201171875","14256.6201171875","14256.6201171875"
"24298","14172.9296875","14172.9296875","14172.9296875"
"24348","13847.671875","13847.671875","13847.671875"
"24365","14446.0732421875","14446.0732421875","14446.0732421875"
"24371","13584.369140625","13584.369140625","13584.369140625"
"24381","15249.8173828125","15249.8173828125","15249.8173828125"
"24383","13474.810546875","13474.810546875","13474.810546875"
"24388","13848.3759765625","13848.3759765625","13848.3759765625"
"24390","14491.935546875","14491.935546875","14491.935546875"
"24391","14180.5283203125","14180.5283203125","14180.5283203125"
"24396","14590.693359375","14590.693359375","14590.693359375"
"24401","14063.73046875","14063.73046875","14063.73046875"
"24424","14159.951171875","14159.951171875","14159.951171875"
"24427","14274.01953125","14274.01953125","14274.01953125"
"24428","13803.537109375","13803.537109375","13803.537109375"
"24438","14582.4052734375","14582.4052734375","14582.4052734375"
"24442","13633.4853515625","13633.4853515625","13633.4853515625"
"24449","14523.9609375","14523.9609375","14523.9609375"
"24455","14388.8447265625","14388.8447265625","14388.8447265625"
"24460","14839.3056640625","14839.3056640625","14839.3056640625"
"24464","14869.783203125","14869.783203125","14869.783203125"
"24470","14403.607421875","14403.607421875","14403.607421875"
"24479","14077.7841796875","14077.7841796875","14077.7841796875"
"24487","14240.1484375","14240.1484375","14240.1484375"
"24498","14438.9765625","14438.9765625","14438.9765625"
"24500","14493.681640625","14493.681640625","14493.681640625"
"24508","14291.1875","14291.1875","14291.1875"
"24511","13491.078125","13491.078125","13491.078125"
"24517","14293.4296875","14293.4296875","14293.4296875"
"24521","14608.8642578125","14608.8642578125","14608.8642578125"
"24522","13812.783203125","13812.783203125","13812.783203125"
"24555","13907.4677734375","13907.4677734375","13907.4677734375"
"24557","14179.3798828125","14179.3798828125","14179.3798828125"
"24560","14435.1845703125","14435.1845703125","14435.1845703125"
"24572","13912.9140625","13912.9140625","13912.9140625"
"24576","14122.1435546875","14122.1435546875","14122.1435546875"
"24583","14016.765625","14016.765625","14016.765625"
"24591","14729.1162109375","14729.1162109375","14729.1162109375"
"24594","13871.7578125","13871.7578125","13871.7578125"
"24620","14082.515625","14082.515625","14082.515625"
"24652","14231.271484375","14231.271484375","14231.271484375"
"24653","13690.8779296875","13690.8779296875","13690.8779296875"
"24661","14361.087890625","14361.087890625","14361.087890625"
"24672","13872.78125","13872.78125","13872.78125"
"24689","13757.4013671875","13757.4013671875","13757.4013671875"
"24714","13954.8642578125","13954.8642578125","13954.8642578125"
"24718","14748.2783203125","14748.2783203125","14748.2783203125"
"24736","13948.30859375","13948.30859375","13948.30859375"
"24739","14017.904296875","14017.904296875","14017.904296875"
"24755","13500.8466796875","13500.8466796875","13500.8466796875"
"24776","14630.291015625","14630.291015625","14630.291015625"
"24778","13980.9140625","13980.9140625","13980.9140625"
"24794","14189.185546875","14189.185546875","14189.185546875"
"24795","13449.62890625","13449.62890625","13449.62890625"
"24801","14775.1591796875","14775.1591796875","14775.1591796875"
"24802","14117.7958984375","14117.7958984375","14117.7958984375"
"24809","13546.9765625","13546.9765625","13546.9765625"
"24810","14383.1875","14383.1875","14383.1875"
"24811","14295.6220703125","14295.6220703125","14295.6220703125"
"24816","14411.572265625","14411.572265625","14411.572265625"
"24819","14003.03515625","14003.03515625","14003.03515625"
"24830","14296.8037109375","14296.8037109375","14296.8037109375"
"24833","13967.0458984375","13967.0458984375","13967.0458984375"
"24842","13793.515625","13793.515625","13793.515625"
"24858","13701.626953125","13701.626953125","13701.626953125"
"24867","14011.97265625","14011.97265625","14011.97265625"
"24875","14285.939453125","14285.939453125","14285.939453125"
"24889","14441.58984375","14441.58984375","14441.58984375"
"24898","14321.1171875","14321.1171875","14321.1171875"
"24903","13503.15625","13503.15625","13503.15625"
"24906","14263.494140625","14263.494140625","14263.494140625"
"24913","14783.65234375","14783.65234375","14783.65234375"
"24925","13878.2275390625","13878.2275390625","13878.2275390625"
"24926","14689.7822265625","14689.7822265625","14689.7822265625"
"24933","14254.205078125","14254.205078125","14254.205078125"
"24934","14224.5546875","14224.5546875","14224.5546875"
"24941","14479.9404296875","14479.9404296875","14479.9404296875"
"24959","13995.10546875","13995.10546875","13995.10546875"
"24974","13060.755859375","13060.755859375","13060.755859375"
"24976","14313.4384765625","14313.4384765625","14313.4384765625"
"24987","14666.5869140625","14666.5869140625","14666.5869140625"
"25004","13945.1005859375","13945.1005859375","13945.1005859375"
"25007","14639.908203125","14639.908203125","14639.908203125"
"25008","13959.59765625","13959.59765625","13959.59765625"
"25025","14460.18359375","14460.18359375","14460.18359375"
"25026","13795.9931640625","13795.9931640625","13795.9931640625"
"25031","14671.853515625","14671.853515625","14671.853515625"
"25052","14040.095703125","14040.095703125","14040.095703125"
"25054","14185.0048828125","14185.0048828125","14185.0048828125"
"25055","14465.912109375","14465.912109375","14465.912109375"
"25059","13756.365234375","13756.365234375","13756.365234375"
"25061","14296.1162109375","14296.1162109375","14296.1162109375"
"25066","14342.451171875","14342.451171875","14342.451171875"
"25076","13782.931640625","13782.931640625","13782.931640625"
"25091","14158.513671875","14158.513671875","14158.513671875"
"25105","14159.130859375","14159.130859375","14159.130859375"
"25113","14155.779296875","14155.779296875","14155.779296875"
"25136","14608.66796875","14608.66796875","14608.66796875"
"25140","13775.1787109375","13775.1787109375","13775.1787109375"
"25141","13667.12109375","13667.12109375","13667.12109375"
"25144","13219.833984375","13219.833984375","13219.833984375"
"25160","13978.45703125","13978.45703125","13978.45703125"
"25161","14620.802734375","14620.802734375","14620.802734375"
"25167","13792.005859375","13792.005859375","13792.005859375"
"25171","13685.0390625","13685.0390625","13685.0390625"
"25179","13883.0234375","13883.0234375","13883.0234375"
"25180","14569.767578125","14569.767578125","14569.767578125"
"25202","13854.236328125","13854.236328125","13854.236328125"
"25212","14499.9365234375","14499.9365234375","14499.9365234375"
"25216","14278.1875","14278.1875","14278.1875"
"25227","14471.623046875","14471.623046875","14471.623046875"
"25229","14819.689453125","14819.689453125","14819.689453125"
"25230","14092.916015625","14092.916015625","14092.916015625"
"25237","14762.88671875","14762.88671875","14762.88671875"
"25238","14333.740234375","14333.740234375","14333.740234375"
"25257","14118.669921875","14118.669921875","14118.669921875"
"25261","14263.97265625","14263.97265625","14263.97265625"
"25264","14136.72265625","14136.72265625","14136.72265625"
"25276","14899.6455078125","14899.6455078125","14899.6455078125"
"25288","14512.736328125","14512.736328125","14512.736328125"
"25299","14386.666015625","14386.666015625","14386.666015625"
"25301","14091.025390625","14091.025390625","14091.025390625"
"25309","14053.9365234375","14053.9365234375","14053.9365234375"
"25338","15094.62109375","15094.62109375","15094.62109375"
"25345","14028.302734375","14028.302734375","14028.302734375"
"25348","14292.044921875","14292.044921875","14292.044921875"
"25351","14291.78515625","14291.78515625","14291.78515625"
"25370","14576.935546875","14576.935546875","14576.935546875"
"25380","14168.8515625","14168.8515625","14168.8515625"
"25385","13935.80859375","13935.80859375","13935.80859375"
"25387","14337.056640625","14337.056640625","14337.056640625"
"25390","14408.439453125","14408.439453125","14408.439453125"
"25439","14008.2958984375","14008.2958984375","14008.2958984375"
"25446","14384.26953125","14384.26953125","14384.26953125"
"25456","14636.857421875","14636.857421875","14636.857421875"
"25473","14021.107421875","14021.107421875","14021.107421875"
"25478","14679.763671875","14679.763671875","14679.763671875"
"25493","13780.9365234375","13780.9365234375","13780.9365234375"
"25502","14108.443359375","14108.443359375","14108.443359375"
"25539","14737.064453125","14737.064453125","14737.064453125"
"25542","14563.802734375","14563.802734375","14563.802734375"
"25565","14433.3115234375","14433.3115234375","14433.3115234375"
"25574","14369.5078125","14369.5078125","14369.5078125"
"25580","14721.830078125","14721.830078125","14721.830078125"
"25591","14205.677734375","14205.677734375","14205.677734375"
"25625","13495.990234375","13495.990234375","13495.990234375"
"25627","14268.857421875","14268.857421875","14268.857421875"
"25639","14264.884765625","14264.884765625","14264.884765625"
"25645","14499.5595703125","14499.5595703125","14499.5595703125"
"25652","14016.904296875","14016.904296875","14016.904296875"
"25669","14535.837890625","14535.837890625","14535.837890625"
"25678","14280.5458984375","14280.5458984375","14280.5458984375"
"25682","14441.783203125","14441.783203125","14441.783203125"
"25692","14571.71484375","14571.71484375","14571.71484375"
"25694","14509.3740234375","14509.3740234375","14509.3740234375"
"25705","14724.25390625","14724.25390625","14724.25390625"
"25729","14283.17578125","14283.17578125","14283.17578125"
"25732","14391.662109375","14391.662109375","14391.662109375"
"25739","14087.65625","14087.65625","14087.65625"
"25750","14548.654296875","14548.654296875","14548.654296875"
"25757","14509.4013671875","14509.4013671875","14509.4013671875"
"25758","13453.056640625","13453.056640625","13453.056640625"
"25763","14278.01171875","14278.01171875","14278.01171875"
"25764","14249.734375","14249.734375","14249.734375"
"25773","14532.513671875","14532.513671875","14532.513671875"
"25774","14900.69921875","14900.69921875","14900.69921875"
"25784","14943.8935546875","14943.8935546875","14943.8935546875"
"25790","13933.833984375","13933.833984375","13933.833984375"
"25804","15177.412109375","15177.412109375","15177.412109375"
"25814","14082.7265625","14082.7265625","14082.7265625"
"25821","14119.662109375","14119.662109375","14119.662109375"
"25835","14701.7890625","14701.7890625","14701.7890625"
"25845","14578.5341796875","14578.5341796875","14578.5341796875"
"25849","13890.447265625","13890.447265625","13890.447265625"
"25870","14810.0888671875","14810.0888671875","14810.0888671875"
"25896","13860.9013671875","13860.9013671875","13860.9013671875"
"25898","14555.9921875","14555.9921875","14555.9921875"
"25911","14130.7490234375","14130.7490234375","14130.7490234375"
"25924","15151.99609375","15151.99609375","15151.99609375"
"25925","14515.130859375","14515.130859375","14515.130859375"
"25931","14272.130859375","14272.130859375","14272.130859375"
"25937","14394.4287109375","14394.4287109375","14394.4287109375"
"25942","14021.279296875","14021.279296875","14021.279296875"
"25950","14230.591796875","14230.591796875","14230.591796875"
"25957","13911.876953125","13911.876953125","13911.876953125"
"25960","14466.5654296875","14466.5654296875","14466.5654296875"
"25963","14566.349609375","14566.349609375","14566.349609375"
"25965","14860.5771484375","14860.5771484375","14860.5771484375"
"25970","14199.533203125","14199.533203125","14199.533203125"
"26018","14692.869140625","14692.869140625","14692.869140625"
"26028","14372.568359375","14372.568359375","14372.568359375"
"26067","14501.8359375","14501.8359375","14501.8359375"
"26070","14597.7099609375","14597.7099609375","14597.7099609375"
"26081","14964.611328125","14964.611328125","14964.611328125"
"26084","14832.857421875","14832.857421875","14832.857421875"
"26093","14989.40625","14989.40625","14989.40625"
"26105","14789.056640625","14789.056640625","14789.056640625"
"26114","14525.17578125","14525.17578125","14525.17578125"
"26120","14277.693359375","14277.693359375","14277.693359375"
"26131","14428.189453125","14428.189453125","14428.189453125"
"26153","14310.1669921875","14310.1669921875","14310.1669921875"
"26154","14376.068359375","14376.068359375","14376.068359375"
"26158","14377.28515625","14377.28515625","14377.28515625"
"26168","14651.328125","14651.328125","14651.328125"
"26226","15114.228515625","15114.228515625","15114.228515625"
"26238","14791.095703125","14791.095703125","14791.095703125"
"26252","14663.4873046875","14663.4873046875","14663.4873046875"
"26263","14885.759765625","14885.759765625","14885.759765625"
"26265","14036.833984375","14036.833984375","14036.833984375"
"26266","14598.2626953125","14598.2626953125","14598.2626953125"
"26306","14641.962890625","14641.962890625","14641.962890625"
"26310","13749.048828125","13749.048828125","13749.048828125"
"26319","14209.87890625","14209.87890625","14209.87890625"
"26331","14301.84375","14301.84375","14301.84375"
"26332","14664.3466796875","14664.3466796875","14664.3466796875"
"26342","14844.896484375","14844.896484375","14844.896484375"
"26347","14632.291015625","14632.291015625","14632.291015625"
"26364","14151.05078125","14151.05078125","14151.05078125"
"26376","14525.708984375","14525.708984375","14525.708984375"
"26382","14757.4462890625","14757.4462890625","14757.4462890625"
"26386","13788.935546875","13788.935546875","13788.935546875"
"26392","14238.431640625","14238.431640625","14238.431640625"
"26397","13424.62890625","13424.62890625","13424.62890625"
"26410","14756.275390625","14756.275390625","14756.275390625"
"26422","14622.447265625","14622.447265625","14622.447265625"
"26430","14627.814453125","14627.814453125","14627.814453125"
"26452","13963.8125","13963.8125","13963.8125"
"26463","13204.6669921875","13204.6669921875","13204.6669921875"
"26481","14789.15234375","14789.15234375","14789.15234375"
"26482","14574.30078125","14574.30078125","14574.30078125"
"26483","14964.6015625","14964.6015625","14964.6015625"
"26501","14284.49609375","14284.49609375","14284.49609375"
"26509","14588.736328125","14588.736328125","14588.736328125"
"26528","15243.3720703125","15243.3720703125","15243.3720703125"
"26545","14223.6181640625","14223.6181640625","14223.6181640625"
"26546","14292.98046875","14292.98046875","14292.98046875"
"26556","13936.375","13936.375","13936.375"
"26577","14240.587890625","14240.587890625","14240.587890625"
"26590","14507.828125","14507.828125","14507.828125"
"26597","15177.2275390625","15177.2275390625","15177.2275390625"
"26601","14196.748046875","14196.748046875","14196.748046875"
"26624","14482.04296875","14482.04296875","14482.04296875"
"26625","14074.369140625","14074.369140625","14074.369140625"
"26627","14783.607421875","14783.607421875","14783.607421875"
"26628","14489.912109375","14489.912109375","14489.912109375"
"26662","14468.716796875","14468.716796875","14468.716796875"
"26673","14339.8408203125","14339.8408203125","14339.8408203125"
"26685","14416.892578125","14416.892578125","14416.892578125"
"26693","14817.5126953125","14817.5126953125","14817.5126953125"
"26707","14686.1015625","14686.1015625","14686.1015625"
"26708","13761.2109375","13761.2109375","13761.2109375"
"26736","14264.2705078125","14264.2705078125","14264.2705078125"
"26737","15305.595703125","15305.595703125","15305.595703125"
"26752","14975.439453125","14975.439453125","14975.439453125"
"26758","14711.740234375","14711.740234375","14711.740234375"
"26762","14276.095703125","14276.095703125","14276.095703125"
"26776","14498.595703125","14498.595703125","14498.595703125"
"26797","14773.7744140625","14773.7744140625","14773.7744140625"
"26820","14764.98828125","14764.98828125","14764.98828125"
"26833","14389.154296875","14389.154296875","14389.154296875"
"26836","14887.3017578125","14887.3017578125","14887.3017578125"
"26861","13811.3984375","13811.3984375","13811.3984375"
"26876","14835.6923828125","14835.6923828125","14835.6923828125"
"26887","14841.443359375","14841.443359375","14841.443359375"
"26890","14455.3203125","14455.3203125","14455.3203125"
"26944","14974.365234375","14974.365234375","14974.365234375"
"26951","14591.599609375","14591.599609375","14591.599609375"
"26958","14409.423828125","14409.423828125","14409.423828125"
"26972","13575.3095703125","13575.3095703125","13575.3095703125"
"26979","14819.767578125","14819.767578125","14819.767578125"
"26980","14562.14453125","14562.14453125","14562.14453125"
"26989","14076.796875","14076.796875","14076.796875"
"27014","14706.60546875","14706.60546875","14706.60546875"
"27032","14298.12109375","14298.12109375","14298.12109375"
"27040","15193.64453125","15193.64453125","15193.64453125"
"27045","14098.8125","14098.8125","14098.8125"
"27069","14543.2998046875","14543.2998046875","14543.2998046875"
"27084","14923.2763671875","14923.2763671875","14923.2763671875"
"27086","14613.513671875","14613.513671875","14613.513671875"
"27103","14532.5673828125","14532.5673828125","14532.5673828125"
"27127","14647.595703125","14647.595703125","14647.595703125"
"27141","14712.41796875","14712.41796875","14712.41796875"
"27180","15079.927734375","15079.927734375","15079.927734375"
"27191","14554.361328125","14554.361328125","14554.361328125"
"27199","14207.619140625","14207.619140625","14207.619140625"
"27200","14866.619140625","14866.619140625","14866.619140625"
"27203","14648.244140625","14648.244140625","14648.244140625"
"27208","14786.416015625","14786.416015625","14786.416015625"
"27213","14116.685546875","14116.685546875","14116.685546875"
"27216","14881.38671875","14881.38671875","14881.38671875"
"27224","14290.591796875","14290.591796875","14290.591796875"
"27251","14758.2275390625","14758.2275390625","14758.2275390625"
"27262","14851.9599609375","14851.9599609375","14851.9599609375"
"27272","14262.1748046875","14262.1748046875","14262.1748046875"
"27286","14934.326171875","14934.326171875","14934.326171875"
"27304","14888.916015625","14888.916015625","14888.916015625"
"27315","14915.17578125","14915.17578125","14915.17578125"
"27317","14894.42578125","14894.42578125","14894.42578125"
"27336","15046.283203125","15046.283203125","15046.283203125"
"27350","14912.1171875","14912.1171875","14912.1171875"
"27372","13970.953125","13970.953125","13970.953125"
"27379","14458.19140625","14458.19140625","14458.19140625"
"27391","14611.17578125","14611.17578125","14611.17578125"
"27395","14204.91015625","14204.91015625","14204.91015625"
"27414","14833.234375","14833.234375","14833.234375"
"27432","14086.779296875","14086.779296875","14086.779296875"
"27442","14869.337890625","14869.337890625","14869.337890625"
"27445","14559.693359375","14559.693359375","14559.693359375"
"27457","14765.64453125","14765.64453125","14765.64453125"
"27463","15336.865234375","15336.865234375","15336.865234375"
"27466","15212.0654296875","15212.0654296875","15212.0654296875"
"27469","14592.921875","14592.921875","14592.921875"
"27476","14724.60546875","14724.60546875","14724.60546875"
"27479","14634.248046875","14634.248046875","14634.248046875"
"27493","14899","14899","14899"
"27505","14669.91015625","14669.91015625","14669.91015625"
"27508","14407.1748046875","14407.1748046875","14407.1748046875"
"27510","15007.556640625","15007.556640625","15007.556640625"
"27514","14744.25390625","14744.25390625","14744.25390625"
"27516","14532.453125","14532.453125","14532.453125"
"27530","14802.10546875","14802.10546875","14802.10546875"
"27541","14754","14754","14754"
"27548","15037.611328125","15037.611328125","15037.611328125"
"27555","14503.806640625","14503.806640625","14503.806640625"
"27566","15214.009765625","15214.009765625","15214.009765625"
"27569","14120.8369140625","14120.8369140625","14120.8369140625"
"27589","14852.310546875","14852.310546875","14852.310546875"
"27590","14520.63671875","14520.63671875","14520.63671875"
"27591","14866.154296875","14866.154296875","14866.154296875"
"27595","15419.447265625","15419.447265625","15419.447265625"
"27600","15301.623046875","15301.623046875","15301.623046875"
"27617","15286.69921875","15286.69921875","15286.69921875"
"27629","14755.6396484375","14755.6396484375","14755.6396484375"
"27630","14604.5234375","14604.5234375","14604.5234375"
"27633","14985.98828125","14985.98828125","14985.98828125"
"27651","14635.9970703125","14635.9970703125","14635.9970703125"
"27657","14884.17578125","14884.17578125","14884.17578125"
"27660","15390.4365234375","15390.4365234375","15390.4365234375"
"27679","14353.900390625","14353.900390625","14353.900390625"
"27684","14476.876953125","14476.876953125","14476.876953125"
"27701","15255.646484375","15255.646484375","15255.646484375"
"27716","14647.00390625","14647.00390625","14647.00390625"
"27727","14947.345703125","14947.345703125","14947.345703125"
"27731","14167.13671875","14167.13671875","14167.13671875"
"27752","14817.833984375","14817.833984375","14817.833984375"
"27760","14235.994140625","14235.994140625","14235.994140625"
"27769","15153.8232421875","15153.8232421875","15153.8232421875"
"27781","14303.865234375","14303.865234375","14303.865234375"
"27790","13991.138671875","13991.138671875","13991.138671875"
"27799","14543.8486328125","14543.8486328125","14543.8486328125"
"27832","15085.46484375","15085.46484375","15085.46484375"
"27867","14437.8486328125","14437.8486328125","14437.8486328125"
"27869","14310.8125","14310.8125","14310.8125"
"27888","14981.048828125","14981.048828125","14981.048828125"
"27899","14647.640625","14647.640625","14647.640625"
"27907","14830.712890625","14830.712890625","14830.712890625"
"27912","14672.533203125","14672.533203125","14672.533203125"
"27917","14697.7744140625","14697.7744140625","14697.7744140625"
"27918","14813.4267578125","14813.4267578125","14813.4267578125"
"27920","14254.8779296875","14254.8779296875","14254.8779296875"
"27925","14366.509765625","14366.509765625","14366.509765625"
"27928","14688.31640625","14688.31640625","14688.31640625"
"27930","14975.9306640625","14975.9306640625","14975.9306640625"
"27935","14240.37890625","14240.37890625","14240.37890625"
"27937","13982.853515625","13982.853515625","13982.853515625"
"27945","14699.154296875","14699.154296875","14699.154296875"
"27968","15467.037109375","15467.037109375","15467.037109375"
"27973","14335.3818359375","14335.3818359375","14335.3818359375"
"27988","15095.8466796875","15095.8466796875","15095.8466796875"
"27992","14372.5859375","14372.5859375","14372.5859375"
"27994","13614.447265625","13614.447265625","13614.447265625"
"28000","14761.875","14761.875","14761.875"
"28015","15073.845703125","15073.845703125","15073.845703125"
"28024","14313.423828125","14313.423828125","14313.423828125"
"28029","14687.47265625","14687.47265625","14687.47265625"
"28047","14774.162109375","14774.162109375","14774.162109375"
"28069","15450.2880859375","15450.2880859375","15450.2880859375"
"28077","14475.798828125","14475.798828125","14475.798828125"
"28082","14709.658203125","14709.658203125","14709.658203125"
"28083","14566.3759765625","14566.3759765625","14566.3759765625"
"28092","14410.06640625","14410.06640625","14410.06640625"
"28098","14852.1611328125","14852.1611328125","14852.1611328125"
"28107","14291.4111328125","14291.4111328125","14291.4111328125"
"28112","15017.9970703125","15017.9970703125","15017.9970703125"
"28115","14054.9150390625","14054.9150390625","14054.9150390625"
"28117","15092.0654296875","15092.0654296875","15092.0654296875"
"28126","14587.779296875","14587.779296875","14587.779296875"
"28132","15223.7734375","15223.7734375","15223.7734375"
"28133","14633.79296875","14633.79296875","14633.79296875"
"28165","14540.05078125","14540.05078125","14540.05078125"
"28166","14331.439453125","14331.439453125","14331.439453125"
"28172","14508.138671875","14508.138671875","14508.138671875"
"28187","14824.541015625","14824.541015625","14824.541015625"
"28193","15046.412109375","15046.412109375","15046.412109375"
"28197","13818.59765625","13818.59765625","13818.59765625"
"28198","14916.16015625","14916.16015625","14916.16015625"
"28214","14860.869140625","14860.869140625","14860.869140625"
"28228","15059.4091796875","15059.4091796875","15059.4091796875"
"28231","15254.71484375","15254.71484375","15254.71484375"
"28243","14797.37109375","14797.37109375","14797.37109375"
"28247","14783.763671875","14783.763671875","14783.763671875"
"28273","15099.8115234375","15099.8115234375","15099.8115234375"
"28285","14358.9169921875","14358.9169921875","14358.9169921875"
"28331","14974.328125","14974.328125","14974.328125"
"28339","14696.2626953125","14696.2626953125","14696.2626953125"
"28344","14801.4189453125","14801.4189453125","14801.4189453125"
"28362","14672.5625","14672.5625","14672.5625"
"28371","14937.708984375","14937.708984375","14937.708984375"
"28372","14276.091796875","14276.091796875","14276.091796875"
"28374","14091.6025390625","14091.6025390625","14091.6025390625"
"28394","15221.3623046875","15221.3623046875","15221.3623046875"
"28398","14369.857421875","14369.857421875","14369.857421875"
"28408","14769.21484375","14769.21484375","14769.21484375"
"28409","13072.2890625","13072.2890625","13072.2890625"
"28413","15010.8115234375","15010.8115234375","15010.8115234375"
"28448","15074.255859375","15074.255859375","15074.255859375"
"28452","14766.064453125","14766.064453125","14766.064453125"
"28457","14564.4140625","14564.4140625","14564.4140625"
"28459","14952.19921875","14952.19921875","14952.19921875"
"28487","15128.7236328125","15128.7236328125","15128.7236328125"
"28504","14998.00390625","14998.00390625","14998.00390625"
"28518","14892.3662109375","14892.3662109375","14892.3662109375"
"28542","14365.275390625","14365.275390625","14365.275390625"
"28547","14962.083984375","14962.083984375","14962.083984375"
"28584","15688.208984375","15688.208984375","15688.208984375"
"28585","14790.4921875","14790.4921875","14790.4921875"
"28590","14270.1806640625","14270.1806640625","14270.1806640625"
"28600","14790.130859375","14790.130859375","14790.130859375"
"28605","14809.7744140625","14809.7744140625","14809.7744140625"
"28615","14842.1328125","14842.1328125","14842.1328125"
"28617","15267.068359375","15267.068359375","15267.068359375"
"28620","14206.853515625","14206.853515625","14206.853515625"
"28627","14793.701171875","14793.701171875","14793.701171875"
"28659","14487.212890625","14487.212890625","14487.212890625"
"28660","14828.4921875","14828.4921875","14828.4921875"
"28664","14539.662109375","14539.662109375","14539.662109375"
"28680","15019.2080078125","15019.2080078125","15019.2080078125"
"28691","14381.43359375","14381.43359375","14381.43359375"
"28699","15175.888671875","15175.888671875","15175.888671875"
"28705","14658.263671875","14658.263671875","14658.263671875"
"28710","14791.7685546875","14791.7685546875","14791.7685546875"
"28716","14694.8251953125","14694.8251953125","14694.8251953125"
"28720","15131.4287109375","15131.4287109375","15131.4287109375"
"28754","14938.048828125","14938.048828125","14938.048828125"
"28759","14464.9453125","14464.9453125","14464.9453125"
"28771","15043.341796875","15043.341796875","15043.341796875"
"28772","14653.236328125","14653.236328125","14653.236328125"
"28803","14561.859375","14561.859375","14561.859375"
"28805","14876.64453125","14876.64453125","14876.64453125"
"28810","14473.2265625","14473.2265625","14473.2265625"
"28811","14859.919921875","14859.919921875","14859.919921875"
"28820","15266.115234375","15266.115234375","15266.115234375"
"28824","14760.037109375","14760.037109375","14760.037109375"
"28842","15055.248046875","15055.248046875","15055.248046875"
"28849","14308.302734375","14308.302734375","14308.302734375"
"28850","14165.083984375","14165.083984375","14165.083984375"
"28860","15255.853515625","15255.853515625","15255.853515625"
"28865","14674.28515625","14674.28515625","14674.28515625"
"28874","14994.84375","14994.84375","14994.84375"
"28891","14932.064453125","14932.064453125","14932.064453125"
"28895","14971.2431640625","14971.2431640625","14971.2431640625"
"28916","14906.3798828125","14906.3798828125","14906.3798828125"
"28926","14844.958984375","14844.958984375","14844.958984375"
"28937","14579.861328125","14579.861328125","14579.861328125"
"28938","14019.9375","14019.9375","14019.9375"
"28952","14952.767578125","14952.767578125","14952.767578125"
"28975","15138.083984375","15138.083984375","15138.083984375"
