"Step","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward__MIN","dual_nyc_man_south_cars_od_prices_mode2 - combined/total_reward__MAX"
"1350","4351.9755859375","4351.9755859375","4351.9755859375"
"1351","4279.74267578125","4279.74267578125","4279.74267578125"
"1362","4323.3251953125","4323.3251953125","4323.3251953125"
"1364","4096.5224609375","4096.5224609375","4096.5224609375"
"1366","3350.72998046875","3350.72998046875","3350.72998046875"
"1373","3919.623046875","3919.623046875","3919.623046875"
"1403","4146.54931640625","4146.54931640625","4146.54931640625"
"1408","3485.34130859375","3485.34130859375","3485.34130859375"
"1424","3590.89013671875","3590.89013671875","3590.89013671875"
"1428","3754.909423828125","3754.909423828125","3754.909423828125"
"1446","4596.73193359375","4596.73193359375","4596.73193359375"
"1447","4663.6640625","4663.6640625","4663.6640625"
"1448","3865.8505859375","3865.8505859375","3865.8505859375"
"1464","4033.619140625","4033.619140625","4033.619140625"
"1465","3942.636962890625","3942.636962890625","3942.636962890625"
"1470","5052.689453125","5052.689453125","5052.689453125"
"1472","4901.49951171875","4901.49951171875","4901.49951171875"
"1486","5550.08251953125","5550.08251953125","5550.08251953125"
"1487","3714.8935546875","3714.8935546875","3714.8935546875"
"1494","3461.26025390625","3461.26025390625","3461.26025390625"
"1501","5907.0185546875","5907.0185546875","5907.0185546875"
"1507","3891.98828125","3891.98828125","3891.98828125"
"1511","4816.2041015625","4816.2041015625","4816.2041015625"
"1512","3790.64599609375","3790.64599609375","3790.64599609375"
"1531","4727.39208984375","4727.39208984375","4727.39208984375"
"1540","3775.97607421875","3775.97607421875","3775.97607421875"
"1541","4145.2587890625","4145.2587890625","4145.2587890625"
"1551","2824.32421875","2824.32421875","2824.32421875"
"1574","4285.6123046875","4285.6123046875","4285.6123046875"
"1576","4720.24267578125","4720.24267578125","4720.24267578125"
"1589","4216.232421875","4216.232421875","4216.232421875"
"1598","4993.3203125","4993.3203125","4993.3203125"
"1600","5279.421875","5279.421875","5279.421875"
"1613","6573.85693359375","6573.85693359375","6573.85693359375"
"1650","4742.689453125","4742.689453125","4742.689453125"
"1657","5201.0068359375","5201.0068359375","5201.0068359375"
"1665","6422.6728515625","6422.6728515625","6422.6728515625"
"1686","5598.94921875","5598.94921875","5598.94921875"
"1700","4616.64453125","4616.64453125","4616.64453125"
"1702","6289.21484375","6289.21484375","6289.21484375"
"1709","4960.7900390625","4960.7900390625","4960.7900390625"
"1714","6314.7705078125","6314.7705078125","6314.7705078125"
"1716","5564.35693359375","5564.35693359375","5564.35693359375"
"1718","5393.88623046875","5393.88623046875","5393.88623046875"
"1732","4767.181640625","4767.181640625","4767.181640625"
"1741","5085.38037109375","5085.38037109375","5085.38037109375"
"1752","4282.2890625","4282.2890625","4282.2890625"
"1760","5933.0849609375","5933.0849609375","5933.0849609375"
"1773","5126.458984375","5126.458984375","5126.458984375"
"1782","4405.900390625","4405.900390625","4405.900390625"
"1792","5358.55322265625","5358.55322265625","5358.55322265625"
"1796","5851.26220703125","5851.26220703125","5851.26220703125"
"1800","4279.7021484375","4279.7021484375","4279.7021484375"
"1803","4260.4091796875","4260.4091796875","4260.4091796875"
"1810","5685.23046875","5685.23046875","5685.23046875"
"1814","5696.83447265625","5696.83447265625","5696.83447265625"
"1821","5431.1240234375","5431.1240234375","5431.1240234375"
"1822","5864.50830078125","5864.50830078125","5864.50830078125"
"1828","4317.3291015625","4317.3291015625","4317.3291015625"
"1830","4819.923828125","4819.923828125","4819.923828125"
"1832","5589.87646484375","5589.87646484375","5589.87646484375"
"1833","5647.9833984375","5647.9833984375","5647.9833984375"
"1836","5086.6396484375","5086.6396484375","5086.6396484375"
"1843","4099.40771484375","4099.40771484375","4099.40771484375"
"1846","5486.568359375","5486.568359375","5486.568359375"
"1859","4207.64013671875","4207.64013671875","4207.64013671875"
"1861","4822.19384765625","4822.19384765625","4822.19384765625"
"1878","5161.134765625","5161.134765625","5161.134765625"
"1893","5544.181640625","5544.181640625","5544.181640625"
"1897","4941.228515625","4941.228515625","4941.228515625"
"1933","4326.0146484375","4326.0146484375","4326.0146484375"
"1944","6062.1123046875","6062.1123046875","6062.1123046875"
"1951","4627.251953125","4627.251953125","4627.251953125"
"1956","6042.087890625","6042.087890625","6042.087890625"
"1959","4252.9560546875","4252.9560546875","4252.9560546875"
"1985","5248.1357421875","5248.1357421875","5248.1357421875"
"1991","6060.1220703125","6060.1220703125","6060.1220703125"
"2006","4905.248046875","4905.248046875","4905.248046875"
"2014","5385.4189453125","5385.4189453125","5385.4189453125"
"2016","5436.537109375","5436.537109375","5436.537109375"
"2028","5122.77978515625","5122.77978515625","5122.77978515625"
"2034","4040.38232421875","4040.38232421875","4040.38232421875"
"2039","5730.0107421875","5730.0107421875","5730.0107421875"
"2049","5138.3232421875","5138.3232421875","5138.3232421875"
"2067","5252.38671875","5252.38671875","5252.38671875"
"2068","3963.517578125","3963.517578125","3963.517578125"
"2090","5265.4755859375","5265.4755859375","5265.4755859375"
"2098","5911.3359375","5911.3359375","5911.3359375"
"2105","5161.76611328125","5161.76611328125","5161.76611328125"
"2110","5869.3466796875","5869.3466796875","5869.3466796875"
"2131","6924.5498046875","6924.5498046875","6924.5498046875"
"2135","5551.08544921875","5551.08544921875","5551.08544921875"
"2141","5834.0458984375","5834.0458984375","5834.0458984375"
"2143","6583.59326171875","6583.59326171875","6583.59326171875"
"2152","6479.94384765625","6479.94384765625","6479.94384765625"
"2164","4530.02392578125","4530.02392578125","4530.02392578125"
"2171","4577.54296875","4577.54296875","4577.54296875"
"2184","5214.0625","5214.0625","5214.0625"
"2187","6324.3603515625","6324.3603515625","6324.3603515625"
"2189","5359.255859375","5359.255859375","5359.255859375"
"2192","4956.4599609375","4956.4599609375","4956.4599609375"
"2201","5562.4599609375","5562.4599609375","5562.4599609375"
"2203","6186.69873046875","6186.69873046875","6186.69873046875"
"2209","5257.138671875","5257.138671875","5257.138671875"
"2213","6088.7138671875","6088.7138671875","6088.7138671875"
"2247","6615.3017578125","6615.3017578125","6615.3017578125"
"2263","5442.76953125","5442.76953125","5442.76953125"
"2271","5814.646484375","5814.646484375","5814.646484375"
"2272","5782.77001953125","5782.77001953125","5782.77001953125"
"2283","6279.583984375","6279.583984375","6279.583984375"
"2295","5378.71484375","5378.71484375","5378.71484375"
"2302","6021.0576171875","6021.0576171875","6021.0576171875"
"2321","7316.5732421875","7316.5732421875","7316.5732421875"
"2328","7338.8779296875","7338.8779296875","7338.8779296875"
"2334","5550.287109375","5550.287109375","5550.287109375"
"2343","5329.490234375","5329.490234375","5329.490234375"
"2352","5403.2880859375","5403.2880859375","5403.2880859375"
"2356","6030.662109375","6030.662109375","6030.662109375"
"2378","6042.2666015625","6042.2666015625","6042.2666015625"
"2382","6227.099609375","6227.099609375","6227.099609375"
"2400","4908.6591796875","4908.6591796875","4908.6591796875"
"2406","5663.9736328125","5663.9736328125","5663.9736328125"
"2410","5940.24169921875","5940.24169921875","5940.24169921875"
"2419","6946.82373046875","6946.82373046875","6946.82373046875"
"2422","5761.34765625","5761.34765625","5761.34765625"
"2428","5370.44677734375","5370.44677734375","5370.44677734375"
"2429","6784.9541015625","6784.9541015625","6784.9541015625"
"2454","6401.07763671875","6401.07763671875","6401.07763671875"
"2459","6264.97998046875","6264.97998046875","6264.97998046875"
"2533","6212.04248046875","6212.04248046875","6212.04248046875"
"2537","7236.6552734375","7236.6552734375","7236.6552734375"
"2542","5381.662109375","5381.662109375","5381.662109375"
"2549","5994.63671875","5994.63671875","5994.63671875"
"2551","6516.3271484375","6516.3271484375","6516.3271484375"
"2563","6228.30224609375","6228.30224609375","6228.30224609375"
"2573","6690.2568359375","6690.2568359375","6690.2568359375"
"2578","7495.6572265625","7495.6572265625","7495.6572265625"
"2590","5747.83740234375","5747.83740234375","5747.83740234375"
"2599","7152.69287109375","7152.69287109375","7152.69287109375"
"2612","7095.63232421875","7095.63232421875","7095.63232421875"
"2624","6423.27685546875","6423.27685546875","6423.27685546875"
"2662","5731.3291015625","5731.3291015625","5731.3291015625"
"2663","6595.5146484375","6595.5146484375","6595.5146484375"
"2672","7014.6044921875","7014.6044921875","7014.6044921875"
"2700","5880.0439453125","5880.0439453125","5880.0439453125"
"2707","6399.333984375","6399.333984375","6399.333984375"
"2732","5659.90625","5659.90625","5659.90625"
"2738","6269.8623046875","6269.8623046875","6269.8623046875"
"2752","5757.158203125","5757.158203125","5757.158203125"
"2773","6316.17822265625","6316.17822265625","6316.17822265625"
"2798","6718.04833984375","6718.04833984375","6718.04833984375"
"2815","6478.580078125","6478.580078125","6478.580078125"
"2821","6397.25390625","6397.25390625","6397.25390625"
"2833","6329.724609375","6329.724609375","6329.724609375"
"2836","6638.2861328125","6638.2861328125","6638.2861328125"
"2839","6187.904296875","6187.904296875","6187.904296875"
"2860","5969.748046875","5969.748046875","5969.748046875"
"2863","5840.935546875","5840.935546875","5840.935546875"
"2865","6286.2880859375","6286.2880859375","6286.2880859375"
"2871","6607.6923828125","6607.6923828125","6607.6923828125"
"2874","5850.767578125","5850.767578125","5850.767578125"
"2884","5962.416015625","5962.416015625","5962.416015625"
"2902","5074.81591796875","5074.81591796875","5074.81591796875"
"2909","5849.337890625","5849.337890625","5849.337890625"
"2911","6998.0380859375","6998.0380859375","6998.0380859375"
"2938","5679.970703125","5679.970703125","5679.970703125"
"2941","6077.5302734375","6077.5302734375","6077.5302734375"
"2946","6756.5966796875","6756.5966796875","6756.5966796875"
"2958","6928.0283203125","6928.0283203125","6928.0283203125"
"2975","6471.8271484375","6471.8271484375","6471.8271484375"
"2977","6527.9375","6527.9375","6527.9375"
"2992","6899.1728515625","6899.1728515625","6899.1728515625"
"3003","6349.9248046875","6349.9248046875","6349.9248046875"
"3029","5123.83056640625","5123.83056640625","5123.83056640625"
"3030","6448.41015625","6448.41015625","6448.41015625"
"3052","7006.1611328125","7006.1611328125","7006.1611328125"
"3066","6522.4326171875","6522.4326171875","6522.4326171875"
"3068","5985.7041015625","5985.7041015625","5985.7041015625"
"3069","7310.6708984375","7310.6708984375","7310.6708984375"
"3070","7307.9833984375","7307.9833984375","7307.9833984375"
"3073","6474.2548828125","6474.2548828125","6474.2548828125"
"3091","6106.2177734375","6106.2177734375","6106.2177734375"
"3096","6601.623046875","6601.623046875","6601.623046875"
"3111","7374.15625","7374.15625","7374.15625"
"3117","6975.6708984375","6975.6708984375","6975.6708984375"
"3121","6986.5947265625","6986.5947265625","6986.5947265625"
"3124","6615.5078125","6615.5078125","6615.5078125"
"3163","7330.83984375","7330.83984375","7330.83984375"
"3167","6266.1025390625","6266.1025390625","6266.1025390625"
"3176","6230.9697265625","6230.9697265625","6230.9697265625"
"3214","6536.63330078125","6536.63330078125","6536.63330078125"
"3215","6424.423828125","6424.423828125","6424.423828125"
"3224","6999.93994140625","6999.93994140625","6999.93994140625"
"3238","7731.1044921875","7731.1044921875","7731.1044921875"
"3263","8051.3564453125","8051.3564453125","8051.3564453125"
"3273","7466.5283203125","7466.5283203125","7466.5283203125"
"3274","7481.748046875","7481.748046875","7481.748046875"
"3296","7586.9716796875","7586.9716796875","7586.9716796875"
"3304","4549.08203125","4549.08203125","4549.08203125"
"3306","6671.3896484375","6671.3896484375","6671.3896484375"
"3316","7029.00341796875","7029.00341796875","7029.00341796875"
"3318","6821.1552734375","6821.1552734375","6821.1552734375"
"3335","6907.267578125","6907.267578125","6907.267578125"
"3341","6655.70703125","6655.70703125","6655.70703125"
"3353","6939.98828125","6939.98828125","6939.98828125"
"3356","6823.3623046875","6823.3623046875","6823.3623046875"
"3365","7992.18408203125","7992.18408203125","7992.18408203125"
"3367","7844.39599609375","7844.39599609375","7844.39599609375"
"3372","7366.86083984375","7366.86083984375","7366.86083984375"
"3398","6808.7255859375","6808.7255859375","6808.7255859375"
"3417","7959.4560546875","7959.4560546875","7959.4560546875"
"3419","6229.1474609375","6229.1474609375","6229.1474609375"
"3444","6348.5830078125","6348.5830078125","6348.5830078125"
"3485","7228.12939453125","7228.12939453125","7228.12939453125"
"3494","8069.13037109375","8069.13037109375","8069.13037109375"
"3506","5994.8076171875","5994.8076171875","5994.8076171875"
"3515","8487.568359375","8487.568359375","8487.568359375"
"3528","7936.8916015625","7936.8916015625","7936.8916015625"
"3536","7466.0390625","7466.0390625","7466.0390625"
"3543","6792.185546875","6792.185546875","6792.185546875"
"3557","7155.87255859375","7155.87255859375","7155.87255859375"
"3563","6850.5673828125","6850.5673828125","6850.5673828125"
"3566","6463.3017578125","6463.3017578125","6463.3017578125"
"3571","6769.78466796875","6769.78466796875","6769.78466796875"
"3577","7820.21240234375","7820.21240234375","7820.21240234375"
"3588","7330.9560546875","7330.9560546875","7330.9560546875"
"3595","6987.81787109375","6987.81787109375","6987.81787109375"
"3599","6767.66796875","6767.66796875","6767.66796875"
"3601","7331.1748046875","7331.1748046875","7331.1748046875"
"3602","6284.1865234375","6284.1865234375","6284.1865234375"
"3608","6200.8916015625","6200.8916015625","6200.8916015625"
"3610","7463.6904296875","7463.6904296875","7463.6904296875"
"3629","6261.34375","6261.34375","6261.34375"
"3633","5744.44482421875","5744.44482421875","5744.44482421875"
"3648","7832.34619140625","7832.34619140625","7832.34619140625"
"3656","7076.3388671875","7076.3388671875","7076.3388671875"
"3667","7434.8994140625","7434.8994140625","7434.8994140625"
"3673","6741.59423828125","6741.59423828125","6741.59423828125"
"3678","8523.708984375","8523.708984375","8523.708984375"
"3679","8319.1982421875","8319.1982421875","8319.1982421875"
"3740","6567.77294921875","6567.77294921875","6567.77294921875"
"3749","7932.478515625","7932.478515625","7932.478515625"
"3750","7671.85546875","7671.85546875","7671.85546875"
"3758","8327.9775390625","8327.9775390625","8327.9775390625"
"3765","6533.9482421875","6533.9482421875","6533.9482421875"
"3767","6062.7138671875","6062.7138671875","6062.7138671875"
"3789","7515.48095703125","7515.48095703125","7515.48095703125"
"3794","7824.033203125","7824.033203125","7824.033203125"
"3803","8340.802734375","8340.802734375","8340.802734375"
"3815","7492.7138671875","7492.7138671875","7492.7138671875"
"3818","6647.55078125","6647.55078125","6647.55078125"
"3836","7519.994140625","7519.994140625","7519.994140625"
"3838","7040.8173828125","7040.8173828125","7040.8173828125"
"3849","7055.4248046875","7055.4248046875","7055.4248046875"
"3857","8798.59375","8798.59375","8798.59375"
"3871","7264.6396484375","7264.6396484375","7264.6396484375"
"3878","7370.61962890625","7370.61962890625","7370.61962890625"
"3883","7303.708984375","7303.708984375","7303.708984375"
"3887","9022.892578125","9022.892578125","9022.892578125"
"3889","7550.2451171875","7550.2451171875","7550.2451171875"
"3892","9643.251953125","9643.251953125","9643.251953125"
"3910","8652.822265625","8652.822265625","8652.822265625"
"3921","6963.0283203125","6963.0283203125","6963.0283203125"
"3923","8418.8125","8418.8125","8418.8125"
"3931","7625.82568359375","7625.82568359375","7625.82568359375"
"3951","7575.85595703125","7575.85595703125","7575.85595703125"
"3958","7366.98486328125","7366.98486328125","7366.98486328125"
"3961","7694.4921875","7694.4921875","7694.4921875"
"3974","7446.671875","7446.671875","7446.671875"
"3993","6991.671875","6991.671875","6991.671875"
"4009","8232.61328125","8232.61328125","8232.61328125"
"4012","8068.134765625","8068.134765625","8068.134765625"
"4016","7076.28759765625","7076.28759765625","7076.28759765625"
"4021","8290.353515625","8290.353515625","8290.353515625"
"4032","6773.13671875","6773.13671875","6773.13671875"
"4040","7891.24560546875","7891.24560546875","7891.24560546875"
"4054","8028.4208984375","8028.4208984375","8028.4208984375"
"4066","7616.80322265625","7616.80322265625","7616.80322265625"
"4074","7260.4287109375","7260.4287109375","7260.4287109375"
"4091","7832.2587890625","7832.2587890625","7832.2587890625"
"4101","7727.8115234375","7727.8115234375","7727.8115234375"
"4104","8891.71484375","8891.71484375","8891.71484375"
"4114","7529.3447265625","7529.3447265625","7529.3447265625"
"4131","8193.9306640625","8193.9306640625","8193.9306640625"
"4140","7987.35595703125","7987.35595703125","7987.35595703125"
"4148","7547.73876953125","7547.73876953125","7547.73876953125"
"4162","7353.7744140625","7353.7744140625","7353.7744140625"
"4163","7362.8994140625","7362.8994140625","7362.8994140625"
"4175","8071.935546875","8071.935546875","8071.935546875"
"4181","7393.3427734375","7393.3427734375","7393.3427734375"
"4184","7515.71044921875","7515.71044921875","7515.71044921875"
"4212","8476.5771484375","8476.5771484375","8476.5771484375"
"4213","8019.58984375","8019.58984375","8019.58984375"
"4229","8070.15478515625","8070.15478515625","8070.15478515625"
"4247","8519.373046875","8519.373046875","8519.373046875"
"4281","8860.11328125","8860.11328125","8860.11328125"
"4295","7673.4130859375","7673.4130859375","7673.4130859375"
"4318","7750.92822265625","7750.92822265625","7750.92822265625"
"4321","6357.80712890625","6357.80712890625","6357.80712890625"
"4337","8122.392578125","8122.392578125","8122.392578125"
"4341","7578.9326171875","7578.9326171875","7578.9326171875"
"4349","8735.412109375","8735.412109375","8735.412109375"
"4358","7033.94140625","7033.94140625","7033.94140625"
"4359","8423.4892578125","8423.4892578125","8423.4892578125"
"4369","7385.30859375","7385.30859375","7385.30859375"
"4377","7287.8720703125","7287.8720703125","7287.8720703125"
"4379","7107.89697265625","7107.89697265625","7107.89697265625"
"4392","7430.39599609375","7430.39599609375","7430.39599609375"
"4402","7822.8828125","7822.8828125","7822.8828125"
"4413","7519.79296875","7519.79296875","7519.79296875"
"4415","7968.41796875","7968.41796875","7968.41796875"
"4420","7618.78515625","7618.78515625","7618.78515625"
"4424","7124.07080078125","7124.07080078125","7124.07080078125"
"4425","7192.08349609375","7192.08349609375","7192.08349609375"
"4429","8782.4130859375","8782.4130859375","8782.4130859375"
"4443","7792.27734375","7792.27734375","7792.27734375"
"4445","8765.279296875","8765.279296875","8765.279296875"
"4447","8499.7119140625","8499.7119140625","8499.7119140625"
"4453","7883.0888671875","7883.0888671875","7883.0888671875"
"4465","8803.8828125","8803.8828125","8803.8828125"
"4478","8789.6728515625","8789.6728515625","8789.6728515625"
"4481","7373.638671875","7373.638671875","7373.638671875"
"4487","7422.8388671875","7422.8388671875","7422.8388671875"
"4489","8558.8076171875","8558.8076171875","8558.8076171875"
"4491","7425.55810546875","7425.55810546875","7425.55810546875"
"4494","7874.46044921875","7874.46044921875","7874.46044921875"
"4502","6667.6533203125","6667.6533203125","6667.6533203125"
"4505","7618.5859375","7618.5859375","7618.5859375"
"4510","7995.75634765625","7995.75634765625","7995.75634765625"
"4526","8528.642578125","8528.642578125","8528.642578125"
"4527","7382.54296875","7382.54296875","7382.54296875"
"4553","9259.7255859375","9259.7255859375","9259.7255859375"
"4579","8177.193359375","8177.193359375","8177.193359375"
"4609","8963.708984375","8963.708984375","8963.708984375"
"4618","7687.4248046875","7687.4248046875","7687.4248046875"
"4631","8574.28515625","8574.28515625","8574.28515625"
"4637","8978.857421875","8978.857421875","8978.857421875"
"4648","8075.8251953125","8075.8251953125","8075.8251953125"
"4650","7669.216796875","7669.216796875","7669.216796875"
"4651","7784.822265625","7784.822265625","7784.822265625"
"4658","7861.142578125","7861.142578125","7861.142578125"
"4659","8391.720703125","8391.720703125","8391.720703125"
"4666","8423.8701171875","8423.8701171875","8423.8701171875"
"4672","8642.107421875","8642.107421875","8642.107421875"
"4689","7764.6376953125","7764.6376953125","7764.6376953125"
"4694","7513.0263671875","7513.0263671875","7513.0263671875"
"4729","8116.150390625","8116.150390625","8116.150390625"
"4735","8844.572265625","8844.572265625","8844.572265625"
"4756","8237.24609375","8237.24609375","8237.24609375"
"4762","7883.3017578125","7883.3017578125","7883.3017578125"
"4774","8006.32177734375","8006.32177734375","8006.32177734375"
"4799","8880.791015625","8880.791015625","8880.791015625"
"4860","8336.224609375","8336.224609375","8336.224609375"
"4890","9256.361328125","9256.361328125","9256.361328125"
"4911","8045.76416015625","8045.76416015625","8045.76416015625"
"4919","8297.81640625","8297.81640625","8297.81640625"
"4923","9178.9921875","9178.9921875","9178.9921875"
"4935","8842.396484375","8842.396484375","8842.396484375"
"4937","9622.59375","9622.59375","9622.59375"
"4942","9240.6142578125","9240.6142578125","9240.6142578125"
"4950","9490.1806640625","9490.1806640625","9490.1806640625"
"4951","8127.75146484375","8127.75146484375","8127.75146484375"
"4967","9032.259765625","9032.259765625","9032.259765625"
"4968","8291.541015625","8291.541015625","8291.541015625"
"4979","8685.78125","8685.78125","8685.78125"
"5004","8523.03515625","8523.03515625","8523.03515625"
"5015","8150.173828125","8150.173828125","8150.173828125"
"5019","9674.138671875","9674.138671875","9674.138671875"
"5035","9089.263671875","9089.263671875","9089.263671875"
"5038","7129.4677734375","7129.4677734375","7129.4677734375"
"5041","8266.572265625","8266.572265625","8266.572265625"
"5056","8754.982421875","8754.982421875","8754.982421875"
"5062","8978.3251953125","8978.3251953125","8978.3251953125"
"5065","8785.0302734375","8785.0302734375","8785.0302734375"
