"Step","dual_nyc_man_south_no_info_paper_v2_mode1 - combined/total_reward","dual_nyc_man_south_no_info_paper_v2_mode1 - combined/total_reward__MIN","dual_nyc_man_south_no_info_paper_v2_mode1 - combined/total_reward__MAX"
"2090","8548.193359375","8548.193359375","8548.193359375"
"2098","9773.2919921875","9773.2919921875","9773.2919921875"
"2105","9210.572265625","9210.572265625","9210.572265625"
"2110","9068.591796875","9068.591796875","9068.591796875"
"2135","9189.119140625","9189.119140625","9189.119140625"
"2141","9704.302734375","9704.302734375","9704.302734375"
"2143","9181.0908203125","9181.0908203125","9181.0908203125"
"2152","8930.41796875","8930.41796875","8930.41796875"
"2164","8746.3212890625","8746.3212890625","8746.3212890625"
"2171","8114.9580078125","8114.9580078125","8114.9580078125"
"2184","10157.5419921875","10157.5419921875","10157.5419921875"
"2187","8809.2666015625","8809.2666015625","8809.2666015625"
"2189","8779.0888671875","8779.0888671875","8779.0888671875"
"2201","8962.9765625","8962.9765625","8962.9765625"
"2203","8075.6640625","8075.6640625","8075.6640625"
"2213","8439.8896484375","8439.8896484375","8439.8896484375"
"2247","9235.66015625","9235.66015625","9235.66015625"
"2263","8049.3134765625","8049.3134765625","8049.3134765625"
"2272","10058.0908203125","10058.0908203125","10058.0908203125"
"2283","9738.4775390625","9738.4775390625","9738.4775390625"
"2295","9071.271484375","9071.271484375","9071.271484375"
"2302","9652.84765625","9652.84765625","9652.84765625"
"2328","9521.12109375","9521.12109375","9521.12109375"
"2352","8650.1025390625","8650.1025390625","8650.1025390625"
"2378","8328.7919921875","8328.7919921875","8328.7919921875"
"2382","9653.783203125","9653.783203125","9653.783203125"
"2400","9167.8818359375","9167.8818359375","9167.8818359375"
"2419","8980.388671875","8980.388671875","8980.388671875"
"2422","8825.9677734375","8825.9677734375","8825.9677734375"
"2428","8714.1494140625","8714.1494140625","8714.1494140625"
"2429","9254.6796875","9254.6796875","9254.6796875"
"2459","10583.94140625","10583.94140625","10583.94140625"
"2533","9365.1767578125","9365.1767578125","9365.1767578125"
"2537","9315.3359375","9315.3359375","9315.3359375"
"2542","9389.349609375","9389.349609375","9389.349609375"
"2549","9572.5810546875","9572.5810546875","9572.5810546875"
"2563","8995.228515625","8995.228515625","8995.228515625"
"2573","9848.5625","9848.5625","9848.5625"
"2590","9351.828125","9351.828125","9351.828125"
"2612","10151.763671875","10151.763671875","10151.763671875"
"2624","9428.708984375","9428.708984375","9428.708984375"
"2662","9237.939453125","9237.939453125","9237.939453125"
"2672","10244.5869140625","10244.5869140625","10244.5869140625"
"2700","9506.12890625","9506.12890625","9506.12890625"
"2707","11244.5703125","11244.5703125","11244.5703125"
"2732","10123.6015625","10123.6015625","10123.6015625"
"2738","9503.2158203125","9503.2158203125","9503.2158203125"
"2752","9822.91015625","9822.91015625","9822.91015625"
"2773","9760.0390625","9760.0390625","9760.0390625"
"2815","10027.015625","10027.015625","10027.015625"
"2821","9888.169921875","9888.169921875","9888.169921875"
"2833","8772.7490234375","8772.7490234375","8772.7490234375"
"2836","8740.05078125","8740.05078125","8740.05078125"
"2863","8668.2353515625","8668.2353515625","8668.2353515625"
"2874","9902.7958984375","9902.7958984375","9902.7958984375"
"2902","9306.06640625","9306.06640625","9306.06640625"
"2911","8774.525390625","8774.525390625","8774.525390625"
"2941","10509.1005859375","10509.1005859375","10509.1005859375"
"2958","9248.81640625","9248.81640625","9248.81640625"
"2975","8913.79296875","8913.79296875","8913.79296875"
"2977","9939.22265625","9939.22265625","9939.22265625"
"2992","10052.916015625","10052.916015625","10052.916015625"
"3003","9940.4296875","9940.4296875","9940.4296875"
"3029","9816.71484375","9816.71484375","9816.71484375"
"3030","10022.0302734375","10022.0302734375","10022.0302734375"
"3052","10928.45703125","10928.45703125","10928.45703125"
"3066","9987.59765625","9987.59765625","9987.59765625"
"3068","9217.6767578125","9217.6767578125","9217.6767578125"
"3070","10271.7578125","10271.7578125","10271.7578125"
"3073","10796.181640625","10796.181640625","10796.181640625"
"3091","9978.3271484375","9978.3271484375","9978.3271484375"
"3096","9935.658203125","9935.658203125","9935.658203125"
"3117","9753.0322265625","9753.0322265625","9753.0322265625"
"3121","9591.814453125","9591.814453125","9591.814453125"
"3124","10457.109375","10457.109375","10457.109375"
"3163","9941.763671875","9941.763671875","9941.763671875"
"3167","9407.0693359375","9407.0693359375","9407.0693359375"
"3214","10030.595703125","10030.595703125","10030.595703125"
"3215","10103.302734375","10103.302734375","10103.302734375"
"3224","10516.9130859375","10516.9130859375","10516.9130859375"
"3263","10140.68359375","10140.68359375","10140.68359375"
"3273","10892.158203125","10892.158203125","10892.158203125"
"3274","10159.4912109375","10159.4912109375","10159.4912109375"
"3296","10131.62890625","10131.62890625","10131.62890625"
"3306","10759.052734375","10759.052734375","10759.052734375"
"3316","9787.54296875","9787.54296875","9787.54296875"
"3318","10747.697265625","10747.697265625","10747.697265625"
"3335","10645.509765625","10645.509765625","10645.509765625"
"3341","9543.6640625","9543.6640625","9543.6640625"
"3353","9971.12109375","9971.12109375","9971.12109375"
"3356","10046.87109375","10046.87109375","10046.87109375"
"3365","10205.3798828125","10205.3798828125","10205.3798828125"
"3367","10162.4365234375","10162.4365234375","10162.4365234375"
"3372","10426.28125","10426.28125","10426.28125"
"3417","11277.38671875","11277.38671875","11277.38671875"
"3444","11830.3330078125","11830.3330078125","11830.3330078125"
"3494","11235.1875","11235.1875","11235.1875"
"3506","10695.6240234375","10695.6240234375","10695.6240234375"
"3528","11412.3837890625","11412.3837890625","11412.3837890625"
"3557","11240.880859375","11240.880859375","11240.880859375"
"3563","10030.6787109375","10030.6787109375","10030.6787109375"
"3577","11109.75390625","11109.75390625","11109.75390625"
"3595","11029.689453125","11029.689453125","11029.689453125"
"3599","10497.283203125","10497.283203125","10497.283203125"
"3602","10319.6796875","10319.6796875","10319.6796875"
"3608","10298.25390625","10298.25390625","10298.25390625"
"3610","10582.0341796875","10582.0341796875","10582.0341796875"
"3629","11046.15625","11046.15625","11046.15625"
"3656","9373.240234375","9373.240234375","9373.240234375"
"3673","11264.56640625","11264.56640625","11264.56640625"
"3678","10738.728515625","10738.728515625","10738.728515625"
"3740","10966.1611328125","10966.1611328125","10966.1611328125"
"3749","12039.3056640625","12039.3056640625","12039.3056640625"
"3758","11419.19921875","11419.19921875","11419.19921875"
"3765","10308.552734375","10308.552734375","10308.552734375"
"3767","10666.3154296875","10666.3154296875","10666.3154296875"
"3794","11112.658203125","11112.658203125","11112.658203125"
"3803","11027.66015625","11027.66015625","11027.66015625"
"3818","11217.013671875","11217.013671875","11217.013671875"
"3836","10869.458984375","10869.458984375","10869.458984375"
"3838","11010.7392578125","11010.7392578125","11010.7392578125"
"3849","10869.6865234375","10869.6865234375","10869.6865234375"
"3857","10882.57421875","10882.57421875","10882.57421875"
"3871","11008.7744140625","11008.7744140625","11008.7744140625"
"3878","10516.5322265625","10516.5322265625","10516.5322265625"
"3887","11610.15625","11610.15625","11610.15625"
"3889","10349.861328125","10349.861328125","10349.861328125"
"3892","10925.861328125","10925.861328125","10925.861328125"
"3910","11176.978515625","11176.978515625","11176.978515625"
"3921","11136.88671875","11136.88671875","11136.88671875"
"3923","10757.23046875","10757.23046875","10757.23046875"
"3931","10895.1171875","10895.1171875","10895.1171875"
"3951","11016.4189453125","11016.4189453125","11016.4189453125"
"3958","10456.056640625","10456.056640625","10456.056640625"
"3974","11860.974609375","11860.974609375","11860.974609375"
"3993","10966.404296875","10966.404296875","10966.404296875"
"4009","10845.236328125","10845.236328125","10845.236328125"
"4012","10989.44140625","10989.44140625","10989.44140625"
"4016","11298.376953125","11298.376953125","11298.376953125"
"4021","10281.2177734375","10281.2177734375","10281.2177734375"
"4032","11254.224609375","11254.224609375","11254.224609375"
"4054","11330.267578125","11330.267578125","11330.267578125"
"4066","11335.701171875","11335.701171875","11335.701171875"
"4101","11000.5947265625","11000.5947265625","11000.5947265625"
"4114","10622.44921875","10622.44921875","10622.44921875"
"4131","10746.9970703125","10746.9970703125","10746.9970703125"
"4140","11176.3310546875","11176.3310546875","11176.3310546875"
"4148","11004.326171875","11004.326171875","11004.326171875"
"4162","10605.966796875","10605.966796875","10605.966796875"
"4163","12379.767578125","12379.767578125","12379.767578125"
"4175","11031.2412109375","11031.2412109375","11031.2412109375"
"4181","10390.83984375","10390.83984375","10390.83984375"
"4184","10432.029296875","10432.029296875","10432.029296875"
"4212","10890.05859375","10890.05859375","10890.05859375"
"4213","10691.79296875","10691.79296875","10691.79296875"
"4281","10855.380859375","10855.380859375","10855.380859375"
"4321","10166.076171875","10166.076171875","10166.076171875"
"4337","12127.482421875","12127.482421875","12127.482421875"
"4341","11175.62890625","11175.62890625","11175.62890625"
"4349","11699.671875","11699.671875","11699.671875"
"4369","10617.41015625","10617.41015625","10617.41015625"
"4379","10151.34375","10151.34375","10151.34375"
"4392","11252.30078125","11252.30078125","11252.30078125"
"4402","10334.439453125","10334.439453125","10334.439453125"
"4413","10577.3916015625","10577.3916015625","10577.3916015625"
"4420","11550.951171875","11550.951171875","11550.951171875"
"4424","10213.783203125","10213.783203125","10213.783203125"
"4425","10931.5107421875","10931.5107421875","10931.5107421875"
"4429","11481.046875","11481.046875","11481.046875"
"4443","10982.712890625","10982.712890625","10982.712890625"
"4447","11309.3173828125","11309.3173828125","11309.3173828125"
"4453","10964.361328125","10964.361328125","10964.361328125"
"4478","11692.673828125","11692.673828125","11692.673828125"
"4481","10948.6533203125","10948.6533203125","10948.6533203125"
"4487","11229.2841796875","11229.2841796875","11229.2841796875"
"4489","11179.056640625","11179.056640625","11179.056640625"
"4494","11099.224609375","11099.224609375","11099.224609375"
"4502","10420.84375","10420.84375","10420.84375"
"4505","10514.873046875","10514.873046875","10514.873046875"
"4526","10528.09375","10528.09375","10528.09375"
"4527","10592.173828125","10592.173828125","10592.173828125"
"4579","10353.0703125","10353.0703125","10353.0703125"
"4609","9625.685546875","9625.685546875","9625.685546875"
"4631","10088.0166015625","10088.0166015625","10088.0166015625"
"4637","11738.8466796875","11738.8466796875","11738.8466796875"
"4648","10527.4931640625","10527.4931640625","10527.4931640625"
"4650","10369.0966796875","10369.0966796875","10369.0966796875"
"4651","11145.720703125","11145.720703125","11145.720703125"
"4658","10367.056640625","10367.056640625","10367.056640625"
"4659","10503.302734375","10503.302734375","10503.302734375"
"4666","11939.791015625","11939.791015625","11939.791015625"
"4672","12041.431640625","12041.431640625","12041.431640625"
"4689","10650.009765625","10650.009765625","10650.009765625"
"4694","11653.283203125","11653.283203125","11653.283203125"
"4735","10974.509765625","10974.509765625","10974.509765625"
"4756","11358.279296875","11358.279296875","11358.279296875"
"4774","10323.8828125","10323.8828125","10323.8828125"
"4799","10741.669921875","10741.669921875","10741.669921875"
"4890","11112.8486328125","11112.8486328125","11112.8486328125"
"4911","11116.2294921875","11116.2294921875","11116.2294921875"
"4935","11268.9765625","11268.9765625","11268.9765625"
"4937","11770.03125","11770.03125","11770.03125"
"4950","11969.857421875","11969.857421875","11969.857421875"
"4968","11292.23828125","11292.23828125","11292.23828125"
"4979","11873.568359375","11873.568359375","11873.568359375"
"5004","11237.939453125","11237.939453125","11237.939453125"
"5019","11686.5732421875","11686.5732421875","11686.5732421875"
"5035","10468.408203125","10468.408203125","10468.408203125"
"5038","11991.7041015625","11991.7041015625","11991.7041015625"
"5041","11249.7392578125","11249.7392578125","11249.7392578125"
"5056","11400.7958984375","11400.7958984375","11400.7958984375"
"5065","12017.697265625","12017.697265625","12017.697265625"
"5076","12916.2646484375","12916.2646484375","12916.2646484375"
"5140","11483.873046875","11483.873046875","11483.873046875"
"5158","11515.24609375","11515.24609375","11515.24609375"
"5164","11305.7109375","11305.7109375","11305.7109375"
"5168","11987.58984375","11987.58984375","11987.58984375"
"5210","10573.685546875","10573.685546875","10573.685546875"
"5218","11175.6640625","11175.6640625","11175.6640625"
"5233","12438.958984375","12438.958984375","12438.958984375"
"5240","10911.216796875","10911.216796875","10911.216796875"
"5242","11370.55859375","11370.55859375","11370.55859375"
"5248","12656.626953125","12656.626953125","12656.626953125"
"5266","12187.513671875","12187.513671875","12187.513671875"
"5294","10831.68359375","10831.68359375","10831.68359375"
"5313","11243.93359375","11243.93359375","11243.93359375"
"5327","11959.65625","11959.65625","11959.65625"
"5335","11281.8037109375","11281.8037109375","11281.8037109375"
"5336","11705.689453125","11705.689453125","11705.689453125"
"5342","11009.37109375","11009.37109375","11009.37109375"
"5346","11188.38671875","11188.38671875","11188.38671875"
"5348","11415.53515625","11415.53515625","11415.53515625"
"5360","12093.3701171875","12093.3701171875","12093.3701171875"
"5369","12216.18359375","12216.18359375","12216.18359375"
"5388","11557.470703125","11557.470703125","11557.470703125"
"5390","11074.0146484375","11074.0146484375","11074.0146484375"
"5396","10798.408203125","10798.408203125","10798.408203125"
"5419","12079.9306640625","12079.9306640625","12079.9306640625"
"5438","10970.5751953125","10970.5751953125","10970.5751953125"
"5473","11377.525390625","11377.525390625","11377.525390625"
"5483","11409.76171875","11409.76171875","11409.76171875"
"5520","11120.3720703125","11120.3720703125","11120.3720703125"
"5535","12042.32421875","12042.32421875","12042.32421875"
"5544","10831.7783203125","10831.7783203125","10831.7783203125"
"5570","12357.669921875","12357.669921875","12357.669921875"
"5581","11728.234375","11728.234375","11728.234375"
"5593","11211.5625","11211.5625","11211.5625"
"5596","11960.07421875","11960.07421875","11960.07421875"
"5604","12306.224609375","12306.224609375","12306.224609375"
"5613","10991.36328125","10991.36328125","10991.36328125"
"5644","12116.7275390625","12116.7275390625","12116.7275390625"
"5653","11862.37109375","11862.37109375","11862.37109375"
"5661","11492.6328125","11492.6328125","11492.6328125"
"5714","12214.88671875","12214.88671875","12214.88671875"
"5741","11685.6865234375","11685.6865234375","11685.6865234375"
"5755","11210.095703125","11210.095703125","11210.095703125"
"5769","12081.865234375","12081.865234375","12081.865234375"
"5773","10395.701171875","10395.701171875","10395.701171875"
"5778","12142.451171875","12142.451171875","12142.451171875"
"5817","11121.779296875","11121.779296875","11121.779296875"
"5824","11393.443359375","11393.443359375","11393.443359375"
"5847","11944.576171875","11944.576171875","11944.576171875"
"5901","12654.734375","12654.734375","12654.734375"
"5904","13290.513671875","13290.513671875","13290.513671875"
"5909","11593.7939453125","11593.7939453125","11593.7939453125"
"5937","11592.05078125","11592.05078125","11592.05078125"
"5947","12409.25390625","12409.25390625","12409.25390625"
"5956","11884.767578125","11884.767578125","11884.767578125"
"5972","12022.1767578125","12022.1767578125","12022.1767578125"
"6007","12415.7265625","12415.7265625","12415.7265625"
"6023","11089.98046875","11089.98046875","11089.98046875"
"6026","12321.46875","12321.46875","12321.46875"
"6032","11599.9140625","11599.9140625","11599.9140625"
"6054","11319.359375","11319.359375","11319.359375"
"6076","11879.900390625","11879.900390625","11879.900390625"
"6087","12550.71484375","12550.71484375","12550.71484375"
"6089","12024.595703125","12024.595703125","12024.595703125"
"6103","11799.23046875","11799.23046875","11799.23046875"
"6125","12391.4892578125","12391.4892578125","12391.4892578125"
"6137","11532.18359375","11532.18359375","11532.18359375"
"6139","10995.208984375","10995.208984375","10995.208984375"
"6152","11786.21484375","11786.21484375","11786.21484375"
"6196","12444.1513671875","12444.1513671875","12444.1513671875"
"6205","12243.376953125","12243.376953125","12243.376953125"
"6208","11589.642578125","11589.642578125","11589.642578125"
"6221","10456.814453125","10456.814453125","10456.814453125"
"6232","11822.890625","11822.890625","11822.890625"
"6243","11868.2578125","11868.2578125","11868.2578125"
"6261","12245.248046875","12245.248046875","12245.248046875"
"6269","12090.486328125","12090.486328125","12090.486328125"
"6293","11645.79296875","11645.79296875","11645.79296875"
"6297","11918.8779296875","11918.8779296875","11918.8779296875"
"6312","11175.642578125","11175.642578125","11175.642578125"
"6318","12020.5078125","12020.5078125","12020.5078125"
"6322","11900.31640625","11900.31640625","11900.31640625"
"6334","12455.18359375","12455.18359375","12455.18359375"
"6351","12171.9189453125","12171.9189453125","12171.9189453125"
"6357","12293.541015625","12293.541015625","12293.541015625"
"6370","11152.583984375","11152.583984375","11152.583984375"
"6382","11792.28515625","11792.28515625","11792.28515625"
"6387","11313.9765625","11313.9765625","11313.9765625"
"6440","11704.88671875","11704.88671875","11704.88671875"
"6442","11547.1220703125","11547.1220703125","11547.1220703125"
"6447","11132.4873046875","11132.4873046875","11132.4873046875"
"6455","12185.685546875","12185.685546875","12185.685546875"
"6459","11600.138671875","11600.138671875","11600.138671875"
"6484","11452.96875","11452.96875","11452.96875"
"6495","12558.9921875","12558.9921875","12558.9921875"
"6534","11743.4296875","11743.4296875","11743.4296875"
"6551","12494.6025390625","12494.6025390625","12494.6025390625"
"6552","12102.615234375","12102.615234375","12102.615234375"
"6565","11527.6484375","11527.6484375","11527.6484375"
"6579","12251.5458984375","12251.5458984375","12251.5458984375"
"6603","11328.201171875","11328.201171875","11328.201171875"
"6627","12649.783203125","12649.783203125","12649.783203125"
"6630","11590.197265625","11590.197265625","11590.197265625"
"6643","12130.57421875","12130.57421875","12130.57421875"
"6644","12330.123046875","12330.123046875","12330.123046875"
"6659","12663.037109375","12663.037109375","12663.037109375"
"6673","12103.4921875","12103.4921875","12103.4921875"
"6676","12872.267578125","12872.267578125","12872.267578125"
"6678","12248.0732421875","12248.0732421875","12248.0732421875"
"6685","11888.9853515625","11888.9853515625","11888.9853515625"
"6691","13002.40234375","13002.40234375","13002.40234375"
"6692","12436.970703125","12436.970703125","12436.970703125"
"6695","11600.4287109375","11600.4287109375","11600.4287109375"
"6700","12041.251953125","12041.251953125","12041.251953125"
"6736","12420.697265625","12420.697265625","12420.697265625"
"6742","12045.18359375","12045.18359375","12045.18359375"
"6749","12473.24609375","12473.24609375","12473.24609375"
"6759","12662.04296875","12662.04296875","12662.04296875"
"6763","12291.1171875","12291.1171875","12291.1171875"
"6782","12637.1640625","12637.1640625","12637.1640625"
"6826","12836.2080078125","12836.2080078125","12836.2080078125"
"6828","12585.3330078125","12585.3330078125","12585.3330078125"
"6886","12592.306640625","12592.306640625","12592.306640625"
"6944","11681.40625","11681.40625","11681.40625"
"6955","12155.201171875","12155.201171875","12155.201171875"
"6973","12334.9267578125","12334.9267578125","12334.9267578125"
"7004","12810.07421875","12810.07421875","12810.07421875"
"7007","12270.451171875","12270.451171875","12270.451171875"
"7010","12155.537109375","12155.537109375","12155.537109375"
"7018","11831.833984375","11831.833984375","11831.833984375"
"7051","10694.7724609375","10694.7724609375","10694.7724609375"
"7056","12085.216796875","12085.216796875","12085.216796875"
"7061","12150.048828125","12150.048828125","12150.048828125"
"7064","12040.2998046875","12040.2998046875","12040.2998046875"
"7077","12227.158203125","12227.158203125","12227.158203125"
"7112","12647.8115234375","12647.8115234375","12647.8115234375"
"7114","12817.1591796875","12817.1591796875","12817.1591796875"
"7149","12832.22265625","12832.22265625","12832.22265625"
"7162","13246.419921875","13246.419921875","13246.419921875"
"7200","12465.25","12465.25","12465.25"
"7212","13329.259765625","13329.259765625","13329.259765625"
"7238","13666.875","13666.875","13666.875"
"7239","11870.3828125","11870.3828125","11870.3828125"
"7248","13215.068359375","13215.068359375","13215.068359375"
"7260","13179.2109375","13179.2109375","13179.2109375"
"7275","12448.029296875","12448.029296875","12448.029296875"
"7299","11821.99609375","11821.99609375","11821.99609375"
"7301","12617.2578125","12617.2578125","12617.2578125"
"7329","12699.9501953125","12699.9501953125","12699.9501953125"
"7330","11939.9140625","11939.9140625","11939.9140625"
"7344","12408.25390625","12408.25390625","12408.25390625"
"7349","12497.3916015625","12497.3916015625","12497.3916015625"
"7357","12347.8623046875","12347.8623046875","12347.8623046875"
"7373","12306.8271484375","12306.8271484375","12306.8271484375"
"7389","12822.2822265625","12822.2822265625","12822.2822265625"
"7390","12595.03515625","12595.03515625","12595.03515625"
"7431","12308.751953125","12308.751953125","12308.751953125"
"7441","12389.138671875","12389.138671875","12389.138671875"
"7454","12121.9755859375","12121.9755859375","12121.9755859375"
