"Step","dual_nyc_man_south_paper_v2_mode0 - combined/total_reward","dual_nyc_man_south_paper_v2_mode0 - combined/total_reward__MIN","dual_nyc_man_south_paper_v2_mode0 - combined/total_reward__MAX"
"1252","17184.413094488846","17184.413094488846","17184.413094488846"
"1268","17638.02097308247","17638.02097308247","17638.02097308247"
"1271","16094.356744866245","16094.356744866245","16094.356744866245"
"1301","17034.333062937065","17034.333062937065","17034.333062937065"
"1350","16716.206361000113","16716.206361000113","16716.206361000113"
"1351","16849.872857420356","16849.872857420356","16849.872857420356"
"1362","17216.591803751806","17216.591803751806","17216.591803751806"
"1366","16195.129533438787","16195.129533438787","16195.129533438787"
"1373","16533.665244588745","16533.665244588745","16533.665244588745"
"1403","17903.788355588862","17903.788355588862","17903.788355588862"
"1408","17700.62702933178","17700.62702933178","17700.62702933178"
"1428","17032.472901848152","17032.472901848152","17032.472901848152"
"1446","17560.96487859363","17560.96487859363","17560.96487859363"
"1447","16814.197521811526","16814.197521811526","16814.197521811526"
"1448","16661.183915417918","16661.183915417918","16661.183915417918"
"1470","17121.534307054062","17121.534307054062","17121.534307054062"
"1501","17102.176837634586","17102.176837634586","17102.176837634586"
"1507","17065.156898962152","17065.156898962152","17065.156898962152"
"1511","16495.724317238317","16495.724317238317","16495.724317238317"
"1531","17130.711911560666","17130.711911560666","17130.711911560666"
"1551","17546.241085442336","17546.241085442336","17546.241085442336"
"1574","17596.88062490288","17596.88062490288","17596.88062490288"
"1576","17000.190362137862","17000.190362137862","17000.190362137862"
"1589","16573.436488566993","16573.436488566993","16573.436488566993"
"1598","15911.483412892663","15911.483412892663","15911.483412892663"
"1600","16763.70131987457","16763.70131987457","16763.70131987457"
"1650","17255.906676490173","17255.906676490173","17255.906676490173"
"1686","17338.300184731936","17338.300184731936","17338.300184731936"
"1702","17053.50186208236","17053.50186208236","17053.50186208236"
"1718","16917.619901848153","16917.619901848153","16917.619901848153"
"1741","17557.63037895438","17557.63037895438","17557.63037895438"
"1760","16852.337194805197","16852.337194805197","16852.337194805197"
"1773","17029.92070895771","17029.92070895771","17029.92070895771"
"1782","17511.01911544012","17511.01911544012","17511.01911544012"
"1792","17229.573751665004","17229.573751665004","17229.573751665004"
"1796","17254.873821206573","17254.873821206573","17254.873821206573"
"1800","16640.13918800644","16640.13918800644","16640.13918800644"
"1810","17596.30160822511","17596.30160822511","17596.30160822511"
"1814","17014.897610472864","17014.897610472864","17014.897610472864"
"1821","17774.811480741482","17774.811480741482","17774.811480741482"
"1828","17468.591126623378","17468.591126623378","17468.591126623378"
"1830","17674.09000685426","17674.09000685426","17674.09000685426"
"1832","16461.725313936062","16461.725313936062","16461.725313936062"
"1833","17064.605143911645","17064.605143911645","17064.605143911645"
"1836","16730.325247003","16730.325247003","16730.325247003"
"1846","17196.715275530027","17196.715275530027","17196.715275530027"
"1878","17311.374446026195","17311.374446026195","17311.374446026195"
"1897","16532.232642191142","16532.232642191142","16532.232642191142"
"1933","18022.35135780886","18022.35135780886","18022.35135780886"
"1944","17243.86253080253","17243.86253080253","17243.86253080253"
"1951","17584.3217486125","17584.3217486125","17584.3217486125"
"1956","17324.086977661227","17324.086977661227","17324.086977661227"
"1959","17378.640021811523","17378.640021811523","17378.640021811523"
"1985","18326.48022127872","18326.48022127872","18326.48022127872"
"1991","17571.019282106783","17571.019282106783","17571.019282106783"
"2014","17291.7933003108","17291.7933003108","17291.7933003108"
"2016","17478.569010878015","17478.569010878015","17478.569010878015"
"2028","17030.04125974026","17030.04125974026","17030.04125974026"
"2034","17100.348576950833","17100.348576950833","17100.348576950833"
"2049","18201.19711086136","18201.19711086136","18201.19711086136"
"2068","16935.078269397272","16935.078269397272","16935.078269397272"
"2090","17167.339659590412","17167.339659590412","17167.339659590412"
"2098","17168.99418495394","17168.99418495394","17168.99418495394"
"2105","16235.970319597072","16235.970319597072","16235.970319597072"
"2110","17667.653793123547","17667.653793123547","17667.653793123547"
"2135","17535.78636777112","17535.78636777112","17535.78636777112"
"2141","17307.51969649795","17307.51969649795","17307.51969649795"
"2143","16726.78913020313","16726.78913020313","16726.78913020313"
"2152","17022.029801837052","17022.029801837052","17022.029801837052"
"2164","17712.068282717286","17712.068282717286","17712.068282717286"
"2171","17383.518134310136","17383.518134310136","17383.518134310136"
"2184","16925.532974830727","16925.532974830727","16925.532974830727"
"2187","17441.506165223665","17441.506165223665","17441.506165223665"
"2189","17499.185632478635","17499.185632478635","17499.185632478635"
"2201","17554.432217227215","17554.432217227215","17554.432217227215"
"2203","17916.261425324676","17916.261425324676","17916.261425324676"
"2213","17267.360291569545","17267.360291569545","17267.360291569545"
"2247","17346.779534326786","17346.779534326786","17346.779534326786"
"2263","16838.501712259964","16838.501712259964","16838.501712259964"
"2272","17609.830476523475","17609.830476523475","17609.830476523475"
"2283","17097.926003968256","17097.926003968256","17097.926003968256"
"2295","16645.67640651016","16645.67640651016","16645.67640651016"
"2302","17905.453378871127","17905.453378871127","17905.453378871127"
"2328","17934.230262459765","17934.230262459765","17934.230262459765"
"2352","17237.42663078588","17237.42663078588","17237.42663078588"
"2378","16701.114436480195","16701.114436480195","16701.114436480195"
"2382","17498.03261646687","17498.03261646687","17498.03261646687"
"2400","17236.905164335665","17236.905164335665","17236.905164335665"
"2419","17090.54914768565","17090.54914768565","17090.54914768565"
"2422","17219.39995668221","17219.39995668221","17219.39995668221"
"2428","16671.29188855589","16671.29188855589","16671.29188855589"
"2429","17542.27762873238","17542.27762873238","17542.27762873238"
"2459","17830.778821539578","17830.778821539578","17830.778821539578"
"2533","17637.54498462649","17637.54498462649","17637.54498462649"
"2537","17174.247924103678","17174.247924103678","17174.247924103678"
"2542","17089.020061133313","17089.020061133313","17089.020061133313"
"2549","17384.193785686533","17384.193785686533","17384.193785686533"
"2563","17540.0513946609","17540.0513946609","17540.0513946609"
"2573","17706.824574481077","17706.824574481077","17706.824574481077"
"2590","18152.58416514042","18152.58416514042","18152.58416514042"
"2612","17806.483587107337","17806.483587107337","17806.483587107337"
"2624","17443.560153984905","17443.560153984905","17443.560153984905"
"2662","17548.49015723166","17548.49015723166","17548.49015723166"
"2672","17487.54875760351","17487.54875760351","17487.54875760351"
"2700","17525.40877763903","17525.40877763903","17525.40877763903"
"2707","17388.391766761022","17388.391766761022","17388.391766761022"
"2732","18299.76916780442","18299.76916780442","18299.76916780442"
"2738","17234.745735486737","17234.745735486737","17234.745735486737"
"2752","17414.044960234212","17414.044960234212","17414.044960234212"
"2773","17663.308319569325","17663.308319569325","17663.308319569325"
"2815","16604.740113275617","16604.740113275617","16604.740113275617"
"2821","17358.85091733267","17358.85091733267","17358.85091733267"
"2833","17856.083386613387","17856.083386613387","17856.083386613387"
"2836","18258.45932953158","18258.45932953158","18258.45932953158"
"2863","17242.54808011433","17242.54808011433","17242.54808011433"
"2874","17663.815054750805","17663.815054750805","17663.815054750805"
"2902","17614.093966588967","17614.093966588967","17614.093966588967"
"2911","17382.003130147634","17382.003130147634","17382.003130147634"
"2941","17382.722516039517","17382.722516039517","17382.722516039517"
"2958","17528.790446081694","17528.790446081694","17528.790446081694"
"2975","17131.53824886225","17131.53824886225","17131.53824886225"
"2977","17674.227088938842","17674.227088938842","17674.227088938842"
"2992","17463.760519758023","17463.760519758023","17463.760519758023"
"3003","18119.91317779443","18119.91317779443","18119.91317779443"
"3029","17435.112844017094","17435.112844017094","17435.112844017094"
"3030","17722.57768098568","17722.57768098568","17722.57768098568"
"3052","17485.253984987234","17485.253984987234","17485.253984987234"
"3066","17103.482024808523","17103.482024808523","17103.482024808523"
"3068","17393.44244782995","17393.44244782995","17393.44244782995"
"3070","17758.2869483017","17758.2869483017","17758.2869483017"
"3073","17557.5445986791","17557.5445986791","17557.5445986791"
"3091","17701.78503801754","17701.78503801754","17701.78503801754"
"3096","17693.6887984793","17693.6887984793","17693.6887984793"
"3117","17214.879883755137","17214.879883755137","17214.879883755137"
"3121","17069.41070698746","17069.41070698746","17069.41070698746"
"3124","17180.3261950827","17180.3261950827","17180.3261950827"
"3163","17222.62567374293","17222.62567374293","17222.62567374293"
"3167","17829.309739898992","17829.309739898992","17829.309739898992"
"3214","17709.64603507604","17709.64603507604","17709.64603507604"
"3215","17152.614119269623","17152.614119269623","17152.614119269623"
"3224","18058.24106529582","18058.24106529582","18058.24106529582"
"3263","17169.494249667005","17169.494249667005","17169.494249667005"
"3273","17687.153017149518","17687.153017149518","17687.153017149518"
"3274","17476.89136843712","17476.89136843712","17476.89136843712"
"3296","17704.195553779555","17704.195553779555","17704.195553779555"
"3306","17849.849604617608","17849.849604617608","17849.849604617608"
"3316","17288.288283022535","17288.288283022535","17288.288283022535"
"3318","17816.20323828949","17816.20323828949","17816.20323828949"
"3335","17018.32866708292","17018.32866708292","17018.32866708292"
"3341","17320.38788955489","17320.38788955489","17320.38788955489"
"3353","17445.176199300702","17445.176199300702","17445.176199300702"
"3356","16989.114143106897","16989.114143106897","16989.114143106897"
"3365","17896.59245806971","17896.59245806971","17896.59245806971"
"3367","17562.306517787765","17562.306517787765","17562.306517787765"
"3372","17289.549985236983","17289.549985236983","17289.549985236983"
"3417","17883.58632212232","17883.58632212232","17883.58632212232"
"3444","17577.106002525255","17577.106002525255","17577.106002525255"
"3494","17324.2057958708","17324.2057958708","17324.2057958708"
"3506","17601.660557026305","17601.660557026305","17601.660557026305"
"3528","17198.626555722058","17198.626555722058","17198.626555722058"
"3557","17732.84105461206","17732.84105461206","17732.84105461206"
"3563","17546.7280435953","17546.7280435953","17546.7280435953"
"3577","17748.097765789767","17748.097765789767","17748.097765789767"
"3595","18043.425893550895","18043.425893550895","18043.425893550895"
"3599","17485.999805083804","17485.999805083804","17485.999805083804"
"3602","17319.8675014985","17319.8675014985","17319.8675014985"
"3608","17021.462257797764","17021.462257797764","17021.462257797764"
"3610","18595.916003108003","18595.916003108003","18595.916003108003"
"3629","16820.508020868023","16820.508020868023","16820.508020868023"
"3656","17941.70397743923","17941.70397743923","17941.70397743923"
"3673","17830.051361527363","17830.051361527363","17830.051361527363"
"3678","16623.43020934621","16623.43020934621","16623.43020934621"
"3740","17278.1870972916","17278.1870972916","17278.1870972916"
"3749","18049.525017760025","18049.525017760025","18049.525017760025"
"3758","17769.553323260072","17769.553323260072","17769.553323260072"
"3765","17249.261016317017","17249.261016317017","17249.261016317017"
"3767","17558.749003330006","17558.749003330006","17558.749003330006"
"3794","17042.378961760463","17042.378961760463","17042.378961760463"
"3803","17182.278491092242","17182.278491092242","17182.278491092242"
"3818","17738.160099234097","17738.160099234097","17738.160099234097"
"3836","17647.267037323792","17647.267037323792","17647.267037323792"
"3838","17505.635029970028","17505.635029970028","17505.635029970028"
"3849","17516.93581807082","17516.93581807082","17516.93581807082"
"3857","17145.460184454438","17145.460184454438","17145.460184454438"
"3871","17560.92540798091","17560.92540798091","17560.92540798091"
"3878","17593.883045648796","17593.883045648796","17593.883045648796"
"3887","17159.06159987235","17159.06159987235","17159.06159987235"
"3889","17201.49869538795","17201.49869538795","17201.49869538795"
"3892","17610.435022116773","17610.435022116773","17610.435022116773"
"3910","17674.731869852374","17674.731869852374","17674.731869852374"
"3921","18057.276001748258","18057.276001748258","18057.276001748258"
"3923","17737.860905094905","17737.860905094905","17737.860905094905"
"3931","18064.414791458545","18064.414791458545","18064.414791458545"
"3951","17046.49783111333","17046.49783111333","17046.49783111333"
"3958","17488.89985866911","17488.89985866911","17488.89985866911"
"3974","17838.075074009324","17838.075074009324","17838.075074009324"
"3993","17409.497193140192","17409.497193140192","17409.497193140192"
"4009","17785.255900876902","17785.255900876902","17785.255900876902"
"4012","18151.953416028417","18151.953416028417","18151.953416028417"
"4016","17129.532889471644","17129.532889471644","17129.532889471644"
"4021","17363.484090437345","17363.484090437345","17363.484090437345"
"4032","17568.818497807748","17568.818497807748","17568.818497807748"
"4054","17303.34392834943","17303.34392834943","17303.34392834943"
"4066","17950.958458541456","17950.958458541456","17950.958458541456"
"4101","17893.97861161061","17893.97861161061","17893.97861161061"
"4114","17637.10123662449","17637.10123662449","17637.10123662449"
"4131","17546.77502711178","17546.77502711178","17546.77502711178"
"4140","17276.16913697414","17276.16913697414","17276.16913697414"
"4148","17175.832641164394","17175.832641164394","17175.832641164394"
"4162","17399.727564990564","17399.727564990564","17399.727564990564"
"4163","16923.764208957713","16923.764208957713","16923.764208957713"
"4175","17136.996284437788","17136.996284437788","17136.996284437788"
"4181","16899.51392693418","16899.51392693418","16899.51392693418"
"4184","17032.733743978242","17032.733743978242","17032.733743978242"
"4212","17418.65322732823","17418.65322732823","17418.65322732823"
"4213","17234.315265373516","17234.315265373516","17234.315265373516"
"4281","17782.103559551564","17782.103559551564","17782.103559551564"
"4321","18186.666131396385","18186.666131396385","18186.666131396385"
"4337","18134.11997002997","18134.11997002997","18134.11997002997"
"4341","17793.802013486515","17793.802013486515","17793.802013486515"
"4349","17625.709321539573","17625.709321539573","17625.709321539573"
"4369","17127.524207403712","17127.524207403712","17127.524207403712"
"4379","16802.523078504826","16802.523078504826","16802.523078504826"
"4392","17681.131294289044","17681.131294289044","17681.131294289044"
"4402","17566.60705214231","17566.60705214231","17566.60705214231"
"4413","17641.72022735598","17641.72022735598","17641.72022735598"
"4420","17749.62311277612","17749.62311277612","17749.62311277612"
"4424","17695.451745310253","17695.451745310253","17695.451745310253"
"4425","17500.243764624265","17500.243764624265","17500.243764624265"
"4429","17235.180487956488","17235.180487956488","17235.180487956488"
"4443","17900.54748121323","17900.54748121323","17900.54748121323"
"4447","17999.70792687868","17999.70792687868","17999.70792687868"
"4453","17094.444308968814","17094.444308968814","17094.444308968814"
"4478","17689.83488561439","17689.83488561439","17689.83488561439"
"4481","16961.7481484904","16961.7481484904","16961.7481484904"
"4487","17637.520252331007","17637.520252331007","17637.520252331007"
"4489","17811.476425435678","17811.476425435678","17811.476425435678"
"4494","17782.202122960378","17782.202122960378","17782.202122960378"
"4502","17517.323297424802","17517.323297424802","17517.323297424802"
"4505","17233.01192848818","17233.01192848818","17233.01192848818"
"4526","16726.914370490624","16726.914370490624","16726.914370490624"
"4527","16839.369379731383","16839.369379731383","16839.369379731383"
"4579","16905.690508880012","16905.690508880012","16905.690508880012"
"4609","17735.82732090132","17735.82732090132","17735.82732090132"
"4631","17437.895304972808","17437.895304972808","17437.895304972808"
"4637","17719.605431901433","17719.605431901433","17719.605431901433"
"4648","17821.07711177711","17821.07711177711","17821.07711177711"
"4650","17707.325841769343","17707.325841769343","17707.325841769343"
"4651","17507.292301282047","17507.292301282047","17507.292301282047"
"4658","17469.37057015207","17469.37057015207","17469.37057015207"
"4659","17521.612142690643","17521.612142690643","17521.612142690643"
"4666","17480.427577533577","17480.427577533577","17480.427577533577"
"4672","17133.93998096348","17133.93998096348","17133.93998096348"
"4689","17949.92137448663","17949.92137448663","17949.92137448663"
"4694","17025.841295537797","17025.841295537797","17025.841295537797"
"4735","17763.71448359974","17763.71448359974","17763.71448359974"
"4756","18050.057525779775","18050.057525779775","18050.057525779775"
"4774","17300.756281024533","17300.756281024533","17300.756281024533"
"4799","17272.450291652793","17272.450291652793","17272.450291652793"
"4890","17342.440984820736","17342.440984820736","17342.440984820736"
"4911","17752.029723193475","17752.029723193475","17752.029723193475"
"4935","16800.80059282384","16800.80059282384","16800.80059282384"
"4937","17933.074602786102","17933.074602786102","17933.074602786102"
"4950","17474.62146842047","17474.62146842047","17474.62146842047"
"4968","17137.133479797983","17137.133479797983","17137.133479797983"
"4979","18119.461253135752","18119.461253135752","18119.461253135752"
"5004","17820.306234709737","17820.306234709737","17820.306234709737"
"5019","17460.097785575537","17460.097785575537","17460.097785575537"
"5035","17791.7240971251","17791.7240971251","17791.7240971251"
"5038","17973.44059737485","17973.44059737485","17973.44059737485"
"5041","17507.000600288604","17507.000600288604","17507.000600288604"
"5056","17982.105745060497","17982.105745060497","17982.105745060497"
"5065","18198.474430513932","18198.474430513932","18198.474430513932"
"5076","17497.400651376403","17497.400651376403","17497.400651376403"
"5140","17517.34748226773","17517.34748226773","17517.34748226773"
"5158","17720.696683843933","17720.696683843933","17720.696683843933"
"5164","17822.180330364085","17822.180330364085","17822.180330364085"
"5168","17406.83368778444","17406.83368778444","17406.83368778444"
"5210","17809.959862332114","17809.959862332114","17809.959862332114"
"5218","17596.451416139418","17596.451416139418","17596.451416139418"
"5233","17612.525655372407","17612.525655372407","17612.525655372407"
"5240","16858.94584185259","16858.94584185259","16858.94584185259"
"5242","17920.325204045956","17920.325204045956","17920.325204045956"
"5248","17713.80304009879","17713.80304009879","17713.80304009879"
"5266","17364.62825971251","17364.62825971251","17364.62825971251"
"5294","18031.33148937174","18031.33148937174","18031.33148937174"
"5313","18080.927940004443","18080.927940004443","18080.927940004443"
"5327","17906.647988011988","17906.647988011988","17906.647988011988"
"5335","17248.656990093245","17248.656990093245","17248.656990093245"
"5336","17807.733141025645","17807.733141025645","17807.733141025645"
"5342","17704.324836080585","17704.324836080585","17704.324836080585"
"5346","18345.4758031968","18345.4758031968","18345.4758031968"
"5348","17866.556864219114","17866.556864219114","17866.556864219114"
"5360","17379.06452797203","17379.06452797203","17379.06452797203"
"5369","17378.32153035853","17378.32153035853","17378.32153035853"
"5388","17416.291785353536","17416.291785353536","17416.291785353536"
"5390","17929.07506288157","17929.07506288157","17929.07506288157"
"5396","17907.604340881342","17907.604340881342","17907.604340881342"
"5419","17947.7188046953","17947.7188046953","17947.7188046953"
"5438","17302.805634754135","17302.805634754135","17302.805634754135"
"5473","17800.24668958819","17800.24668958819","17800.24668958819"
"5483","18056.60708713509","18056.60708713509","18056.60708713509"
"5520","17617.37433810634","17617.37433810634","17617.37433810634"
"5535","17774.262343933846","17774.262343933846","17774.262343933846"
"5544","17919.283123459878","17919.283123459878","17919.283123459878"
"5570","17543.053916472418","17543.053916472418","17543.053916472418"
"5581","17302.205121517374","17302.205121517374","17302.205121517374"
"5593","17808.87356815407","17808.87356815407","17808.87356815407"
"5596","17358.405415778667","17358.405415778667","17358.405415778667"
"5604","17136.953309496057","17136.953309496057","17136.953309496057"
"5613","18282.971741758243","18282.971741758243","18282.971741758243"
"5644","17859.513494255745","17859.513494255745","17859.513494255745"
"5653","17605.402322233327","17605.402322233327","17605.402322233327"
"5661","17929.67912123987","17929.67912123987","17929.67912123987"
"5714","17855.707243284494","17855.707243284494","17855.707243284494"
"5741","17481.378826035078","17481.378826035078","17481.378826035078"
"5755","17681.93882872683","17681.93882872683","17681.93882872683"
"5769","17626.459282717282","17626.459282717282","17626.459282717282"
"5773","17420.844683372183","17420.844683372183","17420.844683372183"
"5778","18177.25667846043","18177.25667846043","18177.25667846043"
"5817","17729.67489590965","17729.67489590965","17729.67489590965"
"5824","17774.249605672107","17774.249605672107","17774.249605672107"
"5847","18265.134422161173","18265.134422161173","18265.134422161173"
"5901","17656.755685064934","17656.755685064934","17656.755685064934"
"5904","17702.004159729164","17702.004159729164","17702.004159729164"
"5909","17607.437941003445","17607.437941003445","17607.437941003445"
"5937","17807.798892662893","17807.798892662893","17807.798892662893"
"5947","17863.04842171717","17863.04842171717","17863.04842171717"
"5956","17894.602775974025","17894.602775974025","17894.602775974025"
"5972","17770.70707869908","17770.70707869908","17770.70707869908"
"6007","17675.16148520924","17675.16148520924","17675.16148520924"
"6023","17464.71670859696","17464.71670859696","17464.71670859696"
"6026","17480.185114579865","17480.185114579865","17480.185114579865"
"6032","17678.73011366411","17678.73011366411","17678.73011366411"
"6054","17725.184534410037","17725.184534410037","17725.184534410037"
"6076","18007.950739316242","18007.950739316242","18007.950739316242"
"6087","17133.03618883894","17133.03618883894","17133.03618883894"
"6089","17293.43898701299","17293.43898701299","17293.43898701299"
"6103","17442.280969280724","17442.280969280724","17442.280969280724"
"6125","17664.629712148962","17664.629712148962","17664.629712148962"
"6137","17086.984071373074","17086.984071373074","17086.984071373074"
"6139","17928.180260656016","17928.180260656016","17928.180260656016"
"6152","17988.71601728827","17988.71601728827","17988.71601728827"
"6196","17993.293443195696","17993.293443195696","17993.293443195696"
"6205","17559.442300394054","17559.442300394054","17559.442300394054"
"6208","18192.800920246424","18192.800920246424","18192.800920246424"
"6221","17082.75942291042","17082.75942291042","17082.75942291042"
"6232","17809.41751010101","17809.41751010101","17809.41751010101"
"6243","17615.06156005106","17615.06156005106","17615.06156005106"
"6261","17459.384736097236","17459.384736097236","17459.384736097236"
"6269","18027.420336108342","18027.420336108342","18027.420336108342"
"6293","17553.766846153852","17553.766846153852","17553.766846153852"
"6297","17513.43093872794","17513.43093872794","17513.43093872794"
"6312","17901.47306929182","17901.47306929182","17901.47306929182"
"6318","17455.798284659784","17455.798284659784","17455.798284659784"
"6322","17315.739516511265","17315.739516511265","17315.739516511265"
"6334","17800.83953590854","17800.83953590854","17800.83953590854"
"6351","17889.880216616715","17889.880216616715","17889.880216616715"
"6357","17991.37389768565","17991.37389768565","17991.37389768565"
"6370","17620.57249209124","17620.57249209124","17620.57249209124"
"6382","17380.064495032748","17380.064495032748","17380.064495032748"
"6387","17592.781986013986","17592.781986013986","17592.781986013986"
"6440","17949.920839799095","17949.920839799095","17949.920839799095"
"6442","17842.32401123876","17842.32401123876","17842.32401123876"
"6447","18477.89211588412","18477.89211588412","18477.89211588412"
"6455","17486.926421051176","17486.926421051176","17486.926421051176"
"6459","17169.95153898879","17169.95153898879","17169.95153898879"
"6484","17947.004423798426","17947.004423798426","17947.004423798426"
"6495","17943.863930125433","17943.863930125433","17943.863930125433"
"6534","17402.973880536134","17402.973880536134","17402.973880536134"
"6551","17574.314475385727","17574.314475385727","17574.314475385727"
"6552","17579.434098845602","17579.434098845602","17579.434098845602"
"6565","17666.40328860029","17666.40328860029","17666.40328860029"
"6579","17609.935759657015","17609.935759657015","17609.935759657015"
"6603","17686.716340187588","17686.716340187588","17686.716340187588"
"6627","17858.941025890777","17858.941025890777","17858.941025890777"
"6630","17784.418299755802","17784.418299755802","17784.418299755802"
"6643","17319.667898212898","17319.667898212898","17319.667898212898"
"6644","17429.408312271065","17429.408312271065","17429.408312271065"
"6659","17314.292043484296","17314.292043484296","17314.292043484296"
"6673","17564.96008938284","17564.96008938284","17564.96008938284"
"6676","17301.2918517316","17301.2918517316","17301.2918517316"
"6678","17265.574451021203","17265.574451021203","17265.574451021203"
"6685","18082.570837717838","18082.570837717838","18082.570837717838"
"6691","17753.689289266287","17753.689289266287","17753.689289266287"
"6692","17937.456720945724","17937.456720945724","17937.456720945724"
"6695","17882.938250610503","17882.938250610503","17882.938250610503"
"6700","17320.3560444833","17320.3560444833","17320.3560444833"
"6736","18220.19905805306","18220.19905805306","18220.19905805306"
"6742","17651.972273559775","17651.972273559775","17651.972273559775"
"6749","17628.359922743926","17628.359922743926","17628.359922743926"
"6759","17381.718772921522","17381.718772921522","17381.718772921522"
"6763","17625.184403041403","17625.184403041403","17625.184403041403"
